#{"t_start": 1789115085.499775, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
-12.38,288,0.409838,1,0,3,5,True,0,0,0
-12.72,122,0.454475,1,0,1,5,True,0,0,0
-10.07,357,0.584843,1,0,6,5,True,0,0,0
-13.92,242,0.672036,1,0,1,5,True,0,0,0
-12.41,191,0.742348,1,0,2,5,True,0,0,0
-13.55,205,0.817265,1,0,1,5,True,0,0,0
-13.36,186,0.884646,1,0,1,5,True,0,0,0
-13.52,302,0.993293,1,0,2,5,True,0,0,0
-13.86,136,1.043012,1,0,0,5,True,0,0,0
-13.68,218,1.57573,1,0,1,5,True,0,0,0
-14.09,159,1.634161,1,0,0,5,True,0,0,0
-8.28,478,1.812049,1,0,9,5,True,0,0,0
-13.08,158,1.865701,1,0,1,5,True,0,0,0
-13.09,159,1.919578,1,0,1,5,True,0,0,0
-14.41,191,1.982548,1,0,0,5,True,0,0,0
-13.4,190,2.04818,1,0,1,5,True,0,0,0
-12.33,183,2.116414,1,0,2,5,True,0,0,0
-14.54,204,2.190025,1,0,0,5,True,0,0,0
-14.22,172,2.683816,1,0,0,5,True,0,0,0
-14.36,286,2.788701,1,0,1,5,True,0,0,0
-13.08,258,2.881758,1,0,2,5,True,0,0,0
-9.03,353,3.015321,1,1,2,5,True,1,1,0
-12.37,787,3.303424,1,0,8,5,True,0,0,0
-9.64,514,3.934229,1,0,8,5,True,0,0,0
-12.32,282,4.037964,1,0,3,5,True,0,0,0
-14.69,219,4.118226,1,0,0,5,True,0,0,0
-14.09,159,4.177555,1,0,0,5,True,0,0,0
-13.57,507,4.367077,1,0,4,5,True,0,0,0
-13.18,368,4.503766,1,0,3,5,True,0,0,0
-10.5,400,5.101419,1,1,1,5,True,0,0,0
-14.43,293,5.209458,1,0,1,5,True,0,0,0
-12.9,340,5.337764,1,0,3,5,True,0,0,0
-10.7,420,5.494063,1,0,6,5,True,0,0,0
-7.46,496,5.677268,1,0,10,5,True,0,0,0
-8.79,529,6.310453,1,1,4,5,True,0,0,0
-12.22,372,6.451091,1,0,4,5,True,0,0,0
-11.74,524,6.645206,1,0,6,5,True,0,0,0
-9.58,608,6.871434,1,0,9,5,True,0,0,0
-14.04,254,6.966556,1,0,1,5,True,0,0,0
-10.71,521,7.609191,1,0,7,5,True,0,0,0
-13.7,120,7.656093,1,0,0,5,True,0,0,0
4.55,895,8.005982,2,2,6,5,True,1,1,0
-4.36,386,8.146597,1,1,7,5,True,0,0,0
-11.39,289,8.247239,1,0,4,5,True,0,0,0
-9.53,703,8.958771,1,0,10,5,True,0,0,0
-14.03,453,9.136717,1,0,3,5,True,0,0,0
6.09,741,9.431039,2,2,6,5,True,1,1,0
2.07,943,10.234421,1,1,19,5,True,0,0,0
6.0,550,10.436577,2,2,4,5,True,0,0,0
-6.25,1475,11.436889,1,1,16,5,True,1,1,0
11.1,840,11.760804,2,2,12,5,True,0,0,0
-11.2,370,11.90111,1,0,5,5,True,0,0,0
-12.82,532,12.537179,1,0,5,5,True,0,0,0
9.74,676,12.793806,2,2,9,5,True,0,0,0
-8.26,976,13.604144,1,1,9,5,True,1,1,0
12.71,779,13.906891,2,2,13,5,True,1,1,0
19.75,775,14.201851,2,2,20,5,True,1,1,0
-5.85,635,14.896164,1,1,8,5,True,0,0,0
10.29,721,15.169515,2,2,10,5,True,0,0,0
-10.84,434,15.330043,1,0,6,5,True,0,0,0
-3.52,902,16.105848,1,1,13,5,True,0,0,0
-0.09,1159,16.544508,1,1,19,5,True,0,0,0
3.6,990,17.346667,1,1,21,5,True,0,0,0
17.95,755,17.636035,2,3,13,5,True,1,1,0
10.87,563,17.851372,2,2,9,5,True,0,0,0
18.51,899,18.632527,2,2,20,5,True,0,0,0
10.1,640,18.874736,2,2,9,5,True,0,0,0
13.98,1052,19.706208,2,2,17,5,True,0,0,0
8.23,427,19.878998,2,2,5,5,True,0,0,0
-7.03,553,20.063912,1,0,11,5,True,0,0,0
-12.71,321,20.173303,1,0,3,5,True,0,0,0
10.79,571,20.378824,2,2,9,5,True,0,0,0
-9.72,622,21.046804,1,0,9,5,True,0,0,0
1.68,582,21.27166,1,1,15,5,True,0,0,0
13.19,931,22.068758,2,2,15,5,True,0,0,0
13.02,1148,22.505574,2,2,17,5,True,1,1,0
13.43,607,22.730866,2,2,12,5,True,0,0,0
25.01,1349,23.687196,2,2,31,5,True,1,1,0
15.45,905,24.03343,2,2,17,5,True,1,1,0
17.96,1154,24.958919,2,3,17,5,True,0,0,0
16.05,745,25.238544,2,3,11,5,True,1,1,0
12.37,613,25.940255,2,3,6,5,True,0,0,0
14.61,989,26.33627,2,2,17,5,True,0,0,0
16.32,818,27.103359,2,2,17,5,True,0,0,0
10.75,675,27.371009,2,2,10,5,True,0,0,0
12.63,887,27.711242,2,2,14,5,True,0,0,0
18.28,822,28.493158,2,2,19,5,True,0,0,0
5.38,1712,29.630147,1,1,30,5,True,0,0,0
12.99,751,29.919967,2,2,13,5,True,1,1,0
12.54,796,30.221928,2,2,13,5,True,0,0,0
13.32,518,30.844219,2,2,11,5,True,0,0,0
33.0,2000,32.112181,2,5,20,4,False,0,0,0
15.7,880,32.463722,2,2,17,5,True,1,1,0
21.74,1376,33.45066,2,4,18,5,True,1,1,0
18.45,1005,33.830229,2,3,16,5,True,1,1,0
10.41,809,34.583883,2,2,11,5,True,0,0,0
14.2,1030,35.040051,2,2,17,5,True,0,0,0
16.99,951,35.853916,2,4,9,5,True,1,1,0
16.72,878,36.197907,2,2,18,5,True,1,1,0
18.01,849,36.55671,2,2,19,5,True,0,0,0
14.97,753,37.308842,2,2,15,5,True,0,0,0
16.33,617,37.566891,2,3,10,5,True,0,0,0
19.25,1125,38.453673,2,3,18,5,True,1,1,0
15.72,1078,38.902689,2,2,19,5,True,1,1,0
11.21,929,39.727659,2,2,13,5,True,1,1,0
13.28,722,40.04235,2,2,13,5,True,0,0,0
20.18,1532,41.051274,2,2,28,5,True,1,1,0
23.36,1414,41.607125,2,3,25,5,True,1,1,0
12.9,760,42.36451,2,2,13,5,True,1,1,1
17.98,1152,42.815482,2,2,22,5,True,0,0,0
15.92,758,43.553184,2,3,11,5,True,0,0,0
18.79,871,43.900081,2,3,15,5,True,1,1,0
9.65,585,44.136144,2,2,8,5,True,0,0,0
11.85,565,44.810554,2,2,10,5,True,0,0,0
58.5,2000,46.068402,3,7,25,3,False,1,1,1
12.81,769,46.398027,2,2,13,5,True,0,0,0
8.75,575,46.688607,2,2,7,5,True,1,1,0
20.51,1099,47.600316,2,3,19,5,True,1,1,0
20.1,1040,48.050896,2,3,18,5,True,1,1,0
40.8,1570,49.201773,3,5,24,5,True,1,1,1
15.77,973,50.069514,2,2,18,5,True,1,1,0
18.27,923,50.533684,2,3,15,5,True,0,0,0
21.59,1291,51.567811,2,2,27,5,True,0,0,0
66.0,2000,52.853188,3,8,28,4,False,3,3,2
45.64,1686,53.578564,3,5,30,5,True,2,2,1
19.96,854,54.363263,2,3,16,5,True,0,0,0
12.58,692,54.662052,2,2,12,5,True,0,0,0
39.77,1273,55.610892,3,5,20,5,True,1,1,1
63.0,2000,56.864631,3,7,30,4,False,1,1,1
23.15,1335,57.369669,2,2,29,5,True,0,0,1
9.27,623,58.064913,2,2,8,5,True,1,1,0
26.38,1412,58.623304,2,4,23,5,True,1,1,1
33.04,1246,59.544638,2,4,28,5,True,0,0,1
13.06,744,59.871135,2,2,13,5,True,0,0,0
11.62,688,60.621683,2,2,11,5,True,0,0,0
17.45,805,60.983092,2,3,13,5,True,0,0,1
13.47,603,61.260167,2,2,12,5,True,0,0,0
12.34,516,61.918867,2,2,10,5,True,0,0,0
39.89,1261,62.434039,3,5,20,5,True,0,0,1
27.04,1046,63.301116,2,4,20,5,True,0,0,0
13.64,886,63.648293,2,2,15,5,True,1,1,0
11.09,941,64.506418,2,2,13,5,True,1,1,0
11.75,675,64.788525,2,2,11,5,True,0,0,0
