#{"t_start": 1789115085.4993138, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
-11.52,302,0.415312,1,0,4,5,True,0,0,0
-8.59,309,0.527848,1,1,2,5,True,0,0,0
-7.13,463,0.696509,1,0,10,5,True,0,0,0
-14.02,152,0.752087,1,0,0,5,True,0,0,0
-14.47,197,0.824324,1,0,0,5,True,0,0,0
-12.29,279,0.925563,1,0,3,5,True,0,0,0
-13.01,251,1.015254,1,0,2,5,True,0,0,0
-11.12,262,1.564256,1,0,4,5,True,0,0,0
-13.9,340,1.702906,1,0,2,5,True,0,0,0
-13.14,164,1.75788,1,0,1,5,True,0,0,0
-13.77,127,1.799482,1,0,0,5,True,0,0,0
-14.23,173,1.858348,1,0,0,5,True,0,0,0
-8.96,146,1.907871,1,1,0,5,True,0,0,0
-12.62,212,1.978113,1,0,2,5,True,0,0,0
-13.87,137,2.024735,1,0,0,5,True,0,0,0
-11.56,306,2.13744,1,0,4,5,True,0,0,0
-12.98,248,2.22725,1,0,2,5,True,0,0,0
-14.09,359,2.789211,1,0,2,5,True,0,0,0
-13.78,528,2.985415,1,0,4,5,True,0,0,0
-13.62,212,3.062671,1,0,1,5,True,0,0,0
-12.94,144,3.116248,1,0,1,5,True,0,0,0
-12.07,257,3.21097,1,0,3,5,True,0,0,0
-12.16,266,3.307455,1,0,3,5,True,0,0,0
-10.68,518,3.939923,1,0,7,5,True,0,0,0
-14.11,261,4.035586,1,0,1,5,True,0,0,0
-8.06,256,4.129921,1,1,2,5,True,0,0,0
-13.0,150,4.185838,1,0,1,5,True,0,0,0
-13.26,276,4.290451,1,0,2,5,True,0,0,0
-12.82,132,4.338504,1,0,1,5,True,0,0,0
-14.03,253,4.432942,1,0,1,5,True,0,0,0
-13.76,626,5.114224,1,0,5,5,True,0,0,0
-10.02,252,5.206365,1,0,5,5,True,0,0,0
-12.63,313,5.325021,1,0,3,5,True,0,0,0
-10.52,602,5.549641,1,0,8,5,True,0,0,0
-14.36,486,5.744952,1,0,3,5,True,0,0,0
-10.62,512,6.356364,1,0,7,5,True,0,0,0
-12.77,427,6.516813,1,0,4,5,True,0,0,0
-6.83,733,6.788719,1,0,13,5,True,0,0,0
-10.61,311,6.904121,1,0,5,5,True,0,0,0
-1.97,947,7.707888,1,1,15,5,True,0,0,0
-6.3,780,8.016709,1,1,9,5,True,1,1,0
-11.84,334,8.137333,1,0,4,5,True,0,0,0
-8.76,1126,8.999005,1,0,15,5,True,0,0,0
-11.35,585,9.233973,1,0,7,5,True,0,0,0
-7.3,480,9.422398,1,1,5,5,True,1,1,0
-8.16,566,10.084684,1,0,10,5,True,0,0,0
-8.89,439,10.248905,1,0,8,5,True,0,0,0
5.62,788,10.547427,2,2,6,5,True,0,0,0
-16.47,497,11.163593,1,0,1,5,True,0,0,0
-11.05,355,11.30294,1,0,5,5,True,0,0,0
4.1,940,11.667269,1,1,21,5,True,0,0,0
-12.85,335,11.796205,1,0,3,5,True,0,0,0
-6.83,533,12.432543,1,0,11,5,True,0,0,0
-2.94,744,12.714491,1,1,12,5,True,0,0,0
-7.36,686,12.977635,1,0,12,5,True,0,0,0
-4.69,519,13.610714,1,1,8,5,True,0,0,0
9.46,404,13.766635,2,2,6,5,True,0,0,0
8.17,833,14.088293,2,2,9,5,True,1,1,0
-0.38,788,14.843138,1,1,15,5,True,0,0,0
8.09,1041,15.234344,2,2,11,5,True,0,0,0
-9.35,685,15.490559,1,0,10,5,True,0,0,0
