#{"t_start": 1789115085.502269, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
-6.3,280,10.048671,1,1,4,5,True,0,0,0
-5.52,902,10.38121,1,1,11,5,True,0,0,0
-13.04,354,10.521663,1,0,3,5,True,0,0,0
9.26,1024,11.344192,2,2,12,5,True,1,1,0
14.31,1919,12.513095,2,2,26,5,True,1,1,0
-8.57,607,12.746182,1,0,10,5,True,0,0,0
-7.48,298,12.858466,1,1,3,5,True,0,0,0
6.8,670,13.113112,2,2,6,5,True,0,0,0
10.59,791,13.859523,2,2,11,5,True,0,0,0
-10.75,325,13.981347,1,0,5,5,True,0,0,0
-8.67,417,14.141579,1,0,8,5,True,0,0,0
-9.11,761,14.883711,1,1,6,5,True,0,0,0
-9.85,435,15.047137,1,1,2,5,True,0,0,0
-5.99,649,15.291227,1,1,8,5,True,0,0,0
-13.06,356,15.4234,1,0,3,5,True,0,0,0
12.63,787,16.157832,2,2,13,5,True,1,1,0
-4.34,884,16.488917,1,1,12,5,True,0,0,0
13.16,934,17.27404,2,2,15,5,True,0,0,0
-3.36,586,17.498767,1,1,10,5,True,0,0,0
3.99,1251,17.974989,1,1,24,5,True,0,0,0
-7.06,556,18.625538,1,0,11,5,True,0,0,0
11.3,1020,19.010976,2,2,14,5,True,0,0,0
16.82,768,19.734729,2,2,17,5,True,0,0,0
-9.05,655,19.978643,1,0,10,5,True,0,0,0
10.39,411,20.121298,2,2,7,5,True,1,1,0
14.35,1115,20.95974,2,2,18,5,True,0,0,0
13.35,615,21.193183,2,2,12,5,True,0,0,0
-11.52,202,21.271379,1,0,3,5,True,0,0,0
6.15,1035,22.108862,1,1,24,5,True,0,0,0
16.03,847,22.430071,2,2,17,5,True,0,0,0
9.62,788,22.724712,2,2,10,5,True,0,0,0
-7.48,498,23.354312,1,0,10,5,True,0,0,0
11.65,685,23.618902,2,2,11,5,True,0,0,0
10.31,619,23.858839,2,2,9,5,True,0,0,0
10.82,468,24.033382,2,2,8,5,True,0,0,0
16.83,967,24.891407,2,2,19,5,True,0,0,0
31.34,1116,25.309123,2,4,25,5,True,0,0,0
36.0,2000,26.574413,3,5,13,4,False,1,0,1
11.79,571,27.24084,2,2,10,5,True,0,0,0
13.53,797,27.547081,2,2,14,5,True,0,0,0
8.75,575,27.767572,2,2,7,5,True,0,0,0
6.69,1181,28.68645,2,2,11,5,True,1,1,0
12.51,799,29.023362,2,2,13,5,True,1,1,0
16.06,1244,29.953613,2,2,21,5,True,0,0,0
22.02,948,30.299956,2,3,19,5,True,0,0,0
10.02,848,31.068893,2,2,11,5,True,1,1,0
15.21,1229,31.594932,2,2,20,5,True,0,0,0
13.8,970,32.418342,2,2,16,5,True,1,1,0
11.82,768,32.707506,2,2,12,5,True,1,1,0
14.04,1046,33.570668,2,2,17,5,True,0,0,0
29.54,1996,34.813503,2,2,42,5,True,0,0,0
19.06,844,35.170756,2,2,20,5,True,0,0,0
9.69,781,35.912789,2,2,10,5,True,0,0,0
-7.88,438,36.081353,1,0,9,5,True,0,0,0
11.42,808,36.416183,2,2,12,5,True,1,1,0
17.07,1043,37.291902,2,3,15,5,True,0,0,0
8.44,606,37.522928,2,2,7,5,True,0,0,0
35.65,1185,38.457081,3,5,15,5,True,1,1,1
12.18,532,38.680688,2,2,10,5,True,0,0,0
44.5,2000,39.953585,3,5,21,3,False,2,2,1
16.89,761,40.247368,2,2,17,5,True,0,0,0
10.82,968,41.054195,2,2,13,5,True,1,1,0
14.37,1013,41.448166,2,3,12,5,True,0,0,0
8.16,1634,42.581367,1,1,32,5,True,1,1,0
23.84,1266,43.488888,2,4,19,5,True,2,2,0
8.15,435,43.660176,2,2,5,5,True,0,0,0
11.27,623,43.909635,2,2,10,5,True,0,0,0
17.76,974,44.75519,2,3,15,5,True,1,1,0
15.14,736,45.041125,2,2,15,5,True,0,0,0
13.9,960,45.435866,2,2,16,5,True,0,0,0
13.98,852,46.236497,2,2,15,5,True,0,0,0
8.29,521,46.468297,2,2,6,5,True,1,1,0
16.04,1046,47.402495,2,2,19,5,True,1,1,0
17.25,1025,47.827012,2,3,15,5,True,1,1,0
66.0,2000,49.172775,3,8,27,2,False,0,0,1
34.05,1845,50.484433,3,5,20,5,True,1,1,1
39.54,1596,51.63658,3,5,23,5,True,0,0,1
9.22,728,51.923074,2,2,9,5,True,0,0,0
14.31,1219,52.91535,2,2,19,5,True,0,0,0
12.17,633,53.178223,2,2,11,5,True,0,0,0
15.47,703,53.489309,2,2,15,5,True,0,0,0
14.5,800,54.255512,2,2,15,5,True,0,0,0
22.89,1061,54.700215,2,3,21,5,True,1,1,0
20.05,745,55.452136,2,2,20,5,True,0,0,0
14.6,790,55.75123,2,3,10,5,True,2,2,0
36.15,1035,56.599675,3,5,14,5,True,0,0,1
11.99,551,56.834345,2,2,10,5,True,0,0,0
19.33,1317,57.341268,2,2,25,5,True,0,0,0
17.04,946,58.162838,2,2,19,5,True,0,0,0
16.9,760,58.478164,2,2,17,5,True,0,0,0
17.44,806,59.223443,2,2,18,5,True,1,1,0
15.15,935,59.583929,2,2,17,5,True,0,0,0
22.49,1201,60.561809,2,3,22,5,True,0,0,0
17.9,760,60.902397,2,2,18,5,True,1,1,0
12.54,796,61.266029,2,2,13,5,True,0,0,0
21.85,665,61.985568,2,4,11,5,True,1,1,0
42.4,1410,62.558011,3,5,24,5,True,1,1,1
10.56,494,63.198104,2,2,8,5,True,0,0,0
23.1,1040,63.613357,2,2,26,5,True,0,0,0
8.33,517,63.829434,2,2,6,5,True,0,0,0
16.43,1007,64.712211,2,2,19,5,True,0,0,0
26.34,1316,65.720241,2,4,22,5,True,0,0,1
11.27,623,65.967998,2,2,10,5,True,0,0,0
21.84,1366,67.00649,2,2,28,5,True,1,1,0
40.2,1430,67.631196,3,5,22,5,True,0,0,1
9.59,491,68.310265,2,2,7,5,True,0,0,0
21.48,1002,68.7154,2,2,24,5,True,1,1,0
18.38,812,69.035528,2,2,19,5,True,0,0,0
9.22,828,69.863193,2,2,10,5,True,1,1,0
14.46,504,70.06364,2,2,12,5,True,1,1,0
15.98,1252,71.061623,2,2,21,5,True,0,0,0
14.09,641,71.334499,2,2,13,5,True,0,0,0
29.03,1247,72.302789,2,4,24,5,True,0,0,0
24.32,818,72.653918,2,3,20,5,True,0,0,0
22.37,913,73.030937,2,2,24,5,True,1,1,0
24.37,713,73.756988,2,3,19,5,True,0,0,0
16.46,804,74.080164,2,3,12,5,True,0,0,0
12.72,478,74.29056,2,2,10,5,True,1,1,0
27.28,1322,75.286966,2,3,28,5,True,1,1,0
25.02,748,75.582214,2,3,20,5,True,1,1,0
12.18,432,76.229972,2,2,9,5,True,1,1,0
17.27,823,76.551465,2,2,18,5,True,2,2,0
21.16,834,76.853543,2,2,22,5,True,0,0,0
58.34,1616,77.970359,3,5,42,5,True,0,0,1
25.51,899,78.789364,2,3,22,5,True,0,0,0
-14.07,157,78.858655,1,0,0,5,True,0,0,0
15.92,858,79.215622,2,2,17,5,True,0,0,0
56.99,1251,80.128159,3,5,37,5,True,1,1,1
43.95,1455,80.711836,3,5,26,5,True,1,1,1
19.97,753,81.49084,2,3,15,5,True,0,0,0
13.71,579,81.723349,2,2,12,5,True,0,0,0
33.21,1129,82.609435,2,4,27,5,True,0,0,1
11.78,572,82.835384,2,2,10,5,True,0,0,0
37.23,727,83.138587,2,4,27,5,True,0,0,0
51.92,1258,84.088992,3,5,32,5,True,0,0,1
28.32,918,84.464409,2,4,20,5,True,0,0,0
51.35,1415,85.473713,3,5,33,5,True,0,0,1
-10.5,300,85.581989,1,0,5,5,True,0,0,0
61.07,1543,86.650051,3,5,44,5,True,1,1,1
10.94,456,86.84114,2,2,8,5,True,0,0,0
18.7,880,87.64959,2,3,15,5,True,0,0,0
14.9,560,87.863593,2,2,13,5,True,0,0,0
2.69,681,88.11894,1,1,17,5,True,0,0,0
15.66,784,88.86183,2,2,16,5,True,0,0,0
48.89,1161,89.292329,3,5,28,5,True,1,1,1
12.73,577,89.512305,2,2,11,5,True,0,0,0
20.53,797,90.27833,2,2,21,5,True,0,0,0
35.86,1164,90.748799,2,4,30,5,True,1,1,0
31.46,1204,91.693332,2,4,26,5,True,1,1,1
15.63,787,91.99919,2,2,16,5,True,0,0,0
15.92,858,92.803214,2,2,17,5,True,1,1,0
23.75,675,93.069554,2,4,13,5,True,0,0,0
63.5,1700,94.19434,3,5,48,5,True,0,0,1
16.82,468,94.385105,2,2,14,5,True,0,0,0
16.01,649,94.644574,2,2,15,5,True,1,1,0
22.04,746,95.468825,2,2,22,5,True,1,1,0
16.79,571,95.683681,2,2,15,5,True,1,1,0
44.03,1147,96.608288,2,5,33,5,True,0,0,0
10.72,778,96.905259,2,2,11,5,True,1,1,0
17.02,648,97.171912,2,2,16,5,True,0,0,0
51.27,1423,98.241624,3,5,33,5,True,0,0,1
17.28,922,99.104711,2,2,19,5,True,0,0,0
21.23,727,99.382101,2,2,21,5,True,1,1,0
15.56,594,99.633969,2,2,14,5,True,0,0,0
7.4,310,99.761927,2,2,3,5,True,0,0,0
12.47,503,100.429238,2,2,10,5,True,0,0,0
25.64,786,100.76718,2,3,21,5,True,1,1,0
27.61,789,101.069133,2,4,18,5,True,0,0,1
10.21,529,101.736335,2,2,8,5,True,1,1,0
19.82,1168,102.222419,2,2,24,5,True,1,1,0
52.41,1209,103.165091,3,5,32,5,True,0,0,1
60.44,1306,103.659517,3,5,41,5,True,1,1,1
26.48,902,104.486556,2,3,23,5,True,0,0,0
13.88,1062,104.917656,2,2,17,5,True,0,0,0
25.04,1146,105.814211,2,3,24,5,True,1,1,0
38.08,1342,106.822656,2,4,34,5,True,1,1,0
22.14,1136,107.33251,2,2,26,5,True,0,0,0
59.37,1613,108.422803,3,5,43,5,True,2,2,1
47.27,1123,108.845517,3,5,26,5,True,1,1,1
19.18,832,109.734805,2,3,15,5,True,0,0,0
12.82,668,110.000003,2,2,12,5,True,1,1,0
21.29,1021,110.868223,2,4,14,5,True,0,0,0
58.88,1362,111.385037,3,5,40,5,True,0,0,1
19.39,611,112.133195,2,3,13,5,True,1,1,0
22.99,851,112.456698,2,3,19,5,True,1,1,0
11.06,544,112.686213,2,2,9,5,True,0,0,0
31.12,938,113.554236,2,4,23,5,True,0,0,0
53.14,1436,114.532219,3,5,35,5,True,0,0,1
13.02,648,114.796199,2,2,12,5,True,0,0,0
58.13,1437,115.795027,3,5,40,5,True,0,0,1
15.65,685,116.079183,2,2,15,5,True,1,1,0
18.97,853,116.395657,2,2,20,5,True,0,0,0
23.8,870,117.186881,2,3,20,5,True,1,1,0
57.09,1241,117.720264,3,5,37,5,True,1,1,1
31.47,1103,118.612092,2,3,30,5,True,0,0,0
60.03,1547,119.696477,3,5,43,5,True,0,0,1
10.22,628,119.950192,2,2,9,5,True,0,0,0
11.61,589,120.189444,2,2,10,5,True,0,0,0
49.55,1095,121.060844,3,5,28,5,True,1,1,1
50.34,1116,121.511776,3,5,29,5,True,1,1,1
27.66,784,122.287601,2,3,23,5,True,0,0,0
56.18,1732,123.416444,3,5,41,5,True,2,2,1
21.17,633,123.687774,2,3,15,5,True,1,1,1
26.78,972,124.112626,2,3,24,5,True,0,0,0
24.54,696,124.853724,2,3,19,5,True,0,0,0
34.76,1174,125.30269,2,4,29,5,True,0,0,0
29.26,824,126.097094,2,3,25,5,True,0,0,1
60.33,1217,126.594494,3,5,40,5,True,0,0,1
61.83,1967,127.799975,3,5,49,5,True,1,1,1
13.85,865,128.559251,2,2,15,5,True,1,1,0
82.65,1685,129.218526,3,7,57,5,True,1,1,1
10.18,532,129.884761,2,2,8,5,True,0,0,0
19.87,763,130.205242,2,2,20,5,True,0,0,0
11.83,767,130.501292,2,2,12,5,True,0,0,0
17.75,1175,131.44446,2,2,22,5,True,0,0,0
15.76,774,131.747225,2,2,16,5,True,0,0,0
16.48,702,132.470873,2,2,16,5,True,0,0,0
19.21,629,132.725343,2,3,13,5,True,1,1,0
19.44,606,132.956052,2,2,18,5,True,0,0,0
18.0,2000,134.18882,1,1,35,4,False,0,0,0
33.33,1017,135.106239,2,3,31,5,True,0,0,0
34.63,887,135.48549,2,4,26,5,True,0,0,0
36.56,894,136.300919,2,3,33,5,True,0,0,1
58.9,1160,136.747361,3,5,38,5,True,0,0,1
25.36,714,137.464561,2,3,20,5,True,0,0,0
29.08,1142,137.903569,2,3,28,5,True,0,0,0
27.0,1050,138.811866,2,2,30,5,True,0,0,0
56.7,1180,139.372886,3,5,36,5,True,1,1,1
53.1,1440,140.413298,3,5,35,5,True,1,1,1
76.96,1354,141.358751,3,5,58,5,True,0,0,1
74.99,1551,141.975101,3,5,58,5,True,0,0,1
11.32,518,142.615127,2,2,9,5,True,0,0,0
9.88,362,142.76222,2,2,6,5,True,0,0,0
18.39,811,143.093629,2,2,19,5,True,0,0,0
27.39,1211,144.004443,2,2,32,5,True,0,0,0
45.31,1119,144.46401,3,5,24,5,True,0,0,1
18.74,976,145.318245,2,2,21,5,True,0,0,0
14.28,822,145.664097,2,2,15,5,True,0,0,0
20.17,1033,146.526577,2,2,23,5,True,0,0,1
15.0,650,146.778877,2,2,14,5,True,0,0,0
34.88,1162,147.668587,2,3,34,5,True,1,1,0
17.07,743,147.940186,2,2,17,5,True,0,0,0
19.39,711,148.203932,2,2,19,5,True,1,1,0
23.83,1167,149.113392,2,2,28,5,True,1,1,1
73.22,1828,150.305811,3,5,59,5,True,1,1,1
37.27,1023,150.70781,2,4,30,5,True,1,1,0
19.49,1001,151.56944,2,2,22,5,True,0,0,0
55.64,1486,152.157918,3,5,38,5,True,1,1,1
25.64,886,152.968445,2,3,22,5,True,0,0,0
18.33,817,153.293635,2,2,19,5,True,0,0,0
16.53,697,154.00818,2,2,16,5,True,0,0,0
23.67,883,154.354029,2,2,25,5,True,1,1,0
53.93,1157,155.283268,3,5,33,5,True,0,0,1
73.83,1667,155.919335,3,5,58,5,True,1,1,1
