#{"t_start": 1789115085.5005481, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
-11.55,205,0.378725,1,0,3,5,True,0,0,0
-7.85,435,0.537234,1,0,9,5,True,0,0,0
-13.12,162,0.596889,1,0,1,5,True,0,0,0
-15.09,459,0.763529,1,0,2,5,True,0,0,0
-13.44,194,0.835008,1,0,1,5,True,0,0,0
-12.18,168,0.896253,1,0,2,5,True,0,0,0
-8.78,428,1.501856,1,0,8,5,True,0,0,0
-12.99,249,1.594418,1,0,2,5,True,0,0,0
-13.25,175,1.672217,1,0,1,5,True,0,0,0
-12.3,380,1.801309,1,0,4,5,True,0,0,0
-12.94,144,1.850373,1,0,1,5,True,0,0,0
-13.95,245,1.933135,1,0,1,5,True,0,0,0
-13.48,298,2.032839,1,0,2,5,True,0,0,0
-14.0,150,2.088214,1,0,0,5,True,0,0,0
-14.02,152,2.144608,1,0,0,5,True,0,0,0
-12.24,274,2.674583,1,0,3,5,True,0,0,0
-13.43,293,2.781968,1,0,2,5,True,0,0,0
-11.79,329,2.900779,1,0,4,5,True,0,0,0
-13.57,207,2.981137,1,0,1,5,True,0,0,0
-11.58,208,3.056809,1,0,3,5,True,0,0,0
-10.22,372,3.194476,1,0,6,5,True,0,0,0
-6.83,433,3.353747,1,0,10,5,True,0,0,0
-13.09,259,3.888613,1,0,2,5,True,0,0,0
-14.78,228,3.972963,1,0,0,5,True,0,0,0
-12.08,158,4.031286,1,0,2,5,True,0,0,0
-12.92,242,4.120489,1,0,2,5,True,0,0,0
-12.54,304,4.23437,1,0,3,5,True,0,0,0
-13.06,456,4.404036,1,0,4,5,True,0,0,0
-11.62,412,4.557594,1,0,5,5,True,0,0,0
-14.34,184,5.07329,1,0,0,5,True,0,0,0
-11.7,520,5.267713,1,0,6,5,True,0,0,0
-8.29,379,5.41008,1,1,3,5,True,0,0,0
-10.3,380,5.551918,1,0,6,5,True,0,0,0
-13.19,269,5.650195,1,0,2,5,True,0,0,0
-12.2,370,5.798591,1,0,4,5,True,0,0,0
-10.41,491,6.407743,1,0,7,5,True,0,0,0
-4.94,544,6.609446,1,0,13,5,True,0,0,0
-9.81,531,6.807523,1,0,8,5,True,0,0,0
-14.03,553,7.016101,1,0,4,5,True,0,0,0
-4.48,498,7.649662,1,1,8,5,True,0,0,0
-13.03,553,7.858542,1,0,5,5,True,0,0,0
-12.78,628,8.107707,1,0,6,5,True,0,0,0
-13.45,395,8.243858,1,0,3,5,True,0,0,0
-10.01,251,8.788611,1,0,5,5,True,0,0,0
-7.58,408,8.938581,1,0,9,5,True,0,0,0
-6.95,845,9.27433,1,1,9,5,True,0,0,0
-12.2,570,9.938917,1,0,6,5,True,0,0,0
-14.07,357,10.077768,1,0,2,5,True,0,0,0
-8.85,635,10.314924,1,0,10,5,True,0,0,0
2.61,889,10.652636,1,1,19,5,True,0,0,0
9.35,615,11.319287,2,2,8,5,True,0,0,0
7.24,826,11.640124,2,2,8,5,True,1,1,0
-10.89,539,11.847008,1,0,7,5,True,0,0,0
-5.8,330,12.405372,1,1,5,5,True,0,0,0
-13.8,530,12.605881,1,0,4,5,True,0,0,0
13.22,828,12.920943,2,2,14,5,True,1,1,0
19.32,1318,13.867897,2,2,25,5,True,1,1,0
-7.54,604,14.097354,1,0,11,5,True,0,0,0
-5.99,649,14.346111,1,1,8,5,True,1,1,0
13.95,855,15.121121,2,2,15,5,True,1,1,0
14.29,921,15.46513,2,2,16,5,True,0,0,0
23.98,1152,16.334935,2,2,28,5,True,0,0,0
16.39,811,16.641859,2,2,17,5,True,0,0,0
23.15,1435,17.616732,2,2,30,5,True,0,0,0
2.77,873,17.950069,1,1,19,5,True,1,1,0
-5.88,638,18.63218,1,0,13,5,True,0,0,0
17.15,1135,19.062573,2,2,21,5,True,0,0,0
-7.3,580,19.713933,1,0,11,5,True,0,0,0
-7.75,525,19.918261,1,0,10,5,True,0,0,0
13.51,899,20.223545,2,2,15,5,True,0,0,0
