#{"t_start": 1789115085.501633, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
-8.35,485,13.986026,1,0,9,5,True,0,0,0
9.47,903,14.332303,2,2,11,5,True,0,0,0
15.87,863,15.110923,2,2,17,5,True,1,1,0
-8.23,573,15.324004,1,0,10,5,True,0,0,0
15.96,1054,16.157632,2,2,19,5,True,0,0,0
9.85,665,16.406821,2,2,9,5,True,1,1,0
14.77,873,16.734984,2,2,16,5,True,0,0,0
10.25,1125,17.595395,2,2,14,5,True,1,1,0
1.58,692,17.860385,1,1,16,5,True,0,0,0
-9.39,389,18.009884,1,0,7,5,True,0,0,0
21.01,1249,18.921869,2,2,26,5,True,1,1,0
10.38,712,19.189464,2,2,10,5,True,1,1,0
18.31,819,19.935881,2,2,19,5,True,0,0,0
13.48,902,20.242689,2,2,15,5,True,0,0,0
-0.02,852,20.995853,1,1,16,5,True,0,0,0
-10.37,387,21.142167,1,0,6,5,True,0,0,0
6.52,498,21.333426,2,2,4,5,True,0,0,0
-4.46,496,21.524195,1,1,8,5,True,0,0,0
-12.94,344,22.097578,1,0,3,5,True,0,0,0
19.32,918,22.446508,2,2,21,5,True,0,0,0
10.93,857,22.765997,2,2,12,5,True,0,0,0
14.29,721,23.486644,2,2,14,5,True,0,0,0
25.44,1606,24.602387,2,2,34,5,True,1,1,0
17.36,1014,24.967966,2,2,20,5,True,2,2,0
1.37,1013,25.819082,1,1,19,5,True,0,0,0
8.13,737,26.102308,2,2,8,5,True,2,2,0
11.42,808,26.431754,2,2,12,5,True,0,0,0
13.79,971,27.261353,2,2,16,5,True,1,1,0
15.73,977,27.639492,2,2,18,5,True,0,0,0
13.71,879,28.437847,2,2,15,5,True,1,1,0
25.97,1153,28.897159,2,5,15,5,True,2,2,0
9.33,417,29.078683,2,2,6,5,True,0,0,0
10.2,1130,29.960179,2,2,14,5,True,1,1,0
16.2,1130,30.809879,2,2,20,5,True,0,0,0
22.34,1316,31.369572,2,2,28,5,True,0,0,0
-10.6,310,31.495723,1,0,5,5,True,0,0,0
18.93,957,32.308176,2,3,16,5,True,1,1,0
21.92,1158,32.758034,2,2,26,5,True,0,0,0
15.39,1011,33.604638,2,3,13,5,True,0,0,0
7.92,758,33.891621,2,2,8,5,True,1,1,0
20.54,1096,34.788898,2,3,19,5,True,0,0,0
6.51,699,35.090527,2,2,6,5,True,0,0,0
12.31,619,35.336991,2,2,11,5,True,0,0,0
13.75,575,35.996762,2,2,12,5,True,0,0,0
16.02,748,36.296796,2,2,16,5,True,1,1,0
9.82,768,36.619479,2,2,10,5,True,0,0,0
15.35,815,37.391753,2,3,11,5,True,1,1,0
14.47,903,37.757477,2,2,16,5,True,0,0,0
13.17,833,38.544922,2,2,14,5,True,0,0,0
18.43,1507,39.166771,2,2,26,5,True,2,2,0
14.41,1309,40.150551,2,2,20,5,True,1,1,0
12.75,1075,40.988716,2,2,16,5,True,0,0,0
19.01,1149,41.435332,2,4,13,5,True,2,2,0
8.12,738,42.166884,2,2,8,5,True,0,0,0
13.17,533,42.402842,2,2,11,5,True,0,0,0
12.94,756,42.707026,2,2,13,5,True,0,0,0
30.89,1561,43.748729,2,2,39,5,True,0,0,0
25.47,1203,44.240368,2,2,30,5,True,1,1,0
15.33,1017,45.08391,2,2,18,5,True,0,0,0
12.6,990,45.491284,2,2,15,5,True,1,1,0
19.58,1092,46.400511,2,3,18,5,True,1,1,0
9.35,615,46.705094,2,2,8,5,True,0,0,0
54.0,2000,48.006958,3,5,31,4,False,2,2,1
8.58,792,48.837936,2,2,9,5,True,0,0,0
16.86,864,49.198256,2,2,18,5,True,0,0,0
14.06,744,49.508782,2,2,14,5,True,1,1,0
10.98,652,50.254782,2,2,10,5,True,0,0,0
14.17,633,50.586725,2,2,13,5,True,0,0,0
32.01,1549,51.708936,3,5,15,5,True,1,1,1
18.76,874,52.056547,2,2,20,5,True,0,0,0
25.93,1257,53.066221,2,3,26,5,True,0,0,0
40.0,2000,54.351686,2,5,27,4,False,2,2,0
31.54,996,54.771406,3,5,9,5,True,0,0,1
22.43,1007,55.615102,2,4,15,5,True,2,2,0
15.15,835,55.948624,2,2,16,5,True,0,0,0
28.71,1179,56.875387,2,4,23,5,True,1,1,1
9.32,718,57.136948,2,2,9,5,True,0,0,0
15.81,769,57.888984,2,2,16,5,True,1,1,0
17.72,1178,58.351309,2,2,22,5,True,0,0,0
24.62,1088,59.224078,2,4,18,5,True,0,0,1
20.56,894,59.5667,2,3,17,5,True,0,0,0
10.63,587,59.824779,2,2,9,5,True,0,0,0
48.87,1263,60.837005,3,5,29,5,True,2,2,1
49.42,1908,62.103972,3,6,31,5,True,0,0,1
15.19,631,62.362465,2,2,14,5,True,1,1,0
12.29,821,63.134729,2,2,13,5,True,1,1,0
14.71,979,63.529918,2,2,17,5,True,0,0,0
13.62,588,63.767402,2,2,12,5,True,0,0,0
16.95,755,64.541601,2,3,12,5,True,0,0,0
24.69,981,64.964533,2,3,22,5,True,0,0,0
19.81,1069,65.860304,2,2,23,5,True,0,0,0
26.78,972,66.241127,2,4,19,5,True,1,1,0
17.3,820,67.067972,2,2,18,5,True,0,0,0
49.13,1537,67.736036,3,7,22,5,True,0,0,2
10.25,1025,68.624904,2,2,13,5,True,0,0,0
32.38,1012,69.028282,2,4,25,5,True,0,0,0
42.74,1076,69.950127,3,5,21,5,True,1,1,1
14.56,694,70.252681,2,2,14,5,True,0,0,0
40.12,1438,71.317404,2,5,32,5,True,0,0,0
14.68,782,71.651129,2,2,15,5,True,1,1,0
13.45,505,72.303409,2,2,11,5,True,0,0,0
25.74,876,72.6804,2,3,22,5,True,0,0,0
22.85,965,73.076966,2,3,20,5,True,1,1,0
59.34,1716,74.221496,3,5,44,5,True,2,2,1
36.57,1193,75.173815,2,4,31,5,True,0,0,1
52.86,1464,76.225197,3,5,35,5,True,0,0,1
14.87,963,76.594298,2,2,17,5,True,1,1,0
16.32,618,76.818893,2,3,10,5,True,1,1,0
11.31,519,77.48799,2,2,9,5,True,0,0,0
54.83,1267,78.000498,3,5,35,5,True,1,1,1
46.62,1388,79.046623,3,5,28,5,True,0,0,1
17.86,764,79.333928,2,2,18,5,True,0,0,0
24.29,821,80.083778,2,2,25,5,True,1,1,0
36.2,1330,80.624174,2,4,32,5,True,1,1,0
17.87,763,81.384605,2,2,18,5,True,0,0,0
55.48,1302,81.915617,3,5,36,5,True,0,0,1
46.87,1363,82.901254,3,5,28,5,True,1,1,1
7.93,457,83.094142,2,2,5,5,True,0,0,0
21.97,853,83.88808,2,3,18,5,True,0,0,0
36.41,1109,84.33417,2,3,35,5,True,0,0,0
34.25,1325,85.30205,2,3,35,5,True,1,1,0
20.52,1298,85.806844,2,3,21,5,True,0,0,1
74.93,1857,87.014095,3,5,61,5,True,0,0,1
9.09,441,87.650688,2,2,6,5,True,0,0,0
43.04,1246,88.122421,3,5,23,5,True,2,2,1
34.46,1104,88.974061,2,4,28,5,True,0,0,0
8.93,557,89.186654,2,2,7,5,True,0,0,0
-0.94,544,89.39883,1,1,12,5,True,0,0,0
15.96,1054,90.258321,2,2,19,5,True,1,1,0
12.96,554,90.477712,2,2,11,5,True,0,0,0
12.53,497,90.679713,2,2,10,5,True,1,1,0
22.78,772,91.453218,2,2,23,5,True,0,0,0
42.65,1085,91.884254,3,5,21,5,True,1,1,1
28.08,1142,92.797142,2,3,27,5,True,1,1,0
52.37,1313,93.304429,3,5,33,5,True,1,1,1
27.83,1367,94.31158,2,4,24,5,True,0,0,0
22.89,1161,95.297147,2,2,27,5,True,1,1,0
38.07,1143,95.74171,2,4,32,5,True,1,1,0
26.25,925,96.584122,2,3,23,5,True,0,0,0
63.87,1563,97.202495,3,5,47,5,True,1,1,1
32.73,1077,98.129008,2,4,26,5,True,1,1,1
47.63,1087,98.579733,3,5,26,5,True,1,1,1
22.01,749,99.346956,2,3,17,5,True,1,1,0
28.27,923,99.734515,2,3,25,5,True,1,1,0
47.67,1083,100.63863,3,5,26,5,True,0,0,1
25.85,1265,101.147627,2,2,31,5,True,0,0,1
12.85,665,101.883062,2,2,12,5,True,0,0,0
43.78,1372,102.433357,3,5,25,5,True,0,0,1
14.65,585,103.130273,2,3,8,5,True,0,0,0
34.15,1035,103.525106,2,4,27,5,True,0,0,1
78.5,2000,104.783289,3,7,45,3,False,0,0,1
22.52,998,105.623445,2,2,25,5,True,0,0,0
57.4,1210,106.114163,3,5,37,5,True,0,0,1
30.29,1021,107.009358,2,4,23,5,True,1,1,1
12.87,563,107.266377,2,2,11,5,True,0,0,0
43.06,1244,108.216693,3,5,23,5,True,1,1,1
62.86,1764,109.442902,3,5,48,5,True,1,1,1
38.84,1066,109.88021,3,5,17,5,True,1,1,1
24.75,1075,110.76619,2,3,23,5,True,0,0,0
17.31,719,111.044129,2,2,17,5,True,0,0,0
36.16,1034,111.43722,2,4,29,5,True,1,1,1
20.56,1194,112.403567,2,2,25,5,True,0,0,0
20.02,948,112.802223,2,2,22,5,True,0,0,0
21.68,882,113.631872,2,2,23,5,True,1,1,0
38.07,1143,114.06334,2,4,32,5,True,1,1,0
16.57,993,114.891592,2,2,19,5,True,1,1,0
15.65,885,115.234658,2,2,17,5,True,1,1,0
43.63,987,116.086466,3,5,21,5,True,1,1,1
12.84,766,116.368697,2,2,13,5,True,0,0,0
12.15,535,117.023025,2,2,10,5,True,0,0,0
38.71,1379,117.620786,2,5,30,5,True,0,0,0
28.55,1395,118.62245,2,3,30,5,True,0,0,0
29.32,1318,119.60549,2,3,30,5,True,1,1,0
53.15,1435,120.195717,3,5,35,5,True,1,1,1
53.74,1476,121.214067,3,5,36,5,True,1,1,1
21.7,980,121.620394,2,2,24,5,True,1,1,0
68.98,1852,122.802923,3,5,55,5,True,0,0,2
25.84,866,123.610578,2,4,17,5,True,1,1,1
17.25,925,124.030508,2,2,19,5,True,0,0,0
15.86,564,124.25252,2,2,14,5,True,0,0,0
24.08,842,125.048603,2,2,25,5,True,0,0,1
20.21,929,125.401916,2,2,22,5,True,0,0,0
49.98,1252,126.373495,3,5,30,5,True,1,1,1
61.71,1479,127.38974,3,5,44,5,True,0,0,1
65.74,1276,127.88649,3,5,46,5,True,0,0,1
15.78,672,128.580313,2,2,15,5,True,0,0,0
18.93,757,128.868368,2,2,19,5,True,0,0,0
21.84,866,129.214367,2,2,23,5,True,1,1,0
57.05,1245,130.177722,3,5,37,5,True,0,0,1
57.15,1235,131.127966,3,5,37,5,True,1,1,1
23.95,1155,131.599121,2,2,28,5,True,1,1,0
18.02,648,131.854162,2,2,17,5,True,0,0,0
17.32,718,132.58429,2,2,17,5,True,0,0,0
21.54,896,132.933438,2,2,23,5,True,0,0,0
16.18,632,133.624738,2,2,15,5,True,0,0,0
21.9,560,133.839744,2,3,15,5,True,1,1,0
92.0,2000,135.152409,3,5,68,2,False,1,1,1
8.9,760,135.481421,2,2,9,5,True,0,0,0
13.62,588,135.694599,2,2,12,5,True,0,0,0
39.41,1409,136.718826,2,3,41,5,True,0,0,0
66.81,1569,137.768028,3,5,50,5,True,1,1,1
16.11,539,137.991991,2,3,9,5,True,1,1,0
80.79,1471,139.117889,3,5,63,5,True,0,0,1
15.67,483,139.3363,2,2,13,5,True,0,0,0
51.81,1069,140.228592,3,5,30,5,True,0,0,1
64.72,1178,140.677913,3,5,44,5,True,0,0,1
29.23,1027,141.502854,2,3,27,5,True,0,0,0
26.79,1071,141.941278,2,2,30,5,True,1,1,1
19.27,823,142.701872,2,2,20,5,True,1,1,0
17.7,580,142.940759,2,3,11,5,True,1,1,0
50.22,1528,143.97986,2,4,48,5,True,0,0,0
34.4,1010,144.391617,2,3,32,5,True,0,0,0
46.24,1026,145.265564,3,5,24,5,True,0,0,1
17.18,932,145.658235,2,2,19,5,True,0,0,0
15.76,574,145.888704,2,2,14,5,True,1,1,0
50.34,1216,146.816623,2,4,45,5,True,0,0,1
38.22,1228,147.731231,2,4,33,5,True,0,0,0
23.98,752,147.998809,2,2,24,5,True,0,0,0
45.87,1363,148.98608,2,2,52,5,True,0,0,1
60.95,1855,150.17179,3,5,47,5,True,1,1,1
10.08,442,150.356032,2,2,7,5,True,0,0,0
11.65,685,150.623362,2,2,11,5,True,0,0,1
53.71,1179,151.555321,3,5,33,5,True,1,1,1
29.18,632,151.808113,2,3,23,5,True,0,0,0
32.47,903,152.16347,2,3,29,5,True,0,0,1
15.04,746,152.917842,2,2,15,5,True,0,0,0
23.2,730,153.210623,2,3,18,5,True,0,0,0
57.07,1043,154.057539,3,5,35,5,True,0,0,1
26.13,1137,154.516107,2,2,30,5,True,0,0,0
13.39,511,154.735324,2,2,11,5,True,0,0,0
19.41,909,155.526625,2,2,21,5,True,0,0,0
