#{"t_start": 1789115085.5004659, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
-10.51,801,10.201496,1,0,10,5,True,0,0,0
-9.29,879,10.531362,1,1,7,5,True,0,0,0
-12.91,441,10.694397,1,0,4,5,True,0,0,0
-1.59,1009,11.520468,1,1,16,5,True,0,0,0
-8.59,709,11.792538,1,0,11,5,True,0,0,0
9.35,515,12.421956,2,2,7,5,True,1,1,0
15.03,847,12.74389,2,2,16,5,True,0,0,0
7.86,564,12.959977,2,2,6,5,True,0,0,0
-0.97,647,13.642093,1,1,13,5,True,0,0,0
12.78,572,13.867118,2,2,11,5,True,0,0,0
-9.29,679,14.124774,1,1,5,5,True,0,0,0
9.78,672,14.835701,2,2,9,5,True,0,0,0
-2.96,646,15.076796,1,1,11,5,True,0,0,0
14.73,1077,15.481949,2,2,18,5,True,1,1,0
-9.21,471,16.094216,1,1,3,5,True,0,0,0
-8.12,562,16.306774,1,1,5,5,True,0,0,0
7.66,684,16.567223,2,2,7,5,True,1,1,0
1.47,803,17.298079,1,1,17,5,True,0,0,0
-0.57,507,17.492917,1,1,12,5,True,0,0,0
18.42,708,17.764185,2,2,18,5,True,0,0,0
14.43,707,18.473368,2,2,14,5,True,0,0,0
12.89,1061,18.873265,2,2,16,5,True,0,0,0
13.66,1384,19.830067,2,2,20,5,True,0,0,0
14.19,731,20.093242,2,2,14,5,True,1,1,0
10.53,597,20.299052,2,2,9,5,True,0,0,0
13.62,1188,21.181512,1,1,33,5,True,0,0,0
14.99,751,21.470955,2,2,15,5,True,1,1,0
8.29,521,22.111218,2,2,6,5,True,1,1,0
8.18,532,22.31544,2,2,6,5,True,0,0,0
17.4,810,22.618593,2,2,18,5,True,1,1,0
17.37,1113,23.484539,2,2,21,5,True,1,1,0
13.04,746,23.765788,2,2,13,5,True,0,0,0
15.93,1157,24.712277,2,2,20,5,True,2,2,0
11.18,532,24.900026,2,2,9,5,True,0,0,0
-7.47,197,24.970412,1,1,2,5,True,1,1,0
16.37,913,25.316389,2,2,18,5,True,0,0,0
21.95,1355,26.317476,2,2,28,5,True,1,1,0
25.43,1207,27.244207,2,2,30,5,True,0,0,0
9.46,504,27.435548,2,2,7,5,True,0,0,0
3.07,943,27.801375,1,0,25,5,True,0,0,0
49.0,2000,29.068644,3,5,26,4,False,1,0,1
15.29,1321,30.020177,2,2,21,5,True,1,1,0
10.37,1113,30.869911,2,2,14,5,True,1,1,0
13.16,634,31.126721,2,2,12,5,True,1,1,0
10.39,711,31.44176,2,2,10,5,True,0,0,0
11.83,1267,32.384389,2,2,17,5,True,1,1,0
25.58,1592,33.455775,2,4,24,5,True,1,1,0
23.48,1302,33.948674,2,3,24,5,True,2,2,0
38.78,1672,35.09865,3,5,23,5,True,1,1,1
-8.94,444,35.282136,1,0,8,5,True,0,0,0
9.1,640,35.963366,2,2,8,5,True,0,0,0
13.89,661,36.222047,2,3,8,5,True,0,0,0
24.71,1179,37.161166,2,3,24,5,True,1,1,0
14.11,1039,37.58804,2,2,17,5,True,0,0,0
15.21,629,37.82937,2,2,14,5,True,1,1,0
11.92,758,38.591913,2,2,12,5,True,0,0,0
14.64,886,38.957973,2,2,16,5,True,0,0,0
37.91,1459,40.015706,3,5,20,5,True,1,1,1
12.83,567,40.223631,2,2,11,5,True,0,0,0
10.34,616,40.454891,2,2,9,5,True,0,0,0
19.15,1235,41.36873,2,2,24,5,True,0,0,0
11.37,1413,42.391198,2,2,18,5,True,0,0,0
11.26,1224,42.867865,2,2,16,5,True,0,0,0
-8.88,438,43.479131,1,0,8,5,True,0,0,0
18.68,1282,43.985761,2,2,24,5,True,0,0,0
10.82,668,44.712165,2,2,10,5,True,1,1,0
15.63,987,45.098309,2,2,18,5,True,1,1,0
12.57,593,45.343924,2,2,11,5,True,0,0,0
17.75,675,46.066394,2,3,12,5,True,0,0,0
12.92,658,46.346935,2,2,12,5,True,1,1,0
5.99,451,46.590335,2,2,3,5,True,1,1,0
17.16,1034,47.474011,2,2,20,5,True,2,2,0
15.92,958,47.876707,2,2,18,5,True,0,0,0
25.83,1067,48.830488,2,3,24,5,True,2,2,0
40.93,1357,49.397817,3,5,22,5,True,1,1,1
37.97,1453,50.545226,3,5,20,5,True,1,1,1
20.43,907,50.934577,2,3,17,5,True,0,0,0
8.9,460,51.605514,2,2,6,5,True,1,1,0
59.0,2000,52.900811,3,7,26,4,False,1,1,2
41.66,1684,53.619453,3,5,26,5,True,1,1,1
13.73,877,54.414876,2,2,15,5,True,1,1,0
16.76,674,54.701532,2,3,11,5,True,0,0,0
28.51,1099,55.585477,2,4,22,5,True,0,0,0
14.91,1059,56.008127,2,2,18,5,True,0,0,0
12.95,755,56.745085,2,2,13,5,True,0,0,0
29.46,1104,57.175482,2,3,28,5,True,0,0,0
17.87,963,58.008253,2,2,20,5,True,2,2,0
10.93,557,58.223172,2,2,9,5,True,0,0,0
17.49,1101,58.658708,2,2,21,5,True,1,1,0
24.91,1159,59.549375,2,4,19,5,True,1,1,0
10.92,458,59.745358,2,2,8,5,True,0,0,0
9.8,770,60.537387,2,2,10,5,True,0,0,0
28.85,1265,61.105332,2,4,24,5,True,0,0,0
18.48,1102,62.021324,2,2,22,5,True,1,1,0
8.29,421,62.191586,2,2,5,5,True,1,1,0
22.66,884,62.551263,2,3,19,5,True,0,0,0
26.33,1017,63.413139,2,3,24,5,True,1,1,0
46.2,1430,64.454759,3,5,28,5,True,1,1,1
11.97,653,64.723779,2,2,11,5,True,1,1,0
44.75,1375,65.756362,3,5,26,5,True,2,2,1
47.77,1473,66.350885,3,5,30,5,True,1,1,1
13.73,1277,67.378641,2,2,19,5,True,0,0,0
19.94,756,67.704423,2,2,20,5,True,1,1,0
33.91,1459,68.776746,2,3,36,5,True,0,0,1
10.39,611,69.013286,2,2,9,5,True,0,0,0
24.47,603,69.752811,2,4,13,5,True,0,0,0
18.68,882,70.101196,2,2,20,5,True,0,0,0
25.39,911,70.955486,2,4,17,5,True,0,0,0
24.72,978,71.372669,2,3,22,5,True,0,0,0
23.06,844,71.730578,2,3,19,5,True,0,0,0
15.72,778,72.493265,2,2,16,5,True,1,1,0
20.21,1229,73.012926,2,3,20,5,True,0,0,1
21.56,894,73.812354,2,3,18,5,True,1,1,0
38.97,1453,74.892649,3,5,21,5,True,0,0,1
49.33,1617,75.526741,3,5,33,5,True,0,0,1
30.07,1043,76.417655,2,3,28,5,True,0,0,1
20.84,966,76.769944,2,3,18,5,True,1,1,0
13.01,1149,77.702706,2,2,17,5,True,0,0,0
56.52,1998,78.974808,3,5,44,5,True,1,1,1
47.27,923,79.333118,3,5,24,5,True,0,0,1
56.18,1732,80.469396,3,5,41,5,True,1,1,1
17.69,681,80.721898,2,2,17,5,True,0,0,0
40.94,1456,81.783917,2,4,38,5,True,0,0,1
22.31,1019,82.625032,2,2,25,5,True,2,2,0
12.65,885,82.986165,2,2,14,5,True,0,0,0
21.14,736,83.282688,2,2,21,5,True,0,0,0
-8.85,435,83.906451,1,0,8,5,True,0,0,0
24.77,1273,84.421251,2,2,30,5,True,1,1,0
52.67,1283,85.378543,3,5,33,5,True,1,1,1
36.03,1047,85.777016,2,4,29,5,True,0,0,0
18.14,836,86.569063,2,3,14,5,True,0,0,0
10.98,452,86.755668,2,2,8,5,True,1,1,0
23.04,1146,87.677996,2,3,22,5,True,1,1,0
22.07,743,87.951063,2,4,12,5,True,1,1,0
35.23,1127,88.829234,2,3,34,5,True,0,0,0
25.66,1084,89.228737,2,3,24,5,True,1,1,0
19.72,878,90.038112,2,2,21,5,True,0,0,0
66.46,1704,90.696514,3,5,51,5,True,1,1,1
14.51,899,91.521815,2,2,16,5,True,0,0,0
14.99,651,91.779464,2,2,14,5,True,0,0,0
17.53,897,92.612653,2,3,14,5,True,0,0,0
12.2,630,92.843722,2,2,11,5,True,0,0,0
64.71,1679,93.946116,3,5,49,5,True,1,1,1
16.01,749,94.257306,2,2,16,5,True,0,0,0
68.47,1803,95.509226,3,5,54,5,True,0,0,1
25.49,1001,95.896756,2,3,23,5,True,0,0,0
16.72,778,96.671818,2,2,17,5,True,1,1,0
55.12,1538,97.759029,3,5,38,5,True,2,2,1
23.05,1045,98.196543,2,2,26,5,True,1,1,0
24.42,808,98.531115,2,2,25,5,True,0,0,0
34.06,1244,99.512396,2,4,29,5,True,1,1,1
17.59,691,99.796801,2,2,17,5,True,0,0,0
31.12,1038,100.681541,2,4,24,5,True,0,0,1
39.93,957,101.067999,3,5,17,5,True,0,0,1
17.39,611,101.770114,2,3,11,5,True,0,0,0
19.63,887,102.13904,2,3,16,5,True,0,0,0
24.35,1015,102.994777,2,3,22,5,True,0,0,0
51.15,1235,103.479988,3,5,31,5,True,1,1,1
12.53,1197,104.413378,2,2,17,5,True,1,1,0
39.65,1285,104.93868,2,4,35,5,True,2,2,0
20.05,845,105.706413,2,2,21,5,True,1,1,0
17.72,778,106.025672,2,2,18,5,True,0,0,0
9.86,464,106.218795,2,2,7,5,True,0,0,0
24.96,854,107.043934,2,3,21,5,True,0,0,1
19.94,956,107.462704,2,2,22,5,True,0,0,0
18.13,637,108.160257,2,2,17,5,True,1,1,0
15.53,697,108.444734,2,2,15,5,True,0,0,0
22.08,842,108.752893,2,2,23,5,True,0,0,0
53.76,1574,109.939727,3,5,37,5,True,0,0,1
27.51,999,110.796999,2,3,25,5,True,0,0,0
32.36,1114,111.221358,2,3,31,5,True,1,1,0
26.52,1098,112.154385,2,2,30,5,True,0,0,0
65.21,1729,113.314547,3,5,50,5,True,0,0,1
13.44,706,113.611081,2,2,13,5,True,0,0,0
52.21,1729,114.72288,3,5,37,5,True,1,1,1
47.92,958,115.085214,3,5,25,5,True,0,0,1
47.05,1445,116.113344,2,5,39,5,True,2,2,0
66.12,1938,117.359574,3,5,53,5,True,2,2,1
20.49,1101,117.780804,2,2,24,5,True,1,1,0
12.46,604,118.477287,2,2,11,5,True,1,1,0
89.5,2000,119.746673,3,6,60,1,False,0,0,1
24.05,1045,120.167706,2,2,27,5,True,1,1,0
29.96,954,120.982364,2,4,22,5,True,0,0,0
93.53,1997,122.24784,3,7,71,5,True,2,2,1
20.98,652,122.497046,2,2,20,5,True,0,0,0
17.69,1081,122.925888,2,2,21,5,True,0,0,0
25.32,918,123.768373,2,3,22,5,True,0,0,0
68.47,1803,124.985211,3,5,54,5,True,0,0,1
44.14,1736,126.120087,2,3,49,5,True,0,0,0
60.72,1678,126.792164,3,5,45,5,True,2,2,1
19.05,1345,127.76111,2,2,25,5,True,2,2,0
26.01,849,128.510951,2,3,22,5,True,0,0,1
15.88,662,128.768275,2,2,15,5,True,0,0,0
34.5,1000,129.1536,2,4,27,5,True,0,0,0
95.0,2000,130.427136,3,5,72,4,False,1,1,1
26.23,827,131.214407,2,2,27,5,True,0,0,0
54.57,1093,131.654494,3,5,33,5,True,0,0,1
-1.74,524,132.312002,1,1,11,5,True,0,0,0
28.39,1111,132.75629,2,2,32,5,True,0,0,0
31.45,905,133.108498,2,3,28,5,True,1,1,0
18.76,774,133.843399,2,2,19,5,True,0,0,0
65.39,1711,135.03795,3,5,50,5,True,0,0,1
12.41,609,135.296073,2,2,11,5,True,1,1,0
19.73,1677,136.429522,2,2,29,5,True,0,0,0
28.75,1175,136.877864,2,2,33,5,True,1,1,0
60.77,1173,137.779805,3,5,40,5,True,1,1,1
17.72,678,138.062691,2,2,17,5,True,0,0,0
20.16,834,138.881453,2,2,21,5,True,0,0,0
19.09,841,139.290887,2,2,20,5,True,0,0,1
46.17,1433,140.332983,2,4,43,5,True,0,0,0
28.94,856,140.650499,2,4,20,5,True,0,0,0
20.01,649,141.337394,2,3,14,5,True,0,0,0
31.37,1313,141.85672,2,3,32,5,True,0,0,1
24.11,939,142.666699,2,2,26,5,True,0,0,0
58.89,1461,143.25241,3,5,41,5,True,0,0,1
15.58,692,143.962453,2,2,15,5,True,1,1,0
46.44,1406,144.540537,2,3,48,5,True,0,0,0
36.77,1673,145.689746,2,3,41,5,True,0,0,1
12.61,489,145.882101,2,2,10,5,True,0,0,0
11.21,429,146.503526,2,2,8,5,True,0,0,0
72.61,1589,147.121469,3,5,56,5,True,0,0,1
39.84,1166,147.989168,2,3,39,5,True,1,1,1
12.81,469,148.16655,2,2,10,5,True,0,0,0
36.03,1047,149.034651,2,4,29,5,True,0,0,0
17.09,741,149.307688,2,2,17,5,True,0,0,0
22.3,920,150.145856,2,3,19,5,True,0,0,0
13.63,587,150.384977,2,2,12,5,True,0,0,0
45.7,980,150.772218,3,5,23,5,True,0,0,1
69.37,1813,151.957065,3,5,55,5,True,1,1,1
25.86,864,152.755422,2,2,27,5,True,0,0,0
13.9,560,152.975519,2,2,12,5,True,0,0,0
14.52,598,153.216514,2,2,13,5,True,0,0,0
10.47,503,153.402749,2,2,8,5,True,0,0,0
101.0,2000,154.663348,3,6,73,4,False,0,0,1
15.86,664,155.372288,2,2,15,5,True,0,0,0
23.63,787,155.661515,2,2,24,5,True,0,0,0
4.96,754,155.957524,1,1,20,5,True,0,0,0
