#{"t_start": 1789115085.501062, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
-13.08,158,0.360962,1,0,1,5,True,0,0,0
-13.66,316,0.476462,1,0,2,5,True,0,0,0
-14.63,213,0.553961,1,0,0,5,True,0,0,0
-10.67,217,0.632131,1,0,4,5,True,0,0,0
-13.96,146,0.685784,1,0,0,5,True,0,0,0
-12.86,136,0.73599,1,0,1,5,True,0,0,0
-12.98,148,0.789853,1,0,1,5,True,0,0,0
-12.43,193,0.86095,1,0,2,5,True,0,0,0
-13.04,154,0.916719,1,0,1,5,True,0,0,0
-14.54,204,0.989057,1,0,0,5,True,0,0,0
-13.34,184,1.508424,1,0,1,5,True,0,0,0
-13.88,338,1.633314,1,0,2,5,True,0,0,0
-14.99,249,1.734844,1,0,0,5,True,0,0,0
-10.12,262,1.822029,1,0,5,5,True,0,0,0
-12.62,412,1.960817,1,0,4,5,True,0,0,0
-9.18,568,2.163562,1,0,9,5,True,0,0,0
-13.04,354,2.722869,1,0,3,5,True,0,0,0
-10.78,328,2.842881,1,0,5,5,True,0,0,0
-11.68,318,2.960967,1,0,4,5,True,0,0,0
-14.59,309,3.075406,1,0,1,5,True,0,0,0
-12.53,203,3.150573,1,0,2,5,True,0,0,0
-14.44,194,3.222779,1,0,0,5,True,0,0,0
-13.27,177,3.286114,1,0,1,5,True,0,0,0
-12.8,230,3.371995,1,0,2,5,True,0,0,0
-6.09,559,4.017308,1,1,7,5,True,0,0,0
-8.59,409,4.168709,1,0,8,5,True,0,0,0
-8.89,539,4.370005,1,0,9,5,True,0,0,0
-13.55,305,4.483561,1,0,2,5,True,0,0,0
-13.58,108,4.523978,1,0,0,5,True,0,0,0
-9.19,569,5.183219,1,0,9,5,True,0,0,0
-11.66,516,5.377373,1,0,6,5,True,0,0,0
-11.17,467,5.551843,1,0,6,5,True,0,0,0
-11.29,479,5.744858,1,0,6,5,True,0,0,0
-12.86,136,5.79074,1,0,1,5,True,0,0,0
-13.97,147,6.268978,1,0,0,5,True,0,0,0
-8.62,712,6.538167,1,0,11,5,True,0,0,0
-11.14,364,6.670759,1,0,5,5,True,0,0,0
-0.89,1039,7.504849,1,0,22,5,True,0,0,0
-10.22,772,7.797048,1,0,10,5,True,0,0,0
8.76,474,7.983419,2,2,6,5,True,0,0,0
-12.06,456,8.155583,1,0,5,5,True,0,0,0
-12.91,341,8.728353,1,0,3,5,True,0,0,0
-1.49,699,8.987123,1,1,13,5,True,0,0,0
7.54,696,9.265642,2,2,7,5,True,1,1,0
-12.33,383,9.415388,1,0,4,5,True,0,0,0
-6.41,891,10.201954,1,0,15,5,True,0,0,0
-5.75,725,10.467837,1,0,14,5,True,0,0,0
7.63,1187,11.357058,2,2,12,5,True,1,1,0
-9.97,647,11.607945,1,0,9,5,True,0,0,0
-9.75,525,11.811073,1,0,8,5,True,0,0,0
-3.15,765,12.533216,1,1,12,5,True,1,1,0
-9.85,535,12.737884,1,0,8,5,True,0,0,0
-6.99,549,12.947893,1,0,11,5,True,0,0,0
-7.85,635,13.626015,1,0,11,5,True,0,0,0
-0.7,820,13.943308,1,1,15,5,True,0,0,0
1.0,1450,14.948063,1,1,23,5,True,0,0,0
7.8,570,15.164294,2,2,6,5,True,1,1,0
