#{"t_start": 1789118909.695733, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-12.45,195,0.418047,1,0,2,5,True
-12.82,232,0.501335,1,0,2,5,True
-14.03,153,0.551787,1,0,0,5,True
-13.12,162,0.606565,1,0,1,5,True
-14.08,158,0.661102,1,0,0,5,True
-11.8,330,0.776547,1,0,4,5,True
-8.19,369,0.937572,1,0,8,5,True
-13.24,174,1.001258,1,0,1,5,True
-14.1,160,1.057278,1,0,0,5,True
-13.13,163,1.582107,1,0,1,5,True
-13.59,209,1.653341,1,0,1,5,True
-11.93,343,1.768325,1,0,4,5,True
-13.98,148,1.82026,1,0,0,5,True
-11.69,419,1.965502,1,0,5,5,True
-13.84,134,2.010503,1,0,0,5,True
-15.42,292,2.115671,1,0,0,5,True
-14.19,169,2.170661,1,0,0,5,True
-12.16,366,2.689139,1,0,4,5,True
-14.93,243,2.775507,1,0,0,5,True
-13.0,250,2.862526,1,0,2,5,True
-14.84,234,2.94345,1,0,0,5,True
-14.46,296,3.048881,1,0,1,5,True
-12.0,250,3.13707,1,0,3,5,True
-11.63,313,3.245756,1,0,4,5,True
-12.75,225,3.325682,1,0,2,5,True
-14.05,155,3.379905,1,0,0,5,True
-10.65,515,3.9855,1,0,7,5,True
-13.89,439,4.132883,1,0,3,5,True
-12.17,667,4.37366,1,0,7,5,True
-11.44,294,4.480155,1,0,4,5,True
-10.55,705,5.140763,1,0,9,5,True
-15.03,453,5.293368,1,0,2,5,True
-11.34,584,5.496132,1,0,7,5,True
-11.35,585,6.118632,1,0,7,5,True
-5.61,811,6.40993,1,1,10,5,True
-8.18,568,6.605296,1,0,10,5,True
-10.36,686,7.248141,1,0,9,5,True
4.41,809,7.556587,2,2,5,5,True
-13.18,568,7.763066,1,0,5,5,True
