#{"t_start": 1789251394.613672, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-19.88,788,0.712004,1,0,3,10,True
-20.06,806,0.99286,1,0,3,10,True
-17.27,227,1.068125,1,0,0,10,True
0.09,1591,2.058069,2,2,11,10,True
-14.49,949,2.825075,1,1,5,10,True
-15.19,819,3.126082,1,0,8,10,True
-18.55,1355,4.093823,1,1,5,10,True
-5.5,2000,5.253323,1,1,14,9,False
9.5,2000,6.385106,1,1,28,7,False
28.5,2000,7.531653,2,4,23,9,False
49.5,2000,8.731523,2,4,44,9,False
63.5,2000,9.904289,3,5,40,3,False
13.04,696,10.163905,2,4,5,10,True
95.5,2000,11.297803,4,10,39,7,False
42.15,1585,12.291739,3,6,23,10,True
13.27,873,12.592384,2,3,12,10,True
56.01,1299,13.460294,3,8,24,10,True
74.47,1653,14.481371,4,9,31,10,True
70.2,1580,15.07479,4,9,26,10,True
40.13,987,15.858583,3,6,15,10,True
42.26,974,16.200771,3,6,17,10,True
97.5,2000,17.406249,4,12,31,7,False
132.5,2000,18.613075,5,16,35,5,False
15.96,604,19.244397,2,4,7,10,True
156.5,2000,19.983544,6,18,38,3,False
181.0,2000,21.143958,7,21,37,2,False
153.0,2000,22.301669,6,17,42,8,False
7.72,428,22.880472,2,3,2,10,True
44.45,955,23.233558,3,7,14,10,True
132.64,1636,24.274901,6,17,29,10,True
66.65,1035,24.655352,4,9,17,10,True
183.0,2000,25.800826,7,22,37,8,False
178.5,2000,26.944695,7,22,32,7,False
148.5,2000,28.095447,6,18,33,9,False
133.75,1725,29.139686,6,18,26,10,True
195.0,2000,30.267469,7,24,38,6,False
175.5,2000,31.432572,7,23,25,9,False
174.5,2000,32.589751,7,21,33,7,False
133.78,1622,33.614793,6,18,25,10,True
221.5,2000,34.721326,8,28,34,5,False
232.0,2000,35.825633,9,29,30,6,False
165.18,1582,36.77612,7,22,26,10,True
215.5,2000,37.900604,8,28,29,7,False
245.5,2000,39.039921,9,30,36,1,False
236.5,2000,40.172295,9,29,35,7,False
186.43,1657,40.792013,8,25,23,10,True
218.0,2000,41.936535,8,28,30,4,False
247.0,2000,43.060522,9,32,29,4,False
159.98,1402,43.983784,7,22,19,10,True
230.0,2000,45.140778,9,29,28,6,False
273.0,2000,46.294017,10,36,27,8,False
272.5,2000,47.436453,10,35,30,5,False
290.5,2000,48.59593,11,37,27,3,False
257.5,2000,49.76664,10,34,22,9,False
288.0,2000,50.917023,11,37,27,8,False
194.99,1601,51.929907,8,27,21,10,True
291.0,2000,53.081974,11,37,29,6,False
266.0,2000,54.196685,10,34,27,2,False
264.5,2000,55.272638,10,34,29,9,False
293.0,2000,56.373387,11,38,23,0,False
296.5,2000,57.483749,11,39,24,5,False
292.5,2000,58.566652,11,38,24,3,False
293.5,2000,59.262383,11,38,26,5,False
306.0,2000,60.392353,11,40,28,4,False
316.5,2000,61.504391,12,41,24,5,False
318.5,2000,62.623075,12,41,25,3,False
329.5,2000,63.756002,12,43,27,5,False
318.0,2000,64.872369,12,41,25,4,False
328.5,2000,66.036111,12,43,24,1,False
332.0,2000,67.197683,12,44,22,0,False
328.5,2000,68.336949,12,44,21,5,False
318.0,2000,69.443691,12,41,26,6,False
331.5,2000,70.583766,12,44,24,5,False
318.5,2000,71.748205,12,42,19,1,False
330.5,2000,72.859981,12,44,25,9,False
324.5,2000,74.014466,12,43,22,5,False
345.5,2000,75.1178,13,45,23,5,False
333.0,2000,76.232957,12,44,26,6,False
321.0,2000,77.369568,12,42,23,4,False
325.5,2000,78.523202,12,43,22,3,False
326.0,2000,79.671349,12,44,19,6,False
348.5,2000,80.799339,13,45,24,1,False
345.5,2000,81.924822,13,45,22,3,False
327.0,2000,83.088826,12,42,28,2,False
327.0,2000,84.248025,12,43,23,2,False
357.5,2000,85.381918,13,47,24,3,False
360.5,2000,86.52376,13,48,21,1,False
325.5,2000,87.679199,12,43,24,7,False
347.0,2000,88.789667,13,45,24,4,False
319.0,2000,89.910381,12,41,27,6,False
346.5,2000,91.002347,13,46,19,5,False
348.0,2000,92.142108,13,45,27,8,False
344.5,2000,93.29381,13,45,22,5,False
370.5,2000,94.453132,14,49,20,9,False
358.0,2000,95.557088,13,47,25,4,False
288.07,1793,96.609901,11,40,21,10,True
341.5,2000,97.746256,13,45,21,9,False
349.5,2000,98.882544,13,46,21,3,False
351.0,2000,100.017198,13,47,19,6,False
345.0,2000,101.16271,13,45,22,4,False
348.0,2000,101.869428,13,46,21,6,False
359.5,2000,102.995464,13,48,21,3,False
303.0,2000,104.133241,11,40,25,4,False
332.0,2000,105.235902,12,44,24,4,False
379.0,2000,106.373707,14,49,25,2,False
342.0,2000,107.496429,13,45,19,4,False
345.0,2000,108.626402,13,45,21,2,False
286.08,1692,109.635444,11,40,18,10,True
332.5,2000,110.779314,12,44,25,5,False
358.5,2000,111.92204,13,48,21,5,False
378.0,2000,113.036375,14,50,20,4,False
