#{"t_start": 1789251394.614018, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-23.39,1839,1.074099,1,0,10,10,True
-19.47,447,1.658316,1,0,0,10,True
-11.5,2000,2.798207,1,1,7,7,False
-8.5,2000,3.999275,1,1,9,5,False
-2.58,1758,4.654207,2,2,10,10,True
28.0,2000,5.789218,2,2,31,6,False
28.19,1981,6.919967,2,4,33,10,True
21.34,1866,8.060248,2,3,30,10,True
33.94,1806,9.159857,3,5,22,10,True
38.88,1412,10.120402,3,5,23,10,True
85.5,2000,11.25667,4,9,35,9,False
69.53,1447,12.200683,4,10,19,10,True
4.88,512,12.378332,2,2,5,10,True
92.0,2000,13.490844,4,10,36,8,False
56.27,1573,14.481028,3,7,32,10,True
69.54,1446,15.021634,4,9,24,10,True
73.01,1699,16.059271,4,9,30,10,True
129.0,2000,17.255597,5,15,37,6,False
149.5,2000,18.466961,6,18,30,1,False
86.5,1850,19.560386,4,12,30,10,True
135.91,1809,20.646379,6,17,34,10,True
161.0,2000,21.800523,6,20,32,2,False
131.0,2000,22.961715,5,16,33,4,False
181.5,2000,24.138713,7,22,35,7,False
36.64,836,24.458356,3,6,10,10,True
133.89,1511,25.427366,6,18,24,10,True
187.5,2000,26.571662,7,24,32,9,False
168.56,1944,27.688769,7,22,33,10,True
186.38,1862,28.798876,8,25,25,10,True
190.0,2000,29.929978,7,24,32,4,False
189.5,2000,31.074865,7,23,37,5,False
211.5,2000,32.232512,8,26,35,7,False
184.0,2000,33.400038,7,23,33,8,False
204.0,2000,34.519362,8,25,33,8,False
209.0,2000,35.613609,8,25,36,4,False
176.44,1856,36.249346,7,24,30,10,True
232.5,2000,37.366822,9,29,32,9,False
242.0,2000,38.491246,9,30,34,4,False
60.8,720,39.176156,4,9,8,10,True
241.0,2000,40.325533,9,31,30,8,False
263.5,2000,41.477568,10,34,28,9,False
237.5,2000,42.621845,9,30,30,5,False
259.0,2000,43.756873,10,34,22,6,False
288.0,2000,44.888737,11,37,25,4,False
239.0,2000,46.045329,9,30,33,8,False
292.0,2000,47.189944,11,37,28,2,False
274.5,2000,48.349188,10,36,26,3,False
245.0,2000,49.526876,9,32,28,6,False
289.0,2000,50.676889,11,37,24,0,False
274.5,2000,51.833532,10,35,30,1,False
268.0,2000,52.986854,10,33,34,2,False
264.0,2000,53.679848,10,34,27,6,False
294.5,2000,54.774506,11,37,32,5,False
320.0,2000,55.866251,12,41,25,0,False
297.0,2000,56.983792,11,39,24,4,False
296.5,2000,58.067125,11,37,34,5,False
313.5,2000,59.17737,12,41,21,5,False
296.5,2000,60.299522,11,38,27,1,False
318.0,2000,61.413645,12,42,20,4,False
307.5,2000,62.527584,11,40,30,5,False
320.5,2000,63.666788,12,41,27,3,False
320.5,2000,64.78053,12,41,26,1,False
303.0,2000,65.939787,11,40,26,6,False
330.0,2000,67.101622,12,43,27,4,False
324.5,2000,68.248789,12,43,23,7,False
321.5,2000,69.353748,12,42,23,3,False
344.5,2000,70.489008,13,45,24,9,False
319.5,2000,71.654188,12,43,17,5,False
330.0,2000,72.773073,12,43,26,2,False
294.0,2000,73.919474,11,39,23,8,False
319.0,2000,75.03112,12,42,22,6,False
332.5,2000,76.138995,12,44,23,1,False
226.13,1487,77.088091,9,32,16,10,True
367.5,2000,78.234701,14,49,17,9,False
346.5,2000,79.394798,13,45,23,3,False
318.0,2000,80.536474,12,42,20,4,False
330.5,2000,81.646106,12,44,22,3,False
358.5,2000,82.804127,13,48,20,3,False
346.0,2000,83.959858,13,45,22,2,False
317.0,2000,85.091471,12,42,19,4,False
371.0,2000,86.24839,14,49,18,4,False
319.0,2000,87.390803,12,42,23,8,False
327.02,1898,88.073062,13,45,16,10,True
315.0,2000,89.179438,12,41,23,6,False
328.0,2000,90.297553,12,44,21,6,False
322.5,2000,91.415421,12,42,24,3,False
354.5,2000,92.55133,13,47,21,3,False
357.5,2000,93.690948,13,48,18,1,False
345.0,2000,94.824125,13,45,23,6,False
343.0,2000,95.950463,13,45,19,2,False
353.0,2000,97.093302,13,46,24,2,False
350.0,2000,98.224513,13,46,21,2,False
329.0,2000,99.367033,12,44,23,8,False
378.0,2000,100.499613,14,49,24,2,False
357.5,2000,101.646959,13,47,23,1,False
351.0,2000,102.777676,13,46,22,2,False
381.5,2000,103.866485,14,51,18,3,False
353.0,2000,104.998765,13,46,25,4,False
347.0,2000,106.136081,13,45,23,2,False
362.0,2000,107.255891,13,48,24,4,False
358.0,2000,108.383883,13,47,23,0,False
344.5,2000,109.514774,13,45,22,5,False
350.5,2000,110.646899,13,46,24,7,False
347.0,2000,111.808851,13,45,25,6,False
353.5,2000,112.910769,13,47,21,5,False
