#{"t_start": 1789251394.611489, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-21.77,777,0.710003,1,0,1,10,True
-21.37,637,0.933659,1,0,0,10,True
-22.35,1635,1.930954,1,1,4,10,True
-14.55,555,2.127867,1,0,6,10,True
-17.52,252,2.22401,1,0,0,10,True
8.0,2000,3.384587,2,2,11,6,False
11.88,1612,4.443663,2,3,18,10,True
18.5,2000,5.586877,2,2,20,3,False
9.54,1346,6.486369,2,3,13,10,True
2.64,1236,6.931336,2,2,10,10,True
54.5,2000,8.123544,3,7,23,7,False
14.64,1336,9.036119,2,3,18,10,True
34.88,1412,10.007806,3,5,19,10,True
70.0,2000,11.145518,3,7,37,4,False
54.0,2000,12.287175,3,5,33,8,False
93.04,1996,13.395363,4,12,38,10,True
84.67,1533,13.944079,4,11,30,10,True
79.93,1807,15.041455,4,9,38,10,True
82.28,1772,16.106402,4,9,40,10,True
158.0,2000,17.303233,6,19,36,6,False
118.5,2000,18.514729,5,13,35,3,False
149.0,2000,19.649641,6,17,37,6,False
111.67,1733,20.719239,5,15,29,10,True
119.86,1614,21.733639,5,16,31,10,True
112.78,1522,22.299514,5,15,28,10,True
83.4,1260,23.183051,4,12,21,10,True
137.56,1844,24.305398,6,18,31,10,True
137.97,1703,25.350188,6,18,30,10,True
116.74,1526,26.317913,5,16,27,10,True
137.04,1796,26.972178,6,17,35,10,True
78.53,1147,27.814011,4,12,15,10,True
184.0,2000,28.965512,7,23,31,4,False
135.03,1597,29.949116,6,19,21,10,True
175.5,2000,31.09607,7,21,35,9,False
204.5,2000,32.251524,8,25,32,5,False
167.64,1936,33.396975,7,22,32,10,True
165.76,1924,34.490129,7,22,30,10,True
193.0,2000,35.583991,7,24,34,2,False
97.83,1017,35.942832,5,14,13,10,True
243.0,2000,37.044636,9,31,31,6,False
202.86,1914,38.144202,8,28,27,10,True
238.5,2000,39.270089,9,30,31,5,False
236.5,2000,40.427344,9,30,29,5,False
262.5,2000,41.576097,10,34,26,7,False
194.15,1885,42.675259,8,26,28,10,True
242.0,2000,43.811129,9,31,31,8,False
261.0,2000,44.958013,10,33,29,6,False
269.0,2000,46.103987,10,34,32,6,False
290.0,2000,47.251087,11,37,27,4,False
213.93,1607,47.848165,9,29,20,10,True
278.0,2000,49.026622,10,36,29,2,False
270.0,2000,50.172859,10,35,27,4,False
293.5,2000,51.331515,11,37,30,3,False
292.5,2000,52.487674,11,38,26,7,False
296.0,2000,53.601415,11,38,28,4,False
298.5,2000,54.696622,11,39,26,5,False
297.0,2000,55.781247,11,39,24,4,False
319.0,2000,56.901312,12,41,27,6,False
275.5,2000,57.988246,10,36,27,3,False
320.5,2000,59.095989,12,41,27,3,False
303.5,2000,60.210813,11,40,27,7,False
316.5,2000,61.334045,12,41,25,7,False
298.0,2000,62.446698,11,39,24,2,False
258.81,1719,63.488156,10,36,21,10,True
293.5,2000,64.602363,11,38,26,5,False
332.5,2000,65.747357,12,44,23,1,False
301.5,2000,66.906641,11,39,29,5,False
276.58,1742,67.972887,11,38,19,10,True
325.5,2000,69.093292,12,42,29,7,False
325.0,2000,70.214935,12,42,27,4,False
324.0,2000,71.362779,12,43,21,4,False
286.59,1841,72.468036,11,40,20,10,True
348.5,2000,73.584015,13,46,22,7,False
359.5,2000,74.711012,13,48,21,3,False
165.94,1206,75.123686,7,24,13,10,True
351.5,2000,76.238883,13,47,18,3,False
327.0,2000,77.375244,12,43,25,6,False
343.0,2000,78.52951,13,45,19,2,False
345.0,2000,79.677094,13,45,23,6,False
331.0,2000,80.805143,12,44,24,6,False
326.5,2000,81.930793,12,43,23,3,False
353.0,2000,83.095029,13,47,20,4,False
284.8,1820,84.19327,11,39,23,10,True
331.5,2000,85.321642,12,44,22,1,False
353.5,2000,86.467531,13,47,19,1,False
349.5,2000,87.619438,13,45,25,1,False
361.0,2000,88.732386,13,48,22,2,False
360.0,2000,89.84922,13,47,25,0,False
320.5,2000,90.949802,12,43,20,9,False
347.0,2000,92.085521,13,46,20,6,False
327.0,2000,93.232872,12,43,25,6,False
351.5,2000,94.373,13,46,22,1,False
287.06,1694,95.381114,11,40,19,10,True
347.0,2000,96.086984,13,47,15,6,False
325.0,2000,97.232174,12,43,22,4,False
353.5,2000,98.369746,13,47,21,5,False
351.0,2000,99.500983,13,46,24,6,False
353.0,2000,100.647596,13,46,24,2,False
319.0,2000,101.782678,12,41,28,8,False
350.0,2000,102.910324,13,46,23,6,False
324.5,2000,104.039135,12,43,21,3,False
351.5,2000,105.14237,13,46,24,5,False
360.5,2000,106.279357,13,48,22,3,False
353.5,2000,107.396016,13,47,19,1,False
387.5,2000,108.533343,14,52,18,1,False
357.0,2000,109.650486,13,47,25,6,False
329.0,2000,110.796274,12,43,25,2,False
350.0,2000,111.936698,13,46,21,2,False
359.0,2000,113.051608,13,48,21,4,False
