#{"t_start": 1789207838.205676, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-11.085887,504,0.4969,1,1,4,10,True
-16.212581,1116,0.906138,1,1,5,10,True
-18.235642,320,1.020369,1,0,0,10,True
-10.752338,1369,1.976245,1,1,13,10,True
-10.160023,612,2.190705,1,1,6,10,True
2.414239,854,2.949012,2,2,6,10,True
-11.792271,576,3.166266,1,0,9,10,True
15.139053,1280,4.142527,2,2,23,10,True
10.522612,1042,4.575098,2,2,16,10,True
52.41384,2000,5.82033,2,4,47,9,False
24.677093,1027,6.651171,2,4,20,10,True
-9.44086,340,6.793536,1,0,9,10,True
49.252836,1067,7.194102,3,7,20,10,True
25.914981,1003,7.986076,2,2,31,10,True
96.887309,1701,9.094708,4,9,54,10,True
17.868279,706,9.353911,2,3,15,10,True
92.616611,1923,10.47666,4,10,47,10,True
10.039352,491,10.658598,2,2,10,10,True
82.676655,924,11.443248,4,9,32,10,True
46.974044,995,11.846003,3,5,27,10,True
137.691674,1720,12.91575,5,13,65,10,True
50.15426,878,13.264051,3,6,24,10,True
139.134971,1872,14.410923,5,15,58,10,True
106.413129,1547,15.446522,4,11,52,10,True
212.869024,2000,16.681218,7,22,66,6,False
101.038427,1385,17.637233,4,11,45,10,True
92.14109,1078,18.052059,4,10,38,10,True
111.040352,1286,18.978275,5,13,34,10,True
156.945335,1890,20.093471,6,17,56,10,True
167.989643,1789,21.190603,6,19,56,10,True
153.176719,1567,21.810402,6,19,39,10,True
156.970449,1494,22.788122,6,18,47,10,True
130.167107,1671,23.824717,5,13,57,10,True
254.298426,2000,25.020974,8,28,67,5,False
198.598653,1825,26.110776,7,24,52,10,True
237.322295,2000,27.293894,8,26,61,7,False
200.871634,1899,28.437366,7,22,65,10,True
225.779146,1907,29.603841,8,27,55,10,True
