#{"t_start": 1789207838.206017, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-11.98871,995,0.679006,1,0,13,10,True
-18.788128,376,0.818087,1,0,0,10,True
-9.32592,1527,1.830965,1,1,16,10,True
-12.427545,639,2.056962,1,1,4,10,True
-10.184297,515,2.238282,1,1,5,10,True
4.178546,1077,3.083383,2,2,10,10,True
28.408037,2000,4.351871,2,3,28,9,False
25.262384,1463,5.404568,2,3,30,10,True
7.750277,422,5.568678,2,3,2,10,True
14.762638,719,5.843579,2,2,17,10,True
-5.439113,639,6.500909,1,1,11,10,True
-6.080711,504,6.728789,1,1,9,10,True
57.293226,1761,7.823336,3,5,45,10,True
44.423928,950,8.170254,3,6,19,10,True
13.426977,751,8.902047,2,2,16,10,True
10.143325,481,9.09745,2,2,10,10,True
40.855972,1103,9.505335,3,5,22,10,True
100.606203,1626,10.514307,4,11,47,10,True
38.820431,713,10.790902,3,5,16,10,True
90.459256,1445,11.7879,4,9,45,10,True
98.383388,1747,12.868099,4,9,56,10,True
105.105215,1873,14.025349,4,11,54,10,True
101.86712,1303,14.967265,4,11,45,10,True
170.010389,1685,15.624889,6,19,57,10,True
163.673833,1819,16.792869,6,20,47,10,True
38.451307,549,17.432705,3,6,9,10,True
77.951598,1096,17.858351,4,9,29,10,True
45.707135,724,18.1151,3,6,18,10,True
166.188113,1766,19.222301,6,19,54,10,True
185.027826,1587,20.22754,7,21,51,10,True
167.228108,1665,21.278385,6,20,49,10,True
82.309225,961,21.654498,4,11,22,10,True
224.798685,2000,22.836628,7,24,69,8,False
153.575403,1431,23.778417,6,19,38,10,True
81.752241,818,24.079826,4,10,25,10,True
164.756538,1513,25.099131,6,18,55,10,True
241.34574,2000,26.263664,8,26,64,5,False
291.824203,2000,27.455633,10,33,58,2,False
207.082871,1778,28.543527,7,24,60,10,True
162.526114,1237,29.46147,6,20,40,10,True
227.676465,1719,30.102083,8,27,55,10,True
