#{"t_start": 1789207838.204119, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-18.74264,470,0.485404,1,0,1,10,True
-17.581553,455,0.654549,1,0,2,10,True
-25.123962,1009,1.019886,1,0,0,10,True
-16.00688,597,1.692441,1,0,5,10,True
-18.021338,299,1.804268,1,0,0,10,True
-21.231792,620,2.028935,1,0,0,10,True
-15.797881,576,2.230341,1,0,5,10,True
-10.142719,610,2.900204,1,1,6,10,True
-13.277542,823,3.211991,1,0,10,10,True
-7.597414,956,4.051663,1,1,12,10,True
8.138806,881,4.424382,2,2,12,10,True
20.879496,1206,5.365369,2,3,23,10,True
10.696959,1023,5.766809,2,2,16,10,True
55.570457,1435,6.763951,3,6,35,10,True
20.401542,953,7.122138,2,2,25,10,True
36.843294,811,7.854684,3,5,15,10,True
62.102995,1083,8.258585,3,7,33,10,True
30.806737,1013,9.099733,2,4,26,10,True
18.467719,1045,9.487865,2,2,24,10,True
49.052149,985,10.266464,3,6,24,10,True
21.91338,603,10.482959,2,4,13,10,True
53.640239,829,10.799818,3,6,27,10,True
75.530955,1041,11.63633,4,9,26,10,True
137.58015,1925,12.797631,5,14,62,10,True
109.314253,1459,13.779204,4,12,49,10,True
98.058653,1482,14.361312,4,9,53,10,True
116.798604,1312,15.298411,5,14,35,10,True
101.466486,1239,16.219078,4,12,39,10,True
82.329464,1058,16.652173,4,10,28,10,True
178.840703,2000,17.87018,6,17,67,6,False
43.304818,664,18.101987,3,6,15,10,True
137.929054,1792,19.218918,5,16,51,10,True
202.318575,2000,20.378407,7,21,62,9,False
202.352158,2000,21.563038,7,22,57,9,False
134.580552,1428,22.542689,5,16,44,10,True
190.304997,1558,23.542043,7,22,51,10,True
220.839438,2000,24.701078,7,22,73,4,False
249.346523,2000,25.892419,8,28,63,7,False
196.777869,1908,27.037671,7,23,56,10,True
180.210611,1566,27.635972,7,21,46,10,True
145.78729,1309,28.546261,6,17,39,10,True
87.8537,808,28.864824,4,12,21,10,True
155.682735,1420,29.831835,6,18,45,10,True
