#{"t_start": 1789147787.378579, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.07,257,0.41975,1,0,1,5,True
-14.04,254,0.50558,1,0,1,5,True
-12.88,238,0.58664,1,0,2,5,True
-14.67,217,0.663538,1,0,0,5,True
-13.44,194,0.729869,1,0,1,5,True
-12.36,186,0.797736,1,0,2,5,True
-11.09,259,0.886948,1,0,4,5,True
-11.66,216,0.957524,1,0,3,5,True
-14.56,206,1.033172,1,0,0,5,True
-13.81,231,1.538782,1,0,1,5,True
-9.52,402,1.675208,1,0,7,5,True
-13.46,196,1.744152,1,0,1,5,True
-13.99,249,1.828051,1,0,1,5,True
-10.5,500,2.009175,1,0,7,5,True
-9.81,331,2.130626,1,0,6,5,True
-11.33,383,2.681498,1,0,5,5,True
-13.29,179,2.747986,1,0,1,5,True
-8.66,516,2.932546,1,0,9,5,True
-12.86,436,3.094944,1,0,4,5,True
-8.38,488,3.272157,1,0,9,5,True
-10.29,279,3.795401,1,0,5,5,True
-13.95,445,3.98696,1,0,3,5,True
-14.59,409,4.136799,1,0,2,5,True
-14.05,155,4.189258,1,0,0,5,True
-9.79,329,4.308922,1,0,6,5,True
-12.76,326,4.427712,1,0,3,5,True
-13.78,228,4.510069,1,0,1,5,True
-13.35,385,5.057881,1,0,3,5,True
-11.57,307,5.160231,1,0,4,5,True
-1.87,1337,5.648637,1,1,19,5,True
-14.65,315,6.170557,1,0,1,5,True
-8.52,802,6.462747,1,0,12,5,True
-11.22,372,6.598643,1,0,5,5,True
-14.7,220,6.679745,1,0,0,5,True
-14.23,573,7.300962,1,0,4,5,True
-13.68,318,7.423725,1,0,2,5,True
-6.5,600,7.634087,1,0,12,5,True
-12.52,302,7.738755,1,0,3,5,True
-7.45,595,7.960301,1,0,11,5,True
