#{"t_start": 1788626609.9494882, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-13.23,173,0.375767,1,0,1,5,True
-13.74,124,0.417337,1,0,0,5,True
-13.5,200,0.483313,1,0,1,5,True
-8.64,114,0.520617,1,1,0,5,True
-13.79,229,0.598837,1,0,1,5,True
-14.18,168,0.656069,1,0,0,5,True
-11.94,244,0.742528,1,0,3,5,True
-13.88,238,0.82321,1,0,1,5,True
-8.36,186,0.904268,1,1,1,5,True
-15.44,294,1.003256,1,0,0,5,True
-12.33,183,1.480071,1,0,2,5,True
-14.52,202,1.549419,1,0,0,5,True
-12.28,278,1.645042,1,0,3,5,True
-12.62,212,1.716394,1,0,2,5,True
-8.72,322,1.828807,1,1,2,5,True
-8.54,504,2.000405,1,0,9,5,True
-13.97,247,2.088,1,0,1,5,True
-13.08,158,2.143277,1,0,1,5,True
-7.15,365,2.675049,1,1,4,5,True
-12.79,129,2.721124,1,0,1,5,True
-12.82,332,2.83853,1,0,3,5,True
-15.03,253,2.926752,1,0,0,5,True
-5.19,369,3.054552,1,1,6,5,True
-9.67,317,3.167882,1,0,6,5,True
-13.76,126,3.213352,1,0,0,5,True
-14.45,395,3.781344,1,0,2,5,True
-12.47,197,3.852265,1,0,2,5,True
-11.44,194,3.919105,1,0,3,5,True
-14.63,313,4.026627,1,0,1,5,True
-12.82,132,4.071834,1,0,1,5,True
-13.97,247,4.15587,1,0,1,5,True
-10.71,321,4.269809,1,0,5,5,True
-13.58,208,4.341962,1,0,1,5,True
-12.96,446,4.900299,1,0,4,5,True
-13.04,254,4.989945,1,0,2,5,True
-14.65,315,5.099858,1,0,1,5,True
-12.74,224,5.17914,1,0,2,5,True
-12.03,253,5.269152,1,0,3,5,True
-13.93,143,5.317975,1,0,0,5,True
-7.55,205,5.389931,1,1,2,5,True
-9.77,327,5.502209,1,0,6,5,True
-7.27,777,6.188002,1,1,8,5,True
-13.94,244,6.269834,1,0,1,5,True
-12.48,198,6.33602,1,0,2,5,True
-8.5,600,6.536753,1,0,10,5,True
-12.64,214,6.616596,1,0,2,5,True
-11.74,424,7.185668,1,0,5,5,True
-14.22,172,7.246694,1,0,0,5,True
-4.16,866,7.555243,1,0,17,5,True
-12.97,147,7.603613,1,0,1,5,True
-11.58,308,7.706783,1,0,4,5,True
