#{"t_start": 1788951146.9936829, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-15.12,262,0.391836,1,0,0,5,True
-9.35,185,0.455507,1,1,0,5,True
-13.94,144,0.503694,1,0,0,5,True
-14.3,180,0.564153,1,0,0,5,True
-14.46,196,0.630472,1,0,0,5,True
-15.15,265,0.714426,1,0,0,5,True
-14.76,226,0.787045,1,0,0,5,True
-14.44,194,0.854587,1,0,0,5,True
-13.72,122,0.895894,1,0,0,5,True
-14.21,171,0.954248,1,0,0,5,True
-14.27,177,1.434777,1,0,0,5,True
-14.93,243,1.513711,1,0,0,5,True
-14.28,178,1.572746,1,0,0,5,True
-14.19,169,1.630799,1,0,0,5,True
-14.87,337,1.745886,1,0,1,5,True
-15.51,301,1.848886,1,0,0,5,True
-15.32,282,1.945191,1,0,0,5,True
-14.65,215,2.020258,1,0,0,5,True
-13.41,191,2.086421,1,0,1,5,True
-13.47,197,2.556929,1,0,1,5,True
-13.9,140,2.603216,1,0,0,5,True
-14.29,479,2.766532,1,0,3,5,True
-15.84,434,2.917894,1,0,1,5,True
-15.6,310,3.025183,1,0,0,5,True
-16.51,401,3.161855,1,0,0,5,True
-17.4,490,3.756078,1,0,0,5,True
-14.85,335,3.875396,1,0,1,5,True
-14.05,155,3.930347,1,0,0,5,True
-10.94,444,4.085879,1,1,1,5,True
-13.97,147,4.137063,1,0,0,5,True
-15.38,488,4.307271,1,0,2,5,True
-12.59,609,4.931043,1,0,6,5,True
-14.89,239,5.013815,1,0,0,5,True
-16.19,469,5.180866,1,0,1,5,True
-14.75,225,5.260645,1,0,0,5,True
-16.28,378,5.391352,1,0,0,5,True
-12.94,344,5.914724,1,0,3,5,True
-15.8,330,6.035667,1,0,0,5,True
1.28,1022,6.41691,2,2,4,5,True
-14.56,206,6.491734,1,0,0,5,True
-14.92,242,6.583722,1,0,0,5,True
-18.18,1468,7.564845,1,0,9,5,True
-17.68,1218,8.437026,1,1,2,5,True
-14.44,294,8.551977,1,0,1,5,True
-14.0,150,8.617863,1,0,0,5,True
-13.89,339,8.759564,1,0,2,5,True
-15.93,543,8.948038,1,0,2,5,True
-15.88,438,9.521526,1,0,1,5,True
-12.84,1034,9.897859,1,1,5,5,True
-16.96,646,10.137513,1,0,2,5,True
-0.69,1819,11.227574,2,3,5,5,True
-14.93,443,11.791571,1,0,2,5,True
-10.28,878,12.113701,1,0,11,5,True
-12.91,841,12.427725,1,0,8,5,True
8.14,536,13.074688,2,2,6,5,True
9.22,528,13.295656,2,2,7,5,True
-8.31,281,13.412209,1,1,2,5,True
-13.09,259,13.509877,1,0,2,5,True
-14.84,434,13.666006,1,0,2,5,True
-7.7,820,14.369085,1,1,8,5,True
9.42,608,14.589619,2,3,3,5,True
-0.13,563,14.793662,1,1,13,5,True
-11.59,309,14.907162,1,0,4,5,True
9.36,614,110.216773,2,2,8,5,True
3.83,1067,110.581178,2,2,7,5,True
-8.69,919,111.297317,1,1,8,5,True
12.0,550,111.498489,2,2,10,5,True
10.4,1110,112.335795,2,2,14,5,True
-1.66,1816,113.050449,2,2,9,5,True
5.46,804,113.745127,2,2,6,5,True
-5.77,1127,114.166229,1,1,13,5,True
-13.9,140,114.221582,1,0,0,5,True
4.22,1028,115.075699,2,2,7,5,True
-10.62,612,115.350023,1,0,8,5,True
7.81,1069,116.618634,2,2,11,5,True
-13.47,197,116.780191,1,0,1,5,True
-7.3,680,117.308617,1,1,7,5,True
11.81,1469,121.302241,2,2,19,5,True
-13.7,620,122.29537,1,0,5,5,True
8.31,619,123.942369,2,2,7,5,True
7.21,929,124.673447,2,2,9,5,True
0.82,568,125.095445,1,1,14,5,True
32.5,2000,127.620751,3,5,9,3,False
10.33,517,128.139515,2,2,8,5,True
-8.11,661,130.517555,1,0,11,5,True
8.82,468,131.051182,2,2,6,5,True
7.65,585,131.714265,2,2,6,5,True
14.03,1147,133.750349,2,3,13,5,True
15.14,1336,135.922755,2,2,21,5,True
8.23,527,136.356833,2,2,6,5,True
9.43,607,136.903807,2,3,3,5,True
13.48,702,137.560233,2,3,8,5,True
