#{"t_start": 1789118729.924172, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.07,257,0.536682,1,0,1,5,True
-14.04,254,0.623599,1,0,1,5,True
-12.88,238,0.706156,1,0,2,5,True
-14.67,217,0.780809,1,0,0,5,True
-13.44,194,0.845853,1,0,1,5,True
-12.36,186,0.9106,1,0,2,5,True
-11.09,259,0.999968,1,0,4,5,True
-11.66,216,1.074816,1,0,3,5,True
-14.56,206,1.147306,1,0,0,5,True
-13.81,231,1.661303,1,0,1,5,True
-12.19,269,1.756356,1,0,3,5,True
-10.91,241,1.842393,1,0,4,5,True
-11.76,326,1.9592,1,0,4,5,True
-12.49,299,2.066026,1,0,3,5,True
-11.71,221,2.151643,1,0,3,5,True
-14.97,247,2.234753,1,0,0,5,True
-12.25,475,2.801396,1,0,5,5,True
-13.26,276,2.89493,1,0,2,5,True
-13.04,154,2.950254,1,0,1,5,True
-12.49,199,3.02185,1,0,2,5,True
-14.08,258,3.116328,1,0,1,5,True
-13.88,338,3.235261,1,0,2,5,True
-13.85,135,3.28319,1,0,0,5,True
-14.58,208,3.35864,1,0,0,5,True
-13.38,188,3.424426,1,0,1,5,True
-12.01,351,4.037881,1,0,4,5,True
-13.29,279,4.13594,1,0,2,5,True
-14.5,300,4.234453,1,0,1,5,True
-9.03,553,4.422026,1,0,9,5,True
-11.02,452,4.586661,1,0,6,5,True
-14.89,239,5.065433,1,0,0,5,True
-8.91,541,5.258623,1,0,9,5,True
7.69,281,5.36452,2,2,3,5,True
-12.59,409,5.513473,1,0,4,5,True
-14.42,192,5.582947,1,0,0,5,True
-14.18,368,5.717384,1,0,2,5,True
11.05,1145,6.52496,2,2,15,5,True
-2.46,1396,7.403217,1,1,19,5,True
-11.85,635,7.618124,1,0,7,5,True
-4.68,618,7.841624,1,0,14,5,True
-7.72,622,8.475941,1,0,11,5,True
11.62,1588,9.064296,2,2,20,5,True
10.69,1881,10.148204,2,2,22,5,True
7.99,851,10.867552,2,2,9,5,True
-13.73,223,10.945564,1,0,1,5,True
3.19,731,11.222632,2,2,3,5,True
-1.5,1200,12.072175,1,0,23,5,True
-1.78,828,12.376189,1,0,19,5,True
12.01,849,13.083842,2,2,13,5,True
14.93,1757,13.753208,2,2,25,5,True
-0.31,581,14.374824,1,1,13,5,True
13.41,809,14.723856,2,2,14,5,True
53.5,2000,15.908036,3,5,30,3,False
20.98,1052,16.722883,2,2,24,5,True
24.34,1216,17.1791,2,4,19,5,True
17.05,945,17.939396,2,2,19,5,True
71.0,2000,19.167103,4,9,17,2,False
54.0,2000,20.365732,3,6,26,4,False
20.18,1032,20.783008,2,4,13,5,True
43.62,1888,21.960332,3,5,30,5,True
15.02,1148,22.818804,2,2,19,5,True
8.84,866,23.156649,2,2,10,5,True
14.91,1159,24.027767,2,2,19,5,True
8.52,798,24.360786,2,2,9,5,True
19.04,846,24.670685,2,2,20,5,True
10.99,851,25.388729,2,2,12,5,True
12.01,749,25.663918,2,2,12,5,True
14.54,896,26.420574,2,2,16,5,True
21.16,1434,26.952392,2,2,28,5,True
21.67,1383,27.953925,2,2,28,5,True
23.93,1057,28.35158,2,3,22,5,True
45.36,1914,29.528156,3,5,32,5,True
