#{"t_start": 1788693726.1816902, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.19,369,0.422843,1,0,2,5,True
-7.8,430,0.573284,1,0,9,5,True
-14.23,273,0.669707,1,0,1,5,True
-13.99,149,0.723825,1,0,0,5,True
-14.03,153,0.777219,1,0,0,5,True
-11.97,347,0.898852,1,0,4,5,True
-13.32,182,0.963257,1,0,1,5,True
-13.2,170,1.43807,1,0,1,5,True
-14.38,288,1.537306,1,0,1,5,True
-13.7,220,1.61259,1,0,1,5,True
-13.16,166,1.668553,1,0,1,5,True
-13.29,179,1.729963,1,0,1,5,True
-15.86,336,1.843227,1,0,0,5,True
-10.93,243,1.923131,1,0,4,5,True
-14.48,298,2.020159,1,0,1,5,True
-9.55,205,2.08812,1,1,0,5,True
-13.95,245,2.567846,1,0,1,5,True
-8.87,337,2.685874,1,1,2,5,True
-13.81,231,2.767305,1,0,1,5,True
-13.82,132,2.812669,1,0,0,5,True
-13.53,203,2.883426,1,0,1,5,True
-13.04,354,3.006514,1,0,3,5,True
-12.82,232,3.087784,1,0,2,5,True
-13.54,204,3.158656,1,0,1,5,True
-12.28,178,3.220887,1,0,2,5,True
-12.19,369,3.769578,1,0,4,5,True
-7.45,195,3.838458,1,1,2,5,True
-12.5,200,3.908383,1,0,2,5,True
-13.99,149,3.960724,1,0,0,5,True
-13.67,317,4.071872,1,0,2,5,True
-13.93,243,4.156947,1,0,1,5,True
-13.17,267,4.252745,1,0,2,5,True
-15.0,250,4.340021,1,0,0,5,True
-13.87,237,4.821725,1,0,1,5,True
-14.58,208,4.893343,1,0,0,5,True
-13.49,299,4.999295,1,0,2,5,True
-13.83,133,5.047013,1,0,0,5,True
-13.9,340,5.166203,1,0,2,5,True
-12.79,329,5.283061,1,0,3,5,True
-11.84,334,5.400914,1,0,4,5,True
-15.12,262,5.896204,1,0,0,5,True
-14.78,328,6.012386,1,0,1,5,True
-14.46,196,6.082416,1,0,0,5,True
-13.46,296,6.185239,1,0,2,5,True
-13.38,288,6.287352,1,0,2,5,True
-9.62,312,6.39712,1,0,6,5,True
-13.49,199,6.467188,1,0,1,5,True
-14.63,213,6.543167,1,0,0,5,True
-11.8,330,7.066916,1,0,4,5,True
-13.49,199,7.139459,1,0,1,5,True
-13.2,170,7.200142,1,0,1,5,True
-10.63,313,7.31063,1,0,5,5,True
-11.97,447,7.468671,1,0,5,5,True
-11.12,462,7.630354,1,0,6,5,True
-13.13,163,7.688264,1,0,1,5,True
-12.19,369,8.204932,1,0,4,5,True
-11.72,422,8.354057,1,0,5,5,True
-10.63,813,8.638126,1,0,10,5,True
-10.42,492,8.808493,1,0,7,5,True
2.27,1223,9.647856,1,1,22,5,True
-11.36,386,9.784011,1,0,5,5,True
-11.34,484,9.956809,1,0,6,5,True
-0.51,1001,10.729573,1,1,17,5,True
-9.19,669,10.971637,1,0,10,5,True
-11.87,337,11.094296,1,0,4,5,True
-11.01,451,11.666384,1,0,6,5,True
-0.66,1016,12.034159,1,1,17,5,True
-4.13,863,12.751332,1,1,12,5,True
-7.83,533,12.942291,1,1,5,5,True
-12.34,284,13.04384,1,0,3,5,True
-5.99,449,13.206191,1,1,6,5,True
-1.08,1458,14.136568,1,1,21,5,True
-5.96,1646,15.134351,1,1,18,5,True
-11.9,540,15.333554,1,0,6,5,True
-4.15,765,15.613808,1,1,11,5,True
-8.24,474,16.186644,1,0,9,5,True
6.59,591,16.405947,2,2,5,5,True
-4.38,988,16.759568,1,0,18,5,True
18.36,914,17.493858,2,2,20,5,True
-11.64,214,17.570932,1,0,3,5,True
10.25,525,17.759161,2,2,8,5,True
11.82,868,18.478072,2,2,13,5,True
10.25,725,18.73693,2,2,10,5,True
16.28,922,19.071136,2,2,18,5,True
-7.61,411,19.62755,1,1,4,5,True
-7.5,800,19.922795,1,1,8,5,True
17.82,868,20.23935,2,2,19,5,True
-8.89,439,20.803786,1,0,8,5,True
12.9,1460,21.33369,1,1,35,5,True
12.29,921,22.073902,2,2,14,5,True
12.91,1059,22.451998,2,2,16,5,True
4.83,1367,23.377795,1,1,26,5,True
14.5,1200,24.239858,2,2,19,5,True
10.69,781,24.526594,2,2,11,5,True
4.23,1127,24.93711,1,1,23,5,True
25.54,1496,25.95858,2,2,33,5,True
13.04,1146,26.770703,2,2,17,5,True
14.09,741,27.036263,2,2,14,5,True
14.46,1004,27.83273,2,2,17,5,True
1.74,876,28.220371,1,1,18,5,True
