#{"t_start": 1788693726.189327, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-13.69,319,0.397436,1,0,2,5,True
-9.09,359,0.52322,1,0,7,5,True
-13.13,163,0.580601,1,0,1,5,True
-16.1,460,0.744284,1,0,1,5,True
-13.44,194,0.812101,1,0,1,5,True
-12.18,168,0.871076,1,0,2,5,True
-7.91,441,1.441777,1,0,9,5,True
-12.19,169,1.499406,1,0,2,5,True
-13.33,183,1.561947,1,0,1,5,True
-8.52,302,1.664786,1,1,2,5,True
-11.05,355,1.784749,1,0,5,5,True
-13.93,143,1.833711,1,0,0,5,True
-12.34,284,1.926918,1,0,3,5,True
-14.07,257,2.010107,1,0,1,5,True
-12.21,471,2.565974,1,0,5,5,True
-9.77,327,2.680047,1,0,6,5,True
-11.44,294,2.782795,1,0,4,5,True
-13.81,231,2.863711,1,0,1,5,True
-13.88,238,2.946305,1,0,1,5,True
-13.19,169,3.005143,1,0,1,5,True
-14.38,288,3.105141,1,0,1,5,True
-13.75,325,3.219413,1,0,2,5,True
-11.2,470,3.803231,1,0,6,5,True
-12.64,314,3.913556,1,0,3,5,True
-13.74,124,3.957124,1,0,0,5,True
-13.7,320,4.069171,1,0,2,5,True
-13.19,169,4.128284,1,0,1,5,True
-13.34,184,4.193061,1,0,1,5,True
-13.66,116,4.235376,1,0,0,5,True
-13.68,218,4.3121,1,0,1,5,True
-14.11,361,4.838131,1,0,2,5,True
-14.67,317,4.947507,1,0,1,5,True
-3.64,414,5.093787,1,1,8,5,True
-13.34,284,5.193042,1,0,2,5,True
-14.99,249,5.28267,1,0,0,5,True
-14.62,312,5.392551,1,0,1,5,True
-13.83,333,5.913266,1,0,2,5,True
6.89,461,6.076916,2,2,4,5,True
-12.21,271,6.17092,1,0,3,5,True
-13.01,151,6.224322,1,0,1,5,True
-13.53,203,6.296187,1,0,1,5,True
-14.08,158,6.351792,1,0,0,5,True
-13.06,256,6.441828,1,0,2,5,True
-12.8,330,6.558394,1,0,3,5,True
-11.35,285,7.06746,1,0,4,5,True
-11.64,514,7.251948,1,0,6,5,True
-14.29,279,7.350126,1,0,1,5,True
-13.55,205,7.42231,1,0,1,5,True
-12.54,204,7.49436,1,0,2,5,True
-9.55,605,7.706115,1,0,9,5,True
-14.35,485,8.266507,1,0,3,5,True
-12.66,216,8.341267,1,0,2,5,True
-4.05,855,8.640011,1,1,12,5,True
-12.9,240,8.723904,1,0,2,5,True
-7.92,342,9.243142,1,0,8,5,True
-12.23,173,9.305852,1,0,2,5,True
-12.21,471,9.476038,1,0,5,5,True
-2.36,586,9.685087,1,1,11,5,True
2.2,1130,10.495807,1,1,21,5,True
-4.14,664,10.738916,1,0,15,5,True
-4.7,720,11.000122,1,1,10,5,True
-8.44,494,11.588564,1,0,9,5,True
-12.17,367,11.721165,1,0,4,5,True
-4.74,524,11.906964,1,1,8,5,True
-10.91,741,12.180165,1,0,9,5,True
-7.34,484,12.758448,1,0,10,5,True
-10.98,548,12.955053,1,0,7,5,True
-1.69,719,13.213653,1,0,18,5,True
-1.0,1050,13.998058,1,1,17,5,True
12.02,748,14.271151,2,2,12,5,True
-10.45,395,14.41045,1,0,6,5,True
-4.15,665,15.05245,1,1,10,5,True
1.62,788,15.34239,1,1,17,5,True
25.83,1667,16.35483,2,2,35,5,True
-1.29,1579,17.323608,1,1,22,5,True
-2.69,719,17.585132,1,0,17,5,True
-2.67,817,17.882628,1,1,13,5,True
-9.67,617,18.509023,1,0,9,5,True
0.2,730,18.768645,1,1,15,5,True
10.39,1211,19.614999,2,2,15,5,True
8.75,1075,20.01279,2,2,12,5,True
-7.15,565,20.21664,1,1,6,5,True
-2.94,844,20.92535,1,1,13,5,True
10.4,610,21.147614,2,2,9,5,True
-4.0,550,21.348727,1,1,9,5,True
22.0,1250,22.207317,2,2,27,5,True
3.11,1039,22.58765,1,0,26,5,True
-1.08,958,23.356116,1,1,16,5,True
-9.36,386,23.505226,1,1,2,5,True
17.53,897,24.250488,2,2,19,5,True
-5.95,345,24.375165,1,1,5,5,True
13.69,481,24.553762,2,2,11,5,True
16.93,1657,25.631914,2,2,26,5,True
24.27,923,25.96777,2,3,21,5,True
13.46,904,26.694319,2,2,15,5,True
13.34,516,26.880919,2,2,11,5,True
15.71,979,27.241893,2,2,18,5,True
-6.93,443,27.825129,1,1,5,5,True
18.78,872,28.211021,2,3,15,5,True
8.27,323,28.34371,2,2,4,5,True
