#{"t_start": 1788693726.192109, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.06,156,0.338264,1,0,0,5,True
-13.36,286,0.438373,1,0,2,5,True
-13.7,120,0.480315,1,0,0,5,True
-13.55,305,0.586843,1,0,2,5,True
-9.75,225,0.666493,1,1,0,5,True
-13.96,146,0.719584,1,0,0,5,True
-14.0,150,0.771903,1,0,0,5,True
-14.6,210,0.845586,1,0,0,5,True
-13.65,315,0.956775,1,0,2,5,True
-13.88,138,1.419635,1,0,0,5,True
-14.08,258,1.508924,1,0,1,5,True
-5.9,540,1.693467,1,1,7,5,True
-14.66,216,1.765573,1,0,0,5,True
-12.27,177,1.825939,1,0,2,5,True
-14.02,152,1.877202,1,0,0,5,True
-14.38,188,1.937499,1,0,0,5,True
-15.72,322,2.044833,1,0,0,5,True
-7.02,252,2.523816,1,1,3,5,True
-13.69,219,2.600209,1,0,1,5,True
-14.3,280,2.698155,1,0,1,5,True
-13.88,138,2.747036,1,0,0,5,True
-14.23,173,2.806969,1,0,0,5,True
-13.92,142,2.856439,1,0,0,5,True
-15.05,255,2.945505,1,0,0,5,True
-9.88,338,3.062697,1,0,6,5,True
-15.44,294,3.165147,1,0,0,5,True
-12.22,172,3.624787,1,0,2,5,True
-11.61,311,3.753657,1,0,4,5,True
-11.44,194,3.82235,1,0,3,5,True
-13.78,328,3.937751,1,0,2,5,True
-14.19,169,3.996748,1,0,0,5,True
-14.23,273,4.092219,1,0,1,5,True
-14.05,155,4.146577,1,0,0,5,True
-12.59,309,4.257213,1,0,3,5,True
-13.68,218,4.333412,1,0,1,5,True
-13.17,167,4.790316,1,0,1,5,True
-13.69,219,4.86674,1,0,1,5,True
-14.49,199,4.936431,1,0,0,5,True
-15.15,265,5.030565,1,0,0,5,True
-11.66,316,5.141711,1,0,4,5,True
-12.09,259,5.233058,1,0,3,5,True
-14.2,170,5.293698,1,0,0,5,True
-11.61,311,5.402724,1,0,4,5,True
-13.4,290,5.908486,1,0,2,5,True
-5.87,337,6.027966,1,1,5,5,True
-13.69,219,6.105831,1,0,1,5,True
-13.31,281,6.203492,1,0,2,5,True
-14.92,342,6.324902,1,0,1,5,True
-7.52,302,6.430349,1,1,3,5,True
-16.94,644,7.066441,1,0,2,5,True
-8.61,411,7.214366,1,0,8,5,True
-9.05,455,7.374952,1,0,8,5,True
-5.54,604,7.587535,1,1,8,5,True
-12.89,139,7.635886,1,0,1,5,True
-13.52,202,7.706302,1,0,1,5,True
-7.5,500,8.272383,1,0,10,5,True
-11.08,358,8.397394,1,0,5,5,True
-12.03,453,8.55561,1,0,5,5,True
-14.84,334,8.671819,1,0,1,5,True
-12.8,230,8.751683,1,0,2,5,True
-6.37,587,9.361384,1,0,12,5,True
-15.42,292,9.46646,1,0,0,5,True
-12.61,311,9.577185,1,0,3,5,True
-4.47,497,9.753489,1,0,13,5,True
-11.75,325,9.867892,1,0,4,5,True
-12.31,181,9.932969,1,0,2,5,True
-11.91,541,10.53877,1,0,6,5,True
-10.4,690,10.79006,1,0,9,5,True
0.59,791,11.076528,1,1,16,5,True
-5.35,785,11.7705,1,0,15,5,True
11.95,655,12.006254,2,2,11,5,True
-3.86,536,12.201367,1,1,9,5,True
-8.94,444,12.765311,1,0,8,5,True
-7.79,629,12.991411,1,0,11,5,True
1.86,1364,13.890853,1,1,23,5,True
9.92,958,14.236077,2,2,12,5,True
-13.34,184,14.303245,1,0,1,5,True
-3.95,745,14.969109,1,1,11,5,True
-5.66,1216,15.416802,1,1,14,5,True
-4.11,761,15.694995,1,1,11,5,True
-4.37,587,16.312094,1,0,14,5,True
10.31,819,16.609382,2,2,11,5,True
16.04,1146,17.423384,2,2,20,5,True
-8.06,556,17.623734,1,0,10,5,True
18.24,1026,17.995485,2,2,21,5,True
-12.2,370,18.533517,1,0,4,5,True
1.78,872,18.845107,1,0,23,5,True
16.39,1411,19.767816,2,2,23,5,True
-7.24,574,19.979361,1,0,11,5,True
15.37,1013,20.753051,2,2,18,5,True
14.02,1048,21.129198,2,2,17,5,True
9.23,827,21.429963,2,2,10,5,True
12.93,557,22.041807,2,2,11,5,True
17.63,1587,23.031506,2,2,26,5,True
11.13,1137,23.458162,2,2,15,5,True
10.64,586,23.683936,2,2,9,5,True
15.57,893,24.416346,2,2,17,5,True
9.36,414,24.570603,2,2,6,5,True
10.55,495,24.747447,2,2,8,5,True
14.52,598,25.398683,2,2,13,5,True
-1.52,602,25.666425,1,1,12,5,True
13.8,870,25.978361,2,2,15,5,True
-2.48,998,26.73952,1,1,15,5,True
13.88,762,27.011839,2,2,14,5,True
16.05,1045,27.823254,2,2,19,5,True
14.89,1061,28.289442,2,2,18,5,True
