#{"t_start": 1789251509.9892101, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-16.78,1278,0.768825,1,0,11,10,True
6.22,1278,1.64065,2,3,9,10,True
-12.99,1199,2.039985,1,1,9,10,True
-14.72,972,2.803875,1,0,10,10,True
-10.25,425,2.943857,1,1,4,10,True
-18.26,426,3.087692,1,0,1,10,True
-16.78,478,3.248524,1,0,3,10,True
-15.42,542,3.881968,1,0,5,10,True
-12.34,1634,4.876143,1,1,14,10,True
-16.34,534,5.061739,1,0,4,10,True
-10.32,632,5.282666,1,1,6,10,True
6.0,2000,6.419534,1,1,25,8,False
6.08,1392,7.343716,2,2,15,10,True
3.66,1834,8.397421,2,2,17,10,True
18.0,2000,9.542085,2,2,22,8,False
20.51,1849,10.603735,2,4,24,10,True
40.0,2000,11.340126,2,3,39,8,False
-18.79,579,11.977556,1,0,2,10,True
9.11,989,12.329932,2,3,9,10,True
17.36,1564,13.327087,2,3,23,10,True
36.96,1604,14.400107,3,5,23,10,True
13.77,1523,15.469497,2,3,19,10,True
11.66,1834,16.123244,2,2,25,10,True
1.5,2000,17.231845,1,1,18,3,False
41.65,1435,18.168385,3,5,26,10,True
54.01,1699,19.211543,3,7,31,10,True
75.0,2000,20.327693,3,8,38,6,False
12.35,1965,21.449736,2,3,22,10,True
28.5,2000,22.577779,2,4,21,5,False
20.89,1211,23.022503,2,3,23,10,True
59.0,2000,24.188461,3,5,38,8,False
17.15,1285,25.094538,2,3,20,10,True
66.0,2000,26.22683,3,7,35,8,False
52.5,2000,27.358065,3,5,30,5,False
57.39,1861,28.480528,3,7,36,10,True
62.5,2000,29.629545,3,5,39,3,False
39.5,2000,30.723007,2,4,33,7,False
77.5,2000,31.817589,3,8,40,5,False
52.5,2000,32.971788,3,5,29,3,False
63.5,2000,34.093225,3,5,41,5,False
58.5,2000,35.236852,3,5,36,5,False
90.5,2000,36.385481,4,9,38,5,False
62.0,2000,37.521173,3,6,32,0,False
69.0,2000,38.688257,3,6,41,4,False
67.0,2000,39.866125,3,6,39,4,False
94.5,2000,41.037304,4,9,41,3,False
98.5,2000,42.17877,4,9,45,3,False
67.0,2000,43.367182,3,6,38,2,False
97.0,2000,44.508516,4,9,43,2,False
77.0,2000,45.686088,3,7,46,8,False
93.5,2000,46.842171,4,9,39,1,False
71.5,2000,47.976126,3,8,35,7,False
51.0,2000,49.132624,3,5,27,2,False
92.5,2000,49.868373,4,9,40,5,False
54.5,2000,51.046473,3,5,31,3,False
69.0,2000,52.225906,3,7,35,2,False
87.0,2000,53.378091,4,9,34,4,False
56.0,2000,54.51856,3,5,33,4,False
95.0,2000,55.689433,4,9,42,4,False
89.5,2000,56.865258,4,9,39,9,False
92.0,2000,57.990786,4,10,35,6,False
76.5,2000,59.141376,3,8,38,3,False
76.5,2000,60.334375,3,8,39,5,False
60.5,2000,61.479135,3,6,33,5,False
86.0,2000,62.63059,4,9,33,4,False
71.0,2000,63.800115,3,8,32,2,False
81.0,2000,64.926568,3,8,43,4,False
75.0,2000,66.100628,3,8,37,4,False
89.5,2000,67.217452,4,9,36,3,False
97.0,2000,68.386281,4,10,39,4,False
122.0,2000,69.574081,5,13,39,4,False
95.0,2000,70.72329,4,11,34,8,False
34.0,2000,71.879018,2,4,26,4,False
83.5,2000,73.025189,4,9,29,1,False
107.5,2000,74.18317,4,11,46,7,False
95.0,2000,75.29895,4,10,36,2,False
55.5,2000,76.408698,3,6,26,1,False
106.5,2000,77.560753,4,11,44,5,False
85.5,2000,78.72486,4,9,33,5,False
73.5,2000,79.892291,3,8,35,3,False
72.5,2000,81.027339,3,7,41,7,False
96.5,2000,82.189428,4,9,42,1,False
74.5,2000,83.303211,3,8,37,5,False
123.5,2000,84.460205,5,13,41,5,False
78.5,2000,85.632922,3,8,42,7,False
101.0,2000,86.780981,4,10,44,6,False
106.0,2000,87.919895,4,11,42,2,False
109.5,2000,89.045959,4,12,41,3,False
82.5,2000,90.184552,4,9,29,3,False
99.0,2000,91.338168,4,11,37,6,False
77.5,2000,92.462191,3,8,40,5,False
70.5,2000,93.610312,3,7,38,5,False
125.0,2000,94.718964,5,13,41,2,False
103.5,2000,95.844837,4,10,45,3,False
111.5,2000,96.941033,4,12,43,3,False
33.5,2000,97.667253,2,4,26,5,False
120.0,2000,98.786291,5,13,36,2,False
41.5,2000,99.903174,2,4,34,5,False
73.5,2000,100.995507,3,8,35,3,False
73.5,2000,102.090812,3,8,37,7,False
98.0,2000,103.180773,4,10,41,6,False
79.5,2000,104.286878,3,8,41,3,False
91.5,2000,105.415326,4,9,38,3,False
70.5,2000,106.571035,3,8,34,7,False
126.0,2000,107.670614,5,13,42,2,False
71.5,2000,108.781961,3,8,33,3,False
103.5,2000,109.882577,4,11,40,3,False
66.0,2000,110.988414,3,8,29,6,False
85.5,2000,112.091852,4,9,32,3,False
87.5,2000,113.205038,4,9,36,7,False
