#{"t_start": 1789251509.988018, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-17.55,1055,0.691189,1,0,8,10,True
-11.94,994,1.463647,1,0,13,10,True
-15.81,681,1.700539,1,0,6,10,True
-11.01,1101,2.065616,1,0,15,10,True
-16.04,704,2.724738,1,0,6,10,True
-12.95,895,3.038835,1,0,11,10,True
-12.67,1267,3.921228,1,0,15,10,True
-11.81,581,4.124625,1,1,4,10,True
-15.21,621,4.335287,1,0,6,10,True
-15.51,751,5.02264,1,0,7,10,True
-12.3,1130,5.416118,1,0,14,10,True
-9.79,779,6.108156,1,1,8,10,True
-5.16,1416,6.634024,1,1,19,10,True
6.26,1374,7.534888,2,2,15,10,True
-15.71,471,7.697726,1,0,4,10,True
17.17,1383,8.592124,2,3,21,10,True
36.19,1881,9.693838,3,5,25,10,True
-6.37,1037,10.042315,1,1,14,10,True
9.0,1100,10.87768,2,2,15,10,True
9.62,1538,11.866659,2,2,20,10,True
13.45,1955,12.994987,2,3,23,10,True
7.18,1182,13.438388,2,2,14,10,True
23.72,1228,14.353506,2,3,26,10,True
34.0,2000,15.618897,2,3,31,4,False
11.75,1525,16.15445,2,2,22,10,True
33.0,2000,17.259359,2,3,31,6,False
42.0,2000,18.39131,2,3,39,4,False
36.5,2000,19.544302,2,4,31,9,False
67.0,2000,20.661741,3,6,41,8,False
45.5,2000,21.781459,2,4,40,9,False
32.5,2000,22.93754,2,3,30,5,False
18.15,1285,23.838403,2,3,21,10,True
58.14,1986,25.001668,3,6,43,10,True
31.0,2000,26.144955,2,4,22,2,False
75.5,2000,27.270672,3,8,38,5,False
63.5,2000,28.444148,3,6,36,5,False
64.5,2000,29.595002,3,5,41,3,False
57.0,2000,30.691209,3,5,34,4,False
93.5,2000,31.782268,4,9,43,9,False
89.5,2000,32.937002,4,9,37,5,False
65.5,2000,34.059517,3,6,38,5,False
49.0,2000,35.200139,3,5,24,0,False
65.0,2000,36.350889,3,7,31,2,False
77.5,2000,37.487399,3,8,41,7,False
73.0,2000,38.650989,3,6,44,2,False
72.5,2000,39.830754,3,8,36,7,False
103.5,2000,40.999104,4,10,44,1,False
74.5,2000,42.141296,3,7,40,1,False
95.5,2000,43.329466,4,9,43,5,False
78.5,2000,44.474285,3,8,40,3,False
91.5,2000,45.646159,4,9,37,1,False
63.0,2000,46.381973,3,6,37,8,False
90.5,2000,47.511862,4,9,38,5,False
74.5,2000,48.670196,3,7,42,5,False
83.5,2000,49.833114,3,8,46,5,False
79.5,2000,51.009035,3,8,41,3,False
73.5,2000,52.187191,3,8,36,5,False
69.5,2000,53.345012,3,8,31,3,False
90.0,2000,54.482255,4,9,37,4,False
76.5,2000,55.651039,3,8,38,3,False
75.5,2000,56.82648,3,8,39,7,False
72.0,2000,57.954539,3,8,35,6,False
78.5,2000,59.10725,3,8,41,5,False
89.0,2000,60.300215,4,9,36,4,False
86.5,2000,61.443851,4,9,33,3,False
94.0,2000,62.589749,4,9,41,4,False
89.5,2000,63.767085,4,9,38,7,False
58.0,2000,64.894376,3,5,34,2,False
69.5,2000,66.070394,3,7,37,5,False
67.0,2000,67.179404,3,7,36,8,False
126.5,2000,68.3488,5,13,44,5,False
93.0,2000,69.53091,4,10,36,6,False
64.0,2000,70.689563,3,5,43,8,False
43.0,2000,71.8455,2,4,36,6,False
56.0,2000,72.991688,3,6,27,2,False
57.5,2000,74.145523,3,6,29,3,False
64.5,2000,75.266172,3,6,38,7,False
29.5,2000,76.374574,2,4,20,1,False
30.0,2000,77.525465,2,3,27,4,False
68.5,2000,78.687278,3,7,37,7,False
65.5,2000,79.857419,3,7,33,5,False
82.0,2000,80.987961,3,8,43,2,False
112.0,2000,82.146209,4,12,44,4,False
90.0,2000,83.267576,4,9,37,4,False
70.5,2000,84.426729,3,8,33,5,False
127.5,2000,85.591175,5,13,44,3,False
94.0,2000,86.743975,4,9,41,4,False
100.5,2000,87.887199,4,10,44,7,False
102.5,2000,89.013838,4,11,40,5,False
72.0,2000,90.146992,3,8,33,2,False
95.0,2000,91.299648,4,10,37,4,False
75.0,2000,92.428349,3,8,38,6,False
69.5,2000,93.576301,3,7,36,3,False
73.5,2000,94.68453,3,8,35,3,False
93.5,2000,95.382754,4,9,39,1,False
101.0,2000,96.489892,4,10,43,4,False
76.5,2000,97.628945,3,8,38,3,False
76.0,2000,98.753096,3,8,37,2,False
96.0,2000,99.86953,4,10,38,4,False
82.0,2000,100.964087,3,8,45,6,False
90.0,2000,102.059198,4,9,36,2,False
101.5,2000,103.146624,4,11,37,1,False
77.0,2000,104.254065,3,8,41,8,False
92.5,2000,105.381574,4,9,41,7,False
100.5,2000,106.537359,4,12,34,7,False
73.0,2000,107.637269,3,8,35,4,False
73.0,2000,108.749266,3,7,40,4,False
89.5,2000,109.848833,4,9,36,3,False
58.59,1741,110.867069,3,7,36,10,True
70.5,2000,111.97574,3,8,31,1,False
71.5,2000,113.08363,3,8,34,5,False
