#{"t_start": 1789251509.988561, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.74,974,0.663006,1,0,10,10,True
-20.2,620,0.877458,1,0,1,10,True
-10.77,877,1.612236,1,0,13,10,True
-18.06,406,1.748151,1,0,1,10,True
-17.01,401,1.881957,1,0,2,10,True
-10.95,795,2.159196,1,1,7,10,True
-17.35,435,2.714817,1,0,2,10,True
-14.49,749,2.980453,1,0,8,10,True
-14.96,696,3.213774,1,0,7,10,True
5.56,1644,4.231532,2,2,17,10,True
-15.74,474,4.390746,1,0,4,10,True
3.0,2000,5.513308,1,1,22,8,False
-7.64,1964,6.653851,1,1,22,10,True
12.9,1710,7.671434,2,2,25,10,True
-8.78,478,7.838605,1,1,6,10,True
30.5,2000,8.968243,2,2,35,9,False
-8.37,1837,10.019252,1,1,20,10,True
32.97,1903,11.146385,3,5,22,10,True
-8.92,992,11.941884,1,0,16,10,True
-11.48,1248,12.391365,1,1,11,10,True
10.56,844,13.122326,2,2,14,10,True
8.33,1267,13.599619,2,2,16,10,True
26.25,1875,14.868387,2,4,30,10,True
21.41,1859,15.934262,2,3,30,10,True
53.5,2000,17.060328,3,5,33,9,False
13.85,1615,18.04642,2,3,20,10,True
-8.56,756,18.312326,1,1,9,10,True
64.5,2000,19.467837,3,7,34,9,False
69.5,2000,20.582711,3,7,39,9,False
54.5,2000,21.702495,3,5,34,9,False
38.0,2000,22.849563,2,4,31,6,False
37.5,2000,24.022087,2,4,28,1,False
62.0,2000,25.187478,3,7,31,8,False
65.5,2000,26.312506,3,5,44,7,False
46.45,1955,27.433712,3,5,36,10,True
91.5,2000,28.606924,4,9,37,1,False
34.5,2000,29.749381,2,4,27,5,False
78.5,2000,30.838258,3,8,40,3,False
89.5,2000,31.946061,4,9,39,9,False
77.0,2000,33.098415,3,8,39,4,False
78.0,2000,34.214374,3,8,40,4,False
53.0,2000,35.358626,3,5,32,8,False
74.5,2000,36.504767,3,8,36,3,False
82.0,2000,37.648823,3,8,44,4,False
68.0,2000,38.822569,3,6,42,8,False
69.5,2000,39.997376,3,6,40,1,False
58.0,2000,41.172249,3,5,35,4,False
96.5,2000,42.316729,4,9,45,7,False
52.0,2000,43.506558,3,5,28,2,False
75.5,2000,44.63873,3,8,36,1,False
60.0,2000,45.809904,3,6,33,6,False
64.0,2000,46.960558,3,6,35,2,False
87.0,2000,48.111609,4,9,33,2,False
106.5,2000,49.26098,4,12,37,1,False
75.0,2000,50.426047,3,8,36,2,False
69.5,2000,51.602426,3,7,35,1,False
60.5,2000,52.780478,3,7,28,5,False
72.5,2000,53.922858,3,7,41,7,False
41.0,2000,55.077518,2,3,39,6,False
78.0,2000,56.247453,3,8,40,4,False
131.5,2000,57.424233,5,13,48,3,False
60.0,2000,58.123986,3,6,32,4,False
77.5,2000,59.275681,3,8,39,3,False
71.5,2000,60.458938,3,8,35,7,False
74.5,2000,61.600461,3,8,37,5,False
87.0,2000,62.758744,4,9,35,6,False
114.0,2000,63.915704,4,12,46,4,False
89.0,2000,65.060846,4,9,36,4,False
91.5,2000,66.218557,4,9,38,3,False
73.0,2000,67.353665,3,8,34,2,False
69.0,2000,68.514757,3,6,42,6,False
31.0,2000,69.710827,2,4,25,8,False
70.5,2000,70.845442,3,8,33,5,False
49.0,2000,71.997543,3,5,27,6,False
88.0,2000,73.151656,4,9,35,4,False
70.0,2000,74.307738,3,8,32,4,False
68.0,2000,75.420385,3,7,35,4,False
66.0,2000,76.531212,3,8,30,8,False
32.0,2000,77.693927,2,3,30,6,False
89.5,2000,78.858802,4,10,32,5,False
72.5,2000,80.013357,3,8,35,5,False
70.5,2000,81.165813,3,6,44,7,False
70.5,2000,82.305791,3,8,33,5,False
76.5,2000,83.433248,3,7,43,3,False
75.5,2000,84.581503,3,7,44,7,False
101.0,2000,85.760782,4,10,42,2,False
124.5,2000,86.909069,5,13,43,7,False
108.0,2000,88.048059,4,11,46,6,False
74.0,2000,89.177614,3,8,37,6,False
75.0,2000,90.317379,3,8,37,4,False
80.5,2000,91.462865,3,8,42,3,False
76.0,2000,92.580899,3,8,37,2,False
73.0,2000,93.727556,3,7,42,8,False
96.0,2000,94.837049,4,9,42,2,False
108.5,2000,95.972167,4,11,45,3,False
107.5,2000,97.073539,4,12,39,3,False
74.0,2000,98.218969,3,8,35,2,False
88.5,2000,99.336321,4,9,35,3,False
85.5,2000,100.447693,4,9,33,5,False
70.5,2000,101.535972,3,8,33,5,False
91.5,2000,102.628189,4,9,40,7,False
132.0,2000,103.726063,5,15,39,4,False
77.5,2000,104.832967,3,7,44,3,False
112.5,2000,105.966239,4,12,45,5,False
100.5,2000,106.688703,4,10,42,3,False
105.0,2000,107.78364,4,11,43,6,False
94.5,2000,108.899208,4,9,41,3,False
60.0,2000,110.001796,3,5,36,2,False
53.0,2000,111.10732,3,5,31,6,False
104.5,2000,112.207691,4,11,42,5,False
72.79,1621,113.193892,4,9,29,10,True
