#{"t_start": 1789251509.990835, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-17.45,1045,0.684764,1,0,8,10,True
-14.42,1142,1.511989,1,1,7,10,True
-13.34,934,1.828137,1,1,6,10,True
-14.87,787,2.086823,1,0,8,10,True
-14.68,968,2.851353,1,1,5,10,True
-8.3,1230,3.263568,1,0,19,10,True
6.5,2000,4.400505,1,1,25,7,False
-9.76,876,5.134789,1,1,9,10,True
0.5,2000,6.264197,1,1,20,9,False
-17.1,610,6.490351,1,0,4,10,True
-9.81,1681,7.505565,1,1,17,10,True
-13.51,751,7.771896,1,0,9,10,True
10.45,1555,8.72668,2,2,21,10,True
-9.05,1505,9.691042,1,1,16,10,True
9.67,1433,10.618631,2,2,19,10,True
42.58,1942,11.333805,3,5,32,10,True
51.5,2000,12.486209,3,5,31,9,False
-10.44,544,13.103153,1,1,5,10,True
20.17,1583,14.135462,2,4,21,10,True
-1.18,1618,14.871319,1,1,25,10,True
16.5,2000,15.986982,1,1,33,3,False
36.0,2000,17.109874,2,4,30,8,False
37.5,2000,18.236075,2,4,32,9,False
69.0,2000,19.394727,3,7,37,6,False
15.72,1028,20.166454,2,3,16,10,True
52.5,2000,21.290363,3,5,30,5,False
40.5,2000,22.423025,2,4,32,3,False
16.5,2000,23.577728,2,2,19,5,False
38.66,1834,24.679344,3,5,27,10,True
41.8,1520,25.242054,3,5,27,10,True
58.0,2000,26.365825,3,5,35,4,False
57.0,2000,27.507223,3,5,34,4,False
65.0,2000,28.679151,3,7,34,8,False
61.5,2000,29.820283,3,5,41,9,False
68.0,2000,30.908192,3,6,40,4,False
41.5,2000,32.024604,2,4,34,5,False
102.0,2000,33.170966,4,9,49,4,False
93.5,2000,34.282399,4,9,40,3,False
44.0,2000,35.439296,2,4,37,6,False
43.0,2000,36.572608,2,4,33,0,False
92.0,2000,37.724054,4,9,39,4,False
70.5,2000,38.904162,3,6,41,1,False
82.0,2000,40.075834,3,8,43,2,False
42.5,2000,41.249322,2,4,33,1,False
95.5,2000,42.392961,4,9,41,1,False
76.0,2000,43.580902,3,7,42,2,False
101.5,2000,44.713908,4,10,43,3,False
75.0,2000,45.876777,3,7,41,2,False
98.0,2000,47.02893,4,9,45,4,False
74.0,2000,48.190628,3,8,37,6,False
49.0,2000,49.332987,3,5,26,4,False
99.0,2000,50.502634,4,9,48,8,False
94.5,2000,51.680166,4,9,41,3,False
91.5,2000,52.859848,4,9,39,5,False
107.5,2000,53.998661,4,11,44,3,False
70.0,2000,55.153382,3,8,34,8,False
60.5,2000,56.331155,3,5,38,5,False
76.5,2000,57.499691,3,8,39,5,False
97.5,2000,58.628827,4,10,38,1,False
112.0,2000,59.781526,4,12,43,2,False
80.0,2000,60.953531,3,8,42,4,False
69.5,2000,62.095272,3,7,36,3,False
99.0,2000,62.831135,4,9,45,2,False
90.0,2000,63.995472,4,9,36,2,False
95.5,2000,65.14244,4,9,42,3,False
104.0,2000,66.288343,4,11,41,4,False
75.0,2000,67.432153,3,7,43,6,False
59.0,2000,68.596178,3,6,30,2,False
55.9,1810,69.717166,3,6,39,10,True
99.0,2000,70.851145,4,10,43,8,False
68.5,2000,72.00388,3,7,36,5,False
69.5,2000,73.157778,3,8,34,9,False
67.5,2000,74.31322,3,8,32,9,False
70.0,2000,75.426087,3,8,33,6,False
72.5,2000,76.536944,3,8,36,7,False
42.5,2000,77.699892,2,4,35,5,False
72.5,2000,78.865897,3,8,35,5,False
95.0,2000,80.01881,4,9,42,4,False
72.0,2000,81.172562,3,7,41,8,False
102.0,2000,82.310844,4,11,38,2,False
88.5,2000,83.439733,4,9,37,7,False
72.5,2000,84.587433,3,8,35,5,False
100.5,2000,85.767421,4,10,43,5,False
53.5,2000,86.914406,3,6,26,5,False
93.0,2000,88.054962,4,9,39,2,False
97.0,2000,89.184037,4,9,44,4,False
61.0,2000,90.322841,3,6,33,4,False
99.0,2000,91.468425,4,10,39,0,False
64.5,2000,92.586525,3,6,37,5,False
70.5,2000,93.732795,3,8,32,3,False
114.0,2000,94.842494,4,12,44,0,False
78.5,2000,95.977233,3,8,40,3,False
78.5,2000,97.079343,3,8,39,1,False
111.5,2000,98.2254,4,11,48,3,False
88.0,2000,99.341862,4,9,34,2,False
94.5,2000,100.453406,4,9,42,5,False
129.5,2000,101.54526,5,13,45,1,False
87.5,2000,102.63328,4,9,36,7,False
123.0,2000,103.731907,5,13,40,4,False
76.0,2000,104.839086,3,8,40,8,False
77.5,2000,105.973486,3,8,41,7,False
109.5,2000,106.693975,4,12,43,7,False
64.0,2000,107.788829,3,8,26,4,False
114.5,2000,108.904547,4,12,45,1,False
108.5,2000,110.007475,4,12,42,7,False
107.0,2000,111.11277,4,12,41,8,False
89.0,2000,112.213351,4,9,36,4,False
38.0,2000,113.326032,2,4,29,2,False
