#{"t_start": 1789251509.9893918, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.02,1102,0.706271,1,1,7,10,True
-7.39,1039,1.496656,1,1,13,10,True
-16.46,346,1.616964,1,0,2,10,True
-10.38,438,1.76408,1,1,4,10,True
-13.4,540,1.943741,1,1,2,10,True
-10.07,507,2.119489,1,1,5,10,True
-16.03,703,2.785429,1,0,6,10,True
-9.64,564,2.973034,1,1,6,10,True
-15.23,723,3.21597,1,0,7,10,True
-9.34,1134,4.056898,1,1,12,10,True
-13.39,839,4.346046,1,0,10,10,True
7.43,1557,5.316494,2,2,18,10,True
7.03,997,6.079943,2,2,12,10,True
11.85,1015,6.458282,2,2,17,10,True
11.71,1729,7.492223,2,2,24,10,True
1.0,2000,8.600303,1,1,20,8,False
-14.74,974,8.961372,1,0,10,10,True
15.33,1667,9.956323,2,2,27,10,True
6.95,1605,10.969434,2,2,18,10,True
-14.04,504,11.152506,1,0,6,10,True
16.5,2000,12.308171,2,2,21,9,False
9.93,907,13.060494,2,2,14,10,True
34.5,2000,14.24555,2,4,27,5,False
22.5,2000,15.528322,2,2,25,5,False
30.5,2000,16.655876,2,4,24,7,False
6.33,1367,17.129044,2,2,15,10,True
54.5,2000,18.25648,3,5,31,3,False
64.5,2000,19.413972,3,5,41,3,False
32.0,2000,20.526989,2,4,26,8,False
15.57,1743,21.562398,2,4,18,10,True
36.5,2000,22.690951,2,4,29,5,False
29.23,1577,23.709663,2,4,30,10,True
38.76,1724,24.769627,3,6,21,10,True
38.0,2000,25.919434,2,4,32,8,False
67.0,2000,27.056263,3,8,30,6,False
51.0,2000,28.194116,3,5,29,6,False
93.5,2000,29.377183,4,9,41,5,False
62.5,2000,30.483144,3,7,32,9,False
49.5,2000,31.567738,3,5,27,5,False
-15.76,376,31.700657,1,0,3,10,True
81.0,2000,32.848258,3,8,42,2,False
76.0,2000,33.974559,3,8,38,4,False
74.5,2000,35.114537,3,7,42,5,False
68.0,2000,36.266004,3,7,36,6,False
60.5,2000,37.39546,3,6,33,5,False
74.0,2000,38.555603,3,7,41,4,False
51.0,2000,39.74661,3,5,26,0,False
75.0,2000,40.482559,3,8,37,4,False
89.5,2000,41.630971,4,9,36,3,False
76.5,2000,42.804552,3,8,39,5,False
94.5,2000,43.952055,4,9,41,3,False
76.0,2000,45.13387,3,8,37,2,False
92.0,2000,46.289157,4,9,39,4,False
60.0,2000,47.42126,3,5,38,6,False
92.0,2000,48.589084,4,9,39,4,False
69.0,2000,49.729732,3,8,30,2,False
70.5,2000,50.916462,3,7,36,1,False
108.5,2000,52.095741,4,11,45,3,False
58.0,2000,53.261076,3,5,35,4,False
56.0,2000,54.399489,3,5,32,2,False
72.0,2000,55.55784,3,7,40,6,False
96.5,2000,56.732415,4,9,43,3,False
92.0,2000,57.866541,4,9,39,4,False
64.5,2000,59.026373,3,6,36,3,False
111.0,2000,60.204236,4,11,49,6,False
62.5,2000,61.362724,3,5,39,3,False
76.0,2000,62.500684,3,7,43,4,False
59.0,2000,63.684838,3,5,36,4,False
87.5,2000,64.813295,4,9,35,5,False
100.0,2000,65.988318,4,11,39,8,False
94.5,2000,67.089119,4,9,42,5,False
60.5,2000,68.249862,3,6,32,3,False
71.0,2000,69.435592,3,8,33,4,False
67.5,2000,70.606578,3,7,35,5,False
51.05,1595,71.606934,3,6,32,10,True
82.0,2000,72.753759,4,9,28,2,False
89.0,2000,73.900969,4,9,38,8,False
94.0,2000,75.043795,4,9,42,6,False
38.5,2000,76.154058,2,4,30,3,False
63.0,2000,77.280406,3,7,31,6,False
106.0,2000,78.445192,4,12,38,4,False
91.0,2000,79.604572,4,9,38,4,False
89.5,2000,80.335025,4,9,36,3,False
97.5,2000,81.469122,4,10,40,5,False
64.0,2000,82.605624,3,6,35,2,False
50.0,2000,83.767684,3,5,27,4,False
111.0,2000,84.913674,4,12,43,4,False
105.0,2000,86.08105,4,11,42,4,False
109.0,2000,87.21695,4,11,46,4,False
110.5,2000,88.373014,4,11,47,3,False
106.0,2000,89.504203,4,10,47,2,False
91.5,2000,90.646721,4,9,40,7,False
97.0,2000,91.790284,4,11,34,4,False
87.0,2000,92.920301,4,9,33,2,False
74.0,2000,94.033194,3,8,36,4,False
59.0,2000,95.145972,3,5,37,6,False
87.0,2000,96.273805,4,9,33,2,False
71.0,2000,97.400424,3,7,37,2,False
104.0,2000,98.53191,4,11,40,2,False
100.0,2000,99.641733,4,11,37,4,False
85.0,2000,100.745924,4,9,31,2,False
92.0,2000,101.840103,4,9,40,6,False
104.0,2000,102.930016,4,12,36,4,False
91.0,2000,104.032691,4,9,38,4,False
105.0,2000,105.146347,4,10,48,6,False
94.0,2000,106.3011,4,9,42,6,False
109.5,2000,107.41969,4,12,41,3,False
100.5,2000,108.531646,4,11,36,1,False
75.5,2000,109.628609,3,8,40,9,False
102.5,2000,110.737674,4,11,39,3,False
95.5,2000,111.841822,4,10,38,5,False
75.0,2000,112.947577,3,8,38,6,False
