#{"t_start": 1788626630.6900742, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-13.71,121,0.370577,1,0,0,5,True
-13.16,266,0.449896,1,0,2,5,True
-10.02,352,0.692259,1,0,6,5,True
-13.82,232,0.765921,1,0,1,5,True
-12.7,220,0.943206,1,0,2,5,True
-11.58,408,1.177162,1,0,5,5,True
-15.25,275,1.265896,1,0,0,5,True
-10.69,319,1.473594,1,0,5,5,True
-14.28,278,1.562234,1,0,1,5,True
-15.43,293,1.76471,1,0,0,5,True
-14.39,189,1.825078,1,0,0,5,True
-13.97,147,1.97326,1,0,0,5,True
-15.07,257,2.054743,1,0,0,5,True
-11.73,323,2.260638,1,0,4,5,True
-14.38,188,2.32075,1,0,0,5,True
-13.84,334,2.527447,1,0,2,5,True
-12.93,143,2.572988,1,0,1,5,True
-11.57,307,2.772433,1,0,4,5,True
-6.61,311,2.878621,1,1,4,5,True
-9.06,356,3.106338,1,0,7,5,True
-12.11,361,3.332432,1,0,4,5,True
-12.37,187,3.39409,1,0,2,5,True
-14.65,215,3.462333,1,0,0,5,True
-9.06,356,3.700092,1,0,7,5,True
-7.97,247,3.892475,1,1,2,5,True
-9.41,491,4.168292,1,0,8,5,True
-12.84,234,4.246951,1,0,2,5,True
-10.19,369,4.468022,1,0,6,5,True
-12.56,206,4.536851,1,0,2,5,True
-10.77,327,4.747732,1,0,5,5,True
-13.99,149,4.795106,1,0,0,5,True
-13.48,198,4.858096,1,0,1,5,True
-13.08,258,5.05422,1,0,2,5,True
-14.17,167,5.112863,1,0,0,5,True
-12.38,188,5.281236,1,0,2,5,True
-13.32,282,5.371578,1,0,2,5,True
-13.66,216,5.545335,1,0,1,5,True
-10.86,336,5.653374,1,0,5,5,True
-13.87,137,5.798238,1,0,0,5,True
-13.88,138,5.84816,1,0,0,5,True
-12.61,311,5.957967,1,0,3,5,True
-12.73,323,6.176513,1,0,3,5,True
-13.33,183,6.237705,1,0,1,5,True
-9.29,379,6.465668,1,0,7,5,True
-10.98,348,6.687179,1,0,5,5,True
-2.46,496,6.963508,1,1,10,5,True
-13.27,177,7.023081,1,0,1,5,True
-13.07,157,7.075711,1,0,1,5,True
