#{"t_start": 1789118761.45579, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-15.36,286,0.505251,1,0,0,5,True
-14.98,248,0.591285,1,0,0,5,True
-14.81,231,0.671143,1,0,0,5,True
-14.41,191,0.735866,1,0,0,5,True
-14.08,158,0.788751,1,0,0,5,True
-14.17,167,0.84413,1,0,0,5,True
-12.76,326,0.956851,1,0,3,5,True
-14.72,222,1.033771,1,0,0,5,True
-9.09,159,1.088721,1,1,0,5,True
-15.43,293,1.606576,1,0,0,5,True
-15.94,344,1.727717,1,0,0,5,True
-14.13,163,1.784345,1,0,0,5,True
-8.88,138,1.832292,1,1,0,5,True
-14.57,207,1.903235,1,0,0,5,True
-14.39,189,1.967898,1,0,0,5,True
-15.77,327,2.080934,1,0,0,5,True
-16.11,361,2.20585,1,0,0,5,True
-14.33,183,2.670395,1,0,0,5,True
-14.51,201,2.74256,1,0,0,5,True
-14.8,230,2.825234,1,0,0,5,True
-15.97,347,2.948389,1,0,0,5,True
-14.84,634,3.171701,1,0,4,5,True
-15.36,286,3.272783,1,0,0,5,True
-8.49,399,3.840016,1,1,3,5,True
-15.27,277,3.944259,1,0,0,5,True
-18.18,768,4.234873,1,0,2,5,True
-13.99,149,4.291754,1,0,0,5,True
-14.25,175,4.364399,1,0,0,5,True
-13.31,281,4.474797,1,0,2,5,True
-5.18,1468,5.431997,2,2,2,5,True
1.0,650,5.685143,2,2,0,5,True
-15.0,2000,6.894379,1,1,2,4,False
2.0,950,7.685915,2,2,4,5,True
-10.11,861,8.01835,1,0,11,5,True
7.85,465,8.207339,2,2,5,5,True
-14.62,1412,9.152373,1,1,7,5,True
9.06,1244,10.013772,2,2,14,5,True
1.81,1069,10.417272,2,2,5,5,True
3.38,912,11.171087,2,2,5,5,True
-13.3,380,11.31026,1,0,3,5,True
-7.34,684,11.568103,1,1,7,5,True
-8.64,314,11.685975,1,0,7,5,True
-11.72,322,12.216659,1,0,4,5,True
-9.76,726,12.52857,1,0,10,5,True
3.14,836,12.851778,2,2,4,5,True
12.08,1542,13.831972,2,2,20,5,True
5.94,556,14.03186,2,2,4,5,True
7.06,544,14.64694,2,2,5,5,True
8.0,550,14.850493,2,2,6,5,True
9.09,841,15.162951,2,2,10,5,True
5.9,460,15.745137,2,2,3,5,True
-9.69,419,15.904805,1,1,2,5,True
-12.47,997,16.295184,1,1,5,5,True
11.71,1179,17.160354,2,2,16,5,True
6.8,570,17.384474,2,2,5,5,True
-4.62,512,17.574662,1,1,8,5,True
14.66,1084,18.395222,2,2,18,5,True
-10.0,350,18.537042,1,1,1,5,True
40.5,2000,19.756825,3,6,12,3,False
-7.37,587,19.971608,1,0,11,5,True
-5.45,495,20.556637,1,1,7,5,True
6.1,740,20.843996,2,2,6,5,True
10.6,690,21.134465,2,2,10,5,True
6.06,444,21.296694,2,2,3,5,True
13.59,791,22.002553,2,2,14,5,True
12.89,761,22.329159,2,3,8,5,True
9.83,667,22.99493,2,2,9,5,True
15.39,511,23.18012,2,3,8,5,True
-12.64,214,23.258143,1,0,2,5,True
-2.4,790,23.552333,1,0,18,5,True
13.55,495,24.139862,2,3,6,5,True
37.74,1876,24.842404,3,5,24,5,True
28.73,977,25.616326,3,5,6,5,True
9.13,637,25.866275,2,2,8,5,True
9.4,810,26.582057,2,2,10,5,True
8.1,440,26.76025,2,2,5,5,True
7.85,665,27.063524,2,2,7,5,True
-8.0,750,27.799384,1,1,7,5,True
-6.48,298,27.91192,1,1,4,5,True
6.83,467,28.094326,2,2,4,5,True
11.9,560,28.309248,2,3,5,5,True
12.49,701,28.974818,2,3,7,5,True
