#{"t_start": 1789118761.455573, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.15,165,0.461925,1,0,0,5,True
-14.51,201,0.533156,1,0,0,5,True
-15.85,335,0.649949,1,0,0,5,True
-13.85,135,0.695237,1,0,0,5,True
-14.42,192,0.7602,1,0,0,5,True
-14.63,213,0.830675,1,0,0,5,True
-15.26,276,0.926008,1,0,0,5,True
-15.03,253,1.013934,1,0,0,5,True
-14.02,152,1.066759,1,0,0,5,True
-14.15,165,1.540599,1,0,0,5,True
-14.3,180,1.601988,1,0,0,5,True
-12.6,410,1.746078,1,0,4,5,True
-15.37,287,1.845648,1,0,0,5,True
-14.74,424,1.991112,1,0,2,5,True
-14.1,160,2.0463,1,0,0,5,True
-14.52,202,2.115994,1,0,0,5,True
-15.05,255,2.204442,1,0,0,5,True
-15.7,320,2.717128,1,0,0,5,True
-14.42,192,2.787402,1,0,0,5,True
-15.85,635,3.012265,1,0,3,5,True
-12.43,693,3.257525,1,1,2,5,True
-13.81,131,3.301332,1,0,0,5,True
-15.14,364,3.859376,1,0,1,5,True
-14.44,394,4.010968,1,0,2,5,True
-16.35,485,4.189389,1,0,1,5,True
-16.03,453,4.369631,1,0,1,5,True
-15.09,259,4.471532,1,0,0,5,True
-14.91,441,5.039591,1,0,2,5,True
-13.91,141,5.092064,1,0,0,5,True
-13.0,2000,6.281018,1,1,2,0,False
-12.31,781,6.587967,1,0,8,5,True
-0.64,1014,7.400842,2,2,2,5,True
-0.63,1613,8.038731,2,2,8,5,True
-15.05,1255,8.933648,1,0,10,5,True
-8.52,802,9.241449,1,0,12,5,True
6.51,1099,10.048248,2,2,10,5,True
-10.17,867,10.376683,1,1,6,5,True
9.58,692,11.046346,2,3,4,5,True
-12.76,526,11.240499,1,0,5,5,True
-9.73,423,11.39898,1,0,7,5,True
-12.84,234,11.488599,1,0,2,5,True
5.38,712,12.158966,2,2,5,5,True
14.0,2000,13.365493,2,4,6,4,False
-12.85,435,13.523578,1,0,4,5,True
7.58,792,13.825566,2,2,8,5,True
6.57,793,14.116944,2,2,7,5,True
-0.67,1117,14.942574,2,2,3,5,True
-14.2,570,15.152326,1,0,4,5,True
9.9,1060,15.97053,2,2,13,5,True
-8.62,512,16.166271,1,0,9,5,True
8.08,642,16.426679,2,2,7,5,True
-7.04,354,16.965869,1,1,4,5,True
11.95,1455,17.523023,2,3,14,5,True
16.01,649,18.17141,2,3,10,5,True
0.71,679,18.43647,1,1,15,5,True
-12.91,341,18.574925,1,0,3,5,True
10.75,475,18.779743,2,2,8,5,True
19.01,749,19.485748,2,3,14,5,True
11.11,1039,19.885113,2,3,9,5,True
14.72,878,20.615302,2,3,11,5,True
15.54,796,20.931754,2,2,16,5,True
9.72,578,21.170952,2,2,8,5,True
-5.31,481,21.749455,1,1,7,5,True
40.5,2000,22.963786,3,5,17,3,False
7.57,793,23.251665,2,2,8,5,True
-6.0,450,23.420592,1,1,6,5,True
4.43,607,23.64441,2,2,3,5,True
10.62,688,24.314134,2,2,10,5,True
14.28,722,24.582627,2,2,14,5,True
9.67,783,24.869373,2,2,10,5,True
-6.83,433,25.432291,1,1,5,5,True
7.59,291,25.543402,2,2,3,5,True
14.76,774,25.851162,2,2,15,5,True
33.8,1070,26.667645,3,5,12,5,True
6.88,562,26.911257,2,2,5,5,True
13.72,878,27.316046,2,3,10,5,True
9.84,666,27.975431,2,2,9,5,True
7.3,320,28.103104,2,2,3,5,True
10.31,619,28.338153,2,2,9,5,True
43.0,2000,29.526689,3,6,15,4,False
9.37,613,29.779292,2,2,8,5,True
