#{"t_start": 1789118761.459577, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.84,234,0.483868,1,0,0,5,True
-13.94,144,0.532882,1,0,0,5,True
-15.15,265,0.625412,1,0,0,5,True
-15.08,358,0.747349,1,0,1,5,True
-14.22,172,0.804134,1,0,0,5,True
-14.61,211,0.876266,1,0,0,5,True
-16.01,351,0.998269,1,0,0,5,True
-14.43,193,1.064697,1,0,0,5,True
-9.5,200,1.550912,1,1,0,5,True
-14.27,177,1.611188,1,0,0,5,True
-14.63,313,1.721378,1,0,1,5,True
-14.24,174,1.781887,1,0,0,5,True
-15.21,271,1.875694,1,0,0,5,True
-14.46,196,1.942682,1,0,0,5,True
-14.56,206,2.013556,1,0,0,5,True
-14.44,194,2.080639,1,0,0,5,True
-14.79,229,2.159792,1,0,0,5,True
-14.86,236,2.642111,1,0,0,5,True
-17.22,772,2.919048,1,0,3,5,True
-16.54,504,3.095066,1,0,1,5,True
-14.89,439,3.251497,1,0,2,5,True
-14.31,181,3.31277,1,0,0,5,True
-14.62,212,3.792546,1,0,0,5,True
-14.0,2000,4.984622,1,1,2,2,False
-14.36,186,5.052208,1,0,0,5,True
-12.18,268,5.151208,1,0,3,5,True
-13.71,121,5.194665,1,0,0,5,True
-7.88,938,5.555872,1,1,9,5,True
-16.92,542,6.179125,1,0,1,5,True
-14.0,2000,6.980824,1,1,3,4,False
10.0,2000,8.186543,2,3,7,4,False
-5.5,500,8.782348,1,1,7,5,True
5.95,1055,9.187263,2,2,9,5,True
6.2,1430,10.119661,2,2,13,5,True
9.88,462,10.295693,2,2,7,5,True
-7.19,369,10.431328,1,1,4,5,True
-12.52,202,10.507833,1,0,2,5,True
-4.14,664,11.166462,1,1,10,5,True
-12.31,281,11.268834,1,0,3,5,True
-12.37,887,11.602931,1,0,9,5,True
-8.66,416,12.163848,1,1,3,5,True
-6.71,821,12.515068,1,1,9,5,True
10.24,626,12.757892,2,2,9,5,True
-12.54,204,12.836671,1,0,2,5,True
9.74,1076,13.641284,2,2,13,5,True
-12.92,542,13.84507,1,0,5,5,True
10.03,947,14.605006,2,2,12,5,True
3.44,1206,15.052883,2,2,8,5,True
6.39,811,15.765348,2,2,7,5,True
5.26,1024,16.162351,2,2,8,5,True
7.42,808,16.490652,2,2,8,5,True
7.95,755,17.177647,2,2,8,5,True
-9.17,367,17.327501,1,0,7,5,True
-9.39,389,17.468977,1,0,7,5,True
10.26,524,17.66715,2,2,8,5,True
31.7,880,18.410092,3,5,8,5,True
-5.04,654,18.68241,1,0,14,5,True
9.71,579,18.928921,2,3,3,5,True
36.16,934,19.698721,3,5,13,5,True
10.01,549,19.901991,2,2,8,5,True
13.96,754,20.58527,2,3,9,5,True
9.18,732,20.872034,2,2,9,5,True
9.65,785,21.196436,2,2,10,5,True
-3.46,496,21.777509,1,1,9,5,True
7.66,984,22.178839,2,2,10,5,True
11.09,441,22.362981,2,2,8,5,True
7.99,451,22.544164,2,2,5,5,True
13.33,917,23.282173,2,2,15,5,True
11.15,835,23.595077,2,3,7,5,True
10.88,862,24.325611,2,2,12,5,True
33.95,655,24.56947,3,5,8,5,True
-5.24,574,24.77804,1,1,8,5,True
12.55,495,25.366257,2,3,5,5,True
-9.12,462,25.53906,1,0,8,5,True
13.96,654,25.803188,2,3,8,5,True
10.78,572,26.018556,2,2,9,5,True
14.88,662,26.681606,2,3,9,5,True
-7.07,457,26.879493,1,1,5,5,True
7.9,660,27.184961,2,2,7,5,True
15.97,653,27.860527,2,4,5,5,True
8.06,744,28.151154,2,2,8,5,True
14.24,426,28.311564,2,3,6,5,True
5.82,468,28.49033,2,2,3,5,True
4.59,491,29.074953,2,2,2,5,True
-7.78,328,29.198077,1,1,3,5,True
12.25,725,29.501383,2,3,7,5,True
5.48,302,29.627228,2,2,1,5,True
