#{"t_start": 1789118761.4551191, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-12.7,220,0.483322,1,0,2,5,True
-15.66,316,0.592594,1,0,0,5,True
-13.89,139,0.641112,1,0,0,5,True
-14.15,265,0.731125,1,0,1,5,True
-14.17,167,0.78703,1,0,0,5,True
-15.21,271,0.878641,1,0,0,5,True
-15.2,270,0.97224,1,0,0,5,True
-9.45,195,1.039276,1,1,0,5,True
-15.36,286,1.555708,1,0,0,5,True
-15.16,266,1.647222,1,0,0,5,True
-13.9,140,1.696424,1,0,0,5,True
-13.18,168,1.755521,1,0,1,5,True
-15.86,436,1.905829,1,0,1,5,True
-14.0,150,1.957303,1,0,0,5,True
-14.15,165,2.014129,1,0,0,5,True
-14.61,211,2.087114,1,0,0,5,True
-16.11,461,2.647275,1,0,1,5,True
-15.25,275,2.746044,1,0,0,5,True
-14.16,166,2.805505,1,0,0,5,True
-20.59,809,3.090812,1,0,0,5,True
-13.85,135,3.138832,1,0,0,5,True
-14.08,158,3.195481,1,0,0,5,True
-15.7,620,3.839286,1,0,3,5,True
-12.97,647,4.08422,1,0,6,5,True
-14.02,152,4.139348,1,0,0,5,True
-15.83,333,4.267369,1,0,0,5,True
-19.03,653,4.523466,1,0,0,5,True
1.0,2000,5.694973,2,2,2,2,False
-19.59,909,6.464596,1,0,2,5,True
-9.45,695,6.739822,1,0,10,5,True
11.17,833,7.483762,2,2,12,5,True
3.3,920,7.8458,2,2,5,5,True
5.64,1086,8.681219,2,2,9,5,True
7.62,1288,9.176868,2,3,8,5,True
24.0,2000,10.326222,2,4,15,2,False
-10.0,750,11.016608,1,0,10,5,True
12.79,771,11.301363,2,2,13,5,True
7.86,764,11.588876,2,2,8,5,True
-14.86,336,11.717285,1,0,1,5,True
-7.68,418,12.28853,1,1,4,5,True
10.7,1280,12.81074,2,2,16,5,True
4.17,833,13.520484,2,2,5,5,True
23.47,1503,14.083451,3,5,6,5,True
4.64,886,14.82002,2,2,6,5,True
-7.7,420,14.97842,1,1,4,5,True
-14.1,260,15.0758,1,0,1,5,True
32.0,2000,16.251064,3,6,4,4,False
6.81,869,16.999224,2,2,8,5,True
3.4,810,17.319495,2,2,4,5,True
5.83,967,17.678616,2,2,8,5,True
15.67,1183,18.544943,2,2,20,5,True
9.5,600,18.802498,2,2,8,5,True
5.63,587,19.443245,2,2,4,5,True
9.84,466,19.628803,2,2,7,5,True
15.32,718,19.898097,2,3,10,5,True
9.76,674,20.549907,2,2,9,5,True
15.27,1123,20.996732,2,3,14,5,True
6.17,433,21.175876,2,2,3,5,True
6.82,768,21.859593,2,2,7,5,True
33.48,1102,22.321906,3,5,12,5,True
12.02,648,22.981406,2,3,6,5,True
-3.43,493,23.160942,1,1,9,5,True
9.35,515,23.3543,2,2,7,5,True
13.89,761,23.633404,2,3,9,5,True
29.4,1310,24.533413,3,5,10,5,True
14.56,594,24.750817,2,4,3,5,True
16.55,995,25.523721,2,3,14,5,True
17.0,2000,26.711026,2,4,9,4,False
-6.62,612,26.983275,1,1,7,5,True
-0.51,601,27.261379,1,1,13,5,True
6.76,274,27.782251,2,2,2,5,True
-11.63,213,27.86194,1,0,3,5,True
7.25,625,28.104987,2,2,6,5,True
9.96,554,28.31636,2,2,8,5,True
8.95,555,28.529287,2,2,7,5,True
61.0,2000,29.73115,4,9,7,2,False
