#{"t_start": 1789118761.4556868, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.75,225,0.484552,1,0,0,5,True
-14.37,287,0.583854,1,0,1,5,True
-14.17,167,0.641957,1,0,0,5,True
-15.77,327,0.752937,1,0,0,5,True
-9.66,216,0.823856,1,1,0,5,True
-14.17,167,0.882137,1,0,0,5,True
-15.38,288,0.981679,1,0,0,5,True
-14.68,218,1.05687,1,0,0,5,True
-14.29,179,1.536106,1,0,0,5,True
-14.88,238,1.617593,1,0,0,5,True
-16.02,352,1.741649,1,0,0,5,True
-14.14,164,1.798386,1,0,0,5,True
-13.55,205,1.869293,1,0,1,5,True
-14.66,216,1.943023,1,0,0,5,True
-11.74,424,2.089451,1,1,0,5,True
-13.75,125,2.131983,1,0,0,5,True
-20.6,810,2.819589,1,0,0,5,True
-15.62,312,2.931336,1,0,0,5,True
-14.69,219,3.007509,1,0,0,5,True
-19.04,654,3.238757,1,0,0,5,True
-16.95,1045,4.050014,1,1,1,5,True
-15.08,858,4.378848,1,0,6,5,True
-14.58,208,4.460704,1,0,0,5,True
-17.16,566,5.07569,1,0,1,5,True
-14.74,224,5.157796,1,0,0,5,True
3.0,2000,6.354741,2,2,5,4,False
-12.69,619,6.59528,1,0,6,5,True
-19.68,1818,7.733058,1,1,6,5,True
-9.54,804,8.044065,1,1,6,5,True
-11.15,1265,8.943567,1,0,14,5,True
6.25,725,9.222041,2,2,6,5,True
-2.97,647,9.855606,1,1,11,5,True
-13.03,553,10.066161,1,0,5,5,True
-9.71,421,10.228047,1,0,7,5,True
-9.64,314,10.345155,1,0,6,5,True
18.99,951,11.113658,2,3,16,5,True
-7.56,406,11.260635,1,0,9,5,True
-10.86,336,11.386568,1,0,5,5,True
45.0,2000,12.593206,3,7,12,4,False
10.16,934,12.948865,2,2,12,5,True
1.55,795,13.645988,2,2,2,5,True
-0.62,1512,14.618966,2,2,7,5,True
-7.88,738,14.891789,1,1,7,5,True
8.76,974,15.255853,2,2,11,5,True
11.37,713,15.936097,2,2,11,5,True
2.12,1138,16.389067,2,2,6,5,True
11.69,1081,17.208348,2,2,15,5,True
12.29,1221,17.673616,2,3,12,5,True
30.07,1543,18.692887,3,5,13,5,True
10.75,1075,19.535201,2,3,9,5,True
5.63,587,19.767814,2,2,4,5,True
10.38,512,19.953002,2,2,8,5,True
4.56,694,20.614743,2,2,4,5,True
-9.17,567,20.835076,1,0,9,5,True
10.57,693,21.126853,2,2,10,5,True
12.45,705,21.788531,2,3,7,5,True
8.13,637,22.039965,2,2,7,5,True
35.98,852,22.398717,3,5,12,5,True
2.36,614,23.042017,1,1,16,5,True
6.33,817,23.344577,2,2,7,5,True
12.66,584,23.557112,2,2,11,5,True
-4.81,731,24.23692,1,0,15,5,True
6.21,529,24.438469,2,2,4,5,True
12.75,675,24.687098,2,3,7,5,True
12.18,532,24.883702,2,3,5,5,True
29.81,1169,25.742583,3,5,9,5,True
-2.92,342,25.868167,1,1,8,5,True
-12.15,565,26.489517,1,0,6,5,True
46.5,2000,27.36056,3,8,8,3,False
11.73,977,28.140869,2,3,9,5,True
33.24,1026,28.532405,3,5,11,5,True
16.01,749,29.21203,2,2,16,5,True
34.99,951,29.608678,3,5,12,5,True
-8.6,210,29.697733,1,1,1,5,True
