#{"t_start": 1788693756.598672, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.79,229,0.388583,1,0,0,5,True
-17.18,568,0.573002,1,0,1,5,True
-15.46,296,0.670738,1,0,0,5,True
-14.52,202,0.739034,1,0,0,5,True
-13.99,149,0.789335,1,0,0,5,True
-14.23,173,0.848599,1,0,0,5,True
-13.98,148,0.898543,1,0,0,5,True
-14.68,218,0.970766,1,0,0,5,True
-13.81,131,1.425467,1,0,0,5,True
-15.32,282,1.521697,1,0,0,5,True
-15.09,259,1.607476,1,0,0,5,True
-15.19,269,1.700923,1,0,0,5,True
-14.35,185,1.768097,1,0,0,5,True
-16.07,357,1.892132,1,0,0,5,True
-9.54,204,1.959309,1,1,0,5,True
-15.13,263,2.043444,1,0,0,5,True
-13.38,188,2.502653,1,0,1,5,True
-14.58,208,2.573307,1,0,0,5,True
-16.37,487,2.739041,1,0,1,5,True
-16.09,359,2.863213,1,0,0,5,True
-14.06,156,2.915059,1,0,0,5,True
-15.97,347,3.033594,1,0,0,5,True
-14.97,247,3.121047,1,0,0,5,True
-14.23,173,3.180905,1,0,0,5,True
-13.83,133,3.625722,1,0,0,5,True
-14.03,153,3.698809,1,0,0,5,True
-13.98,148,3.749692,1,0,0,5,True
-14.28,178,3.811047,1,0,0,5,True
-16.61,411,3.954748,1,0,0,5,True
-14.23,173,4.01492,1,0,0,5,True
-18.96,846,4.296131,1,0,2,5,True
-14.33,183,4.762844,1,0,0,5,True
-15.21,271,4.85287,1,0,0,5,True
-19.78,728,5.103005,1,0,0,5,True
-14.39,389,5.23693,1,0,2,5,True
-14.15,265,5.328363,1,0,1,5,True
-14.17,167,5.385366,1,0,0,5,True
-14.15,565,5.994237,1,0,4,5,True
-17.08,1458,6.505819,1,1,5,5,True
-13.98,148,6.956741,1,0,0,5,True
-17.64,914,7.285286,1,0,4,5,True
-16.02,552,7.49328,1,0,2,5,True
-15.99,449,7.65442,1,0,1,5,True
-16.6,1210,8.518165,1,0,8,5,True
-14.04,154,8.575313,1,0,0,5,True
-17.15,565,8.792676,1,0,1,5,True
-14.2,170,8.86,1,0,0,5,True
4.46,904,9.622144,2,2,6,5,True
6.43,707,9.909303,2,2,6,5,True
-14.84,234,10.004864,1,0,0,5,True
1.2,1230,10.925281,2,2,6,5,True
-15.8,630,11.151984,1,0,3,5,True
7.24,1826,12.320365,2,2,18,5,True
-14.64,1114,13.142673,1,1,4,5,True
3.08,1042,13.535255,2,2,6,5,True
3.12,838,14.266791,2,2,4,5,True
10.0,2000,15.463164,2,3,7,4,False
6.45,805,15.761683,2,2,7,5,True
-9.02,452,15.926241,1,0,8,5,True
11.99,751,16.599991,2,2,12,5,True
4.97,653,16.847347,2,2,4,5,True
-1.13,863,17.170669,1,1,15,5,True
7.54,596,17.824557,2,2,6,5,True
-11.79,329,17.963069,1,0,4,5,True
-10.12,262,18.069808,1,0,5,5,True
4.79,971,18.427458,2,2,7,5,True
-7.56,506,19.029224,1,1,5,5,True
-9.51,501,19.194228,1,1,3,5,True
-13.1,360,19.320762,1,0,3,5,True
-3.57,507,19.509523,1,1,9,5,True
-6.91,441,20.069478,1,1,5,5,True
-10.99,349,20.194908,1,1,0,5,True
-9.65,315,20.305522,1,0,6,5,True
-5.59,409,20.448378,1,1,6,5,True
-14.25,175,20.510245,1,0,0,5,True
-11.53,303,20.617198,1,0,4,5,True
6.11,739,21.292698,2,2,6,5,True
7.24,1026,21.665415,2,2,10,5,True
11.89,561,21.871697,2,3,5,5,True
-13.02,452,22.446815,1,0,4,5,True
-8.51,401,22.613389,1,0,8,5,True
-7.21,371,22.75996,1,1,4,5,True
9.94,556,22.963176,2,2,8,5,True
10.0,750,23.661651,2,2,10,5,True
6.68,882,24.036926,2,2,8,5,True
7.03,347,24.176317,2,2,3,5,True
6.72,778,24.875104,2,2,7,5,True
-8.04,454,25.040922,1,1,4,5,True
25.41,1409,25.99565,3,5,7,5,True
5.51,899,26.354722,2,2,7,5,True
9.63,787,26.657289,2,2,10,5,True
4.3,420,27.231721,2,2,1,5,True
7.81,769,27.569541,2,2,8,5,True
-13.09,159,27.638738,1,0,1,5,True
7.04,846,27.956454,2,2,8,5,True
6.21,529,28.549523,2,2,4,5,True
