#{"t_start": 1788693756.600888, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.74,224,0.384721,1,0,0,5,True
-9.27,277,0.477,1,1,1,5,True
-14.1,160,0.528984,1,0,0,5,True
-15.0,350,0.641111,1,0,1,5,True
-14.99,249,0.724083,1,0,0,5,True
-14.29,179,0.785384,1,0,0,5,True
-15.41,291,0.884918,1,0,0,5,True
-14.89,239,0.964087,1,0,0,5,True
-14.37,187,1.437383,1,0,0,5,True
-14.29,179,1.498984,1,0,0,5,True
-9.18,168,1.554093,1,1,0,5,True
-16.17,367,1.680354,1,0,0,5,True
-12.43,193,1.74937,1,0,2,5,True
-16.2,370,1.877498,1,0,0,5,True
-14.31,181,1.939493,1,0,0,5,True
-13.97,147,1.984759,1,0,0,5,True
-15.69,319,2.090904,1,0,0,5,True
-14.47,197,2.553419,1,0,0,5,True
-15.12,262,2.643604,1,0,0,5,True
-15.42,292,2.742122,1,0,0,5,True
-15.69,319,2.852326,1,0,0,5,True
-14.66,216,2.925142,1,0,0,5,True
-15.59,309,3.030339,1,0,0,5,True
-15.4,290,3.133024,1,0,0,5,True
-15.13,263,3.622213,1,0,0,5,True
-14.35,185,3.706884,1,0,0,5,True
-14.72,222,3.782808,1,0,0,5,True
-10.39,389,3.918692,1,1,1,5,True
-14.15,165,3.976227,1,0,0,5,True
-16.71,421,4.118472,1,0,0,5,True
-14.72,222,4.192527,1,0,0,5,True
-16.19,369,4.720231,1,0,0,5,True
-15.02,252,4.802353,1,0,0,5,True
-15.4,290,4.902493,1,0,0,5,True
-14.2,170,4.961098,1,0,0,5,True
-15.74,324,5.071786,1,0,0,5,True
-13.83,133,5.11662,1,0,0,5,True
-10.03,353,5.238933,1,1,1,5,True
-17.86,936,5.975389,1,0,4,5,True
-14.43,193,6.041903,1,0,0,5,True
-14.74,324,6.155934,1,0,1,5,True
-14.72,222,6.235774,1,0,0,5,True
-15.53,403,6.376364,1,0,1,5,True
-14.77,227,6.455807,1,0,0,5,True
-14.93,243,6.539868,1,0,0,5,True
-15.19,269,7.035495,1,0,0,5,True
-15.2,270,7.130648,1,0,0,5,True
-15.61,311,7.242457,1,0,0,5,True
-17.69,519,7.439491,1,0,0,5,True
-2.61,1611,8.441992,2,2,6,5,True
-3.0,2000,9.627166,1,1,14,4,False
-12.68,418,9.800765,1,0,4,5,True
6.43,507,10.004365,2,2,4,5,True
-12.9,740,10.730466,1,0,7,5,True
-12.52,402,10.890318,1,0,4,5,True
-12.96,546,11.089565,1,0,5,5,True
-9.58,1208,12.007548,1,1,10,5,True
-10.13,1163,12.467669,1,1,9,5,True
5.7,980,13.231818,2,2,8,5,True
-14.94,844,13.549462,1,0,6,5,True
9.0,2000,14.751142,2,2,11,4,False
5.96,854,15.48478,2,2,7,5,True
-2.75,725,15.752198,1,1,12,5,True
-10.32,682,16.001327,1,0,9,5,True
-11.78,428,16.558083,1,0,5,5,True
29.2,1130,16.990697,3,5,8,5,True
11.15,1135,17.839819,2,3,10,5,True
4.73,777,18.151728,2,2,5,5,True
7.98,852,18.4678,2,2,9,5,True
-13.87,137,18.931011,1,0,0,5,True
15.62,1388,19.422697,2,3,17,5,True
11.31,919,20.15321,2,2,13,5,True
-10.46,296,20.25815,1,0,5,5,True
-2.35,385,20.392076,1,1,9,5,True
11.24,626,20.612192,2,2,10,5,True
-15.43,293,20.718491,1,0,0,5,True
14.71,979,21.485448,2,2,17,5,True
-12.55,505,21.664855,1,0,5,5,True
-12.9,440,21.823584,1,0,4,5,True
-6.03,353,22.356973,1,1,5,5,True
8.81,669,22.63299,2,2,8,5,True
9.84,1266,23.118006,2,3,10,5,True
8.47,803,23.841645,2,2,9,5,True
3.28,922,24.229226,2,2,5,5,True
9.24,1026,25.014626,2,2,12,5,True
16.5,2000,26.213134,2,4,8,3,False
6.46,604,26.437677,2,2,5,5,True
16.09,941,27.21316,2,3,13,5,True
-13.73,423,27.395563,1,0,3,5,True
-7.16,566,27.646219,1,0,11,5,True
-1.58,608,27.874081,1,1,12,5,True
-3.71,321,27.99474,1,1,7,5,True
11.35,615,28.613894,2,2,10,5,True
34.43,907,28.957597,3,5,11,5,True
