#{"t_start": 1789124141.244116, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.28,178,0.527769,1,0,0,5,True
-14.07,257,0.612982,1,0,1,5,True
-13.05,155,0.665834,1,0,1,5,True
-13.83,333,0.776513,1,0,2,5,True
-12.67,117,0.816267,1,0,1,5,True
-14.33,183,0.883626,1,0,0,5,True
-13.92,142,0.935406,1,0,0,5,True
-13.97,147,0.989724,1,0,0,5,True
-13.59,209,1.066083,1,0,1,5,True
-11.74,224,1.150123,1,0,3,5,True
-12.2,170,1.660125,1,0,2,5,True
-9.24,474,1.83858,1,0,8,5,True
-12.67,217,1.91841,1,0,2,5,True
-14.08,258,2.014141,1,0,1,5,True
-12.45,295,2.124741,1,0,3,5,True
-13.3,180,2.193161,1,0,1,5,True
-13.21,371,2.326619,1,0,3,5,True
-13.87,137,2.374381,1,0,0,5,True
-10.74,424,2.967926,1,0,6,5,True
-14.51,201,3.046214,1,0,0,5,True
-14.61,311,3.166333,1,0,1,5,True
-10.04,554,3.371892,1,0,8,5,True
-12.76,226,3.457699,1,0,2,5,True
-13.37,187,3.526212,1,0,1,5,True
-14.07,257,4.038344,1,0,1,5,True
-13.41,191,4.134892,1,0,1,5,True
-14.29,279,4.236497,1,0,1,5,True
-13.37,287,4.341751,1,0,2,5,True
-11.98,248,4.433436,1,0,3,5,True
-12.42,492,4.617368,1,0,5,5,True
-10.79,429,4.779367,1,0,6,5,True
-11.31,581,5.402669,1,0,7,5,True
-7.39,489,5.581409,1,0,10,5,True
-14.18,268,5.677316,1,0,1,5,True
-3.58,908,6.428846,1,1,13,5,True
-8.16,566,6.634132,1,0,10,5,True
-12.17,467,6.809145,1,0,5,5,True
-13.94,344,6.924859,1,0,2,5,True
-7.23,473,7.092854,1,0,10,5,True
-5.96,546,7.704681,1,0,12,5,True
-3.18,668,7.953981,1,1,11,5,True
-7.8,430,8.100299,1,0,9,5,True
-8.1,1160,8.932126,1,1,11,5,True
3.5,1200,9.380611,2,2,8,5,True
20.98,1952,10.531478,2,2,33,5,True
6.91,1759,11.645323,2,2,17,5,True
-10.71,321,11.776887,1,0,5,5,True
8.65,985,12.559929,2,2,11,5,True
10.34,1516,13.588786,2,2,18,5,True
35.18,1432,14.173347,3,5,17,5,True
-5.1,660,14.833484,1,1,9,5,True
18.89,1161,15.275844,2,2,23,5,True
18.16,1534,16.261536,2,2,26,5,True
18.73,1277,17.161662,2,2,24,5,True
-8.66,316,17.282707,1,0,7,5,True
9.85,965,17.641635,2,2,12,5,True
12.44,806,18.365655,2,2,13,5,True
31.0,2000,19.608462,2,4,22,2,False
17.35,915,19.962535,2,2,19,5,True
1.03,847,20.288353,1,1,17,5,True
7.29,1121,21.15426,2,2,11,5,True
-0.17,767,21.474604,1,0,20,5,True
38.5,2000,22.728957,2,4,30,3,False
15.72,678,23.397594,2,3,10,5,True
8.95,855,23.744533,2,2,10,5,True
8.74,676,24.015562,2,2,8,5,True
17.96,1054,24.853433,2,2,21,5,True
10.87,663,25.103733,2,2,10,5,True
12.11,1039,25.91774,2,2,15,5,True
-0.94,644,26.182825,1,1,13,5,True
13.04,746,26.477346,2,2,13,5,True
10.63,887,27.21719,2,2,12,5,True
14.52,798,27.525546,2,2,15,5,True
15.02,1048,28.328053,2,2,18,5,True
21.03,1247,28.804873,2,2,26,5,True
40.25,1725,29.909859,3,5,25,5,True
