#{"t_start": 1789124141.24233, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.45,195,0.535228,1,0,0,5,True
-10.3,480,0.696068,1,0,7,5,True
-12.02,352,0.813317,1,0,4,5,True
-15.32,282,0.91706,1,0,0,5,True
-14.18,268,1.015262,1,0,1,5,True
-7.71,121,1.059596,1,1,1,5,True
-11.6,210,1.137844,1,0,3,5,True
-13.74,224,1.668414,1,0,1,5,True
-10.06,456,1.839949,1,0,7,5,True
-14.27,277,1.941759,1,0,1,5,True
-11.33,383,2.085333,1,0,5,5,True
-12.11,261,2.183555,1,0,3,5,True
-14.46,196,2.256674,1,0,0,5,True
-13.47,197,2.325811,1,0,1,5,True
-14.95,245,2.84662,1,0,0,5,True
-8.95,345,2.978131,1,1,2,5,True
-12.9,140,3.032638,1,0,1,5,True
-12.65,315,3.154093,1,0,3,5,True
-13.36,186,3.225831,1,0,1,5,True
-10.77,527,3.420032,1,0,7,5,True
-14.22,272,3.521407,1,0,1,5,True
-13.89,239,4.0258,1,0,1,5,True
-13.81,131,4.102456,1,0,0,5,True
-11.18,468,4.273587,1,0,6,5,True
-9.03,453,4.439496,1,0,8,5,True
-13.11,261,4.537045,1,0,2,5,True
-14.3,180,4.604313,1,0,0,5,True
-12.16,466,4.780056,1,0,5,5,True
-11.7,520,5.381096,1,0,6,5,True
-15.37,587,5.595049,1,0,3,5,True
-7.43,193,5.664041,1,1,2,5,True
-11.42,592,5.890411,1,0,7,5,True
-9.44,594,6.518219,1,0,9,5,True
-12.99,249,6.606893,1,0,2,5,True
-13.9,240,6.693785,1,0,1,5,True
-4.34,684,6.937923,1,1,10,5,True
13.57,793,7.635775,2,2,14,5,True
-8.75,425,7.80125,1,0,8,5,True
-3.37,487,7.973624,1,1,9,5,True
-4.36,986,8.734442,1,1,13,5,True
14.21,1129,9.142569,2,2,18,5,True
-9.18,868,9.902868,1,0,12,5,True
-10.54,504,10.090507,1,1,2,5,True
9.34,916,10.42979,2,2,11,5,True
-6.77,1227,11.329533,1,1,13,5,True
10.23,1327,11.855571,2,3,11,5,True
-10.14,564,12.469775,1,0,8,5,True
20.51,1299,12.987447,2,2,26,5,True
13.86,764,13.713273,2,2,14,5,True
-10.53,303,13.858033,1,0,5,5,True
4.51,1899,14.996856,1,1,31,5,True
1.14,1036,15.386726,1,1,19,5,True
-1.7,620,16.023956,1,1,12,5,True
16.0,1050,16.425434,2,2,19,5,True
13.45,1305,17.343373,2,2,19,5,True
10.21,729,17.609928,2,2,10,5,True
8.14,436,17.779756,2,2,5,5,True
53.5,2000,19.009803,3,5,29,1,False
-2.93,643,19.685562,1,1,11,5,True
14.32,1318,20.18708,2,2,20,5,True
12.0,2000,21.414631,1,1,29,4,False
8.53,597,22.049564,2,2,7,5,True
29.89,1861,22.853049,2,2,41,5,True
11.44,606,23.489774,2,2,10,5,True
11.24,926,23.880981,2,2,13,5,True
20.66,1384,24.838553,2,2,27,5,True
8.38,1112,25.262741,2,2,12,5,True
15.75,675,25.937811,2,2,15,5,True
6.73,677,26.216112,2,2,6,5,True
0.06,844,26.959571,1,1,16,5,True
23.8,1270,27.437487,2,2,29,5,True
20.27,1423,28.378725,2,2,27,5,True
18.31,1019,28.773544,2,2,21,5,True
10.77,973,29.549516,2,2,13,5,True
9.7,680,29.839761,2,2,9,5,True
