episode,return,steps,died,collected,epsilon
0,0.0,7,1,0,1.0
1,0.0,9,1,0,0.9998416666666666
2,0.0,23,1,0,0.9996833333333334
3,0.0,1,1,0,0.999525
4,0.0,9,1,0,0.9993666666666666
5,0.0,11,1,0,0.9992083333333334
6,0.0,58,1,0,0.99905
7,0.0,1,1,0,0.9988916666666666
8,0.0,8,1,0,0.9987333333333334
9,0.0,1,1,0,0.998575
10,0.0,13,1,0,0.9984166666666666
11,0.0,4,1,0,0.9982583333333334
12,0.0,16,1,0,0.9981
13,0.0,1,1,0,0.9979416666666666
14,0.0,3,1,0,0.9977833333333334
15,0.0,151,1,0,0.997625
16,0.0,1,1,0,0.9974666666666666
17,0.0,4,1,0,0.9973083333333334
18,0.0,27,1,0,0.99715
19,0.0,1,1,0,0.9969916666666667
20,0.0,19,1,0,0.9968333333333333
21,0.0,1,1,0,0.996675
22,0.0,15,1,0,0.9965166666666667
23,0.0,1,1,0,0.9963583333333333
24,0.0,9,1,0,0.9962
25,0.0,1,1,0,0.9960416666666667
26,0.0,44,1,0,0.9958833333333333
27,0.0,1,1,0,0.995725
28,0.0,300,0,0,0.9955666666666667
29,0.0,10,1,0,0.9954083333333333
30,0.0,1,1,0,0.99525
31,0.0,8,1,0,0.9950916666666667
32,0.0,155,1,0,0.9949333333333333
33,0.0,1,1,0,0.994775
34,0.0,1,1,0,0.9946166666666667
35,0.0,3,1,0,0.9944583333333333
36,0.0,8,1,0,0.9943
37,0.0,1,1,0,0.9941416666666667
38,0.0,1,1,0,0.9939833333333333
39,0.0,16,1,0,0.993825
40,0.0,20,1,0,0.9936666666666667
41,0.0,10,1,0,0.9935083333333333
42,0.0,5,1,0,0.99335
43,0.0,15,1,0,0.9931916666666667
44,0.0,4,1,0,0.9930333333333333
45,0.0,10,1,0,0.992875
46,0.0,3,1,0,0.9927166666666667
47,0.0,2,1,0,0.9925583333333333
48,0.0,4,1,0,0.9924
49,0.0,9,1,0,0.9922416666666667
50,0.0,7,1,0,0.9920833333333333
51,0.0,1,1,0,0.991925
52,0.0,11,1,0,0.9917666666666667
53,0.0,1,1,0,0.9916083333333333
54,0.0,1,1,0,0.99145
55,0.0,1,1,0,0.9912916666666667
56,0.0,16,1,0,0.9911333333333333
57,0.0,7,1,0,0.990975
58,0.0,11,1,0,0.9908166666666667
59,0.0,2,1,0,0.9906583333333333
60,0.0,17,1,0,0.9905
61,0.0,1,1,0,0.9903416666666667
62,0.0,1,1,0,0.9901833333333333
63,0.0,12,1,0,0.990025
64,0.0,1,1,0,0.9898666666666667
65,0.0,1,1,0,0.9897083333333333
66,0.0,1,1,0,0.98955
67,0.0,1,1,0,0.9893916666666667
68,0.0,1,1,0,0.9892333333333333
69,0.0,1,1,0,0.989075
70,0.0,12,1,0,0.9889166666666667
71,0.0,1,1,0,0.9887583333333333
72,0.0,3,1,0,0.9886
73,0.0,22,1,0,0.9884416666666667
74,0.0,15,1,0,0.9882833333333333
75,0.0,1,1,0,0.988125
76,0.0,7,1,0,0.9879666666666667
77,0.0,10,1,0,0.9878083333333333
78,0.0,2,1,0,0.98765
79,0.0,4,1,0,0.9874916666666667
80,0.0,1,1,0,0.9873333333333333
81,0.0,41,1,0,0.987175
82,0.0,1,1,0,0.9870166666666667
83,0.0,3,1,0,0.9868583333333333
84,0.0,9,1,0,0.9867
