episode,return,steps,died,collected,epsilon
0,0.0,69,1,0,1.0
1,1.0,131,1,2,0.999905
2,0.0,31,1,0,0.99981
3,1.0,400,0,2,0.999715
4,0.0,26,1,0,0.99962
5,0.0,81,1,0,0.999525
6,0.0,22,1,0,0.99943
7,1.0,143,1,2,0.999335
8,0.0,4,1,0,0.99924
9,0.0,24,1,0,0.999145
10,0.0,55,1,0,0.99905
11,0.0,34,1,0,0.998955
12,0.0,46,1,0,0.99886
13,0.0,30,1,0,0.998765
14,1.0,143,1,2,0.99867
15,0.0,22,1,0,0.998575
16,0.0,30,1,0,0.99848
17,0.0,43,1,0,0.998385
18,0.0,55,1,1,0.99829
19,0.0,19,1,0,0.998195
20,0.0,7,1,0,0.9981
21,0.0,29,1,0,0.998005
22,0.0,4,1,0,0.99791
23,1.0,135,1,2,0.997815
24,1.0,131,1,2,0.99772
25,0.0,37,1,0,0.997625
26,0.0,7,1,0,0.99753
27,0.0,12,1,0,0.997435
28,0.0,59,1,0,0.99734
29,0.0,23,1,0,0.997245
30,0.0,9,1,0,0.99715
31,0.0,22,1,0,0.997055
32,0.0,28,1,0,0.99696
33,0.0,9,1,0,0.996865
34,0.0,2,1,0,0.99677
35,1.0,232,1,2,0.996675
36,0.0,143,1,1,0.99658
37,0.0,33,1,0,0.996485
38,0.0,30,1,0,0.99639
39,0.0,7,1,0,0.996295
40,0.0,20,1,0,0.9962
41,0.0,29,1,0,0.996105
42,0.0,6,1,0,0.99601
43,1.0,198,1,2,0.995915
44,0.0,13,1,0,0.99582
45,0.0,5,1,0,0.995725
46,0.0,19,1,0,0.99563
47,0.0,4,1,0,0.995535
48,0.0,8,1,0,0.99544
49,0.0,12,1,0,0.995345
50,0.0,316,1,0,0.99525
51,0.0,5,1,0,0.995155
52,0.0,55,1,0,0.9950600000000001
53,0.0,24,1,0,0.994965
54,0.0,25,1,0,0.99487
55,0.0,63,1,1,0.994775
56,0.0,19,1,0,0.99468
57,0.0,9,1,0,0.994585
58,0.0,14,1,0,0.99449
59,0.0,19,1,0,0.994395
60,0.0,17,1,0,0.9943
61,0.0,50,1,0,0.994205
62,1.0,400,0,2,0.99411
63,0.0,34,1,0,0.994015
64,0.0,48,1,0,0.99392
65,0.0,9,1,0,0.993825
66,0.0,79,1,1,0.99373
67,0.0,17,1,0,0.993635
68,0.0,22,1,0,0.99354
69,0.0,19,1,0,0.993445
70,0.0,8,1,0,0.99335
71,0.0,23,1,0,0.993255
72,0.0,9,1,0,0.99316
73,0.0,67,1,0,0.993065
74,0.0,21,1,0,0.99297
75,0.0,27,1,0,0.992875
76,0.0,12,1,0,0.99278
77,0.0,25,1,0,0.992685
78,0.0,13,1,0,0.99259
79,0.0,136,1,1,0.992495
80,0.0,49,1,0,0.9924
81,0.0,9,1,0,0.992305
82,0.0,15,1,0,0.99221
83,0.0,52,1,0,0.992115
84,0.0,50,1,0,0.99202
85,0.0,8,1,0,0.991925
86,0.0,17,1,0,0.99183
87,1.0,138,1,2,0.991735
88,0.0,18,1,0,0.99164
89,0.0,96,1,0,0.991545
90,0.0,8,1,0,0.99145
91,1.0,127,1,2,0.991355
92,0.0,88,1,0,0.99126
93,0.0,27,1,0,0.991165
94,0.0,8,1,0,0.99107
95,0.0,49,1,0,0.990975
96,0.0,40,1,0,0.99088
97,0.0,5,1,0,0.990785
98,3.0,218,1,3,0.99069
99,0.0,31,1,0,0.990595
100,0.0,185,1,0,0.9905
101,0.0,69,1,1,0.990405
102,0.0,10,1,0,0.99031
103,0.0,6,1,0,0.990215
104,0.0,9,1,0,0.99012
105,0.0,21,1,0,0.990025
106,2.0,179,1,2,0.98993
107,0.0,32,1,0,0.989835
108,0.0,6,1,0,0.98974
109,0.0,7,1,0,0.989645
110,0.0,46,1,0,0.98955
111,0.0,25,1,0,0.989455
112,0.0,16,1,0,0.98936
113,0.0,16,1,0,0.989265
114,0.0,30,1,0,0.98917
115,0.0,40,1,0,0.989075
116,0.0,55,1,0,0.98898
117,0.0,148,1,0,0.988885
118,0.0,33,1,0,0.98879
119,0.0,33,1,0,0.988695
120,0.0,6,1,0,0.9886
121,0.0,37,1,0,0.988505
122,0.0,9,1,0,0.98841
123,0.0,101,1,0,0.988315
124,0.0,4,1,0,0.98822
125,0.0,28,1,0,0.988125
126,0.0,46,1,0,0.98803
127,0.0,26,1,0,0.987935
128,0.0,11,1,0,0.98784
129,0.0,4,1,0,0.987745
130,0.0,4,1,0,0.98765
131,0.0,13,1,0,0.987555
132,0.0,19,1,0,0.98746
133,0.0,35,1,0,0.987365
134,0.0,9,1,0,0.98727
135,0.0,33,1,0,0.987175
136,0.0,12,1,0,0.98708
137,0.0,10,1,0,0.986985
138,0.0,4,1,0,0.98689
139,0.0,9,1,0,0.986795
140,0.0,3,1,0,0.9867
141,0.0,31,1,0,0.986605
142,0.0,4,1,0,0.98651
143,0.0,79,1,0,0.986415
144,0.0,35,1,0,0.98632
145,0.0,7,1,0,0.986225
146,0.0,16,1,0,0.98613
147,0.0,50,1,0,0.986035
148,0.0,17,1,0,0.98594
149,0.0,5,1,0,0.985845
150,0.0,19,1,0,0.98575
151,0.0,15,1,0,0.985655
152,0.0,10,1,0,0.98556
153,1.0,115,1,2,0.985465
154,0.0,48,1,1,0.98537
155,0.0,8,1,0,0.985275
156,1.0,215,1,2,0.9851800000000001
157,0.0,190,1,0,0.985085
158,1.0,268,1,2,0.98499
159,0.0,26,1,0,0.984895
160,0.0,49,1,0,0.9848
161,0.0,24,1,0,0.984705
162,0.0,12,1,0,0.98461
163,0.0,58,1,0,0.984515
164,0.0,36,1,0,0.98442
165,0.0,10,1,0,0.984325
166,0.0,12,1,0,0.98423
167,0.0,364,1,0,0.984135
168,0.0,248,1,1,0.98404
169,0.0,12,1,0,0.983945
170,0.0,11,1,0,0.98385
171,1.0,50,1,2,0.983755
172,1.0,124,1,2,0.98366
173,1.0,400,0,2,0.983565
174,0.0,7,1,0,0.98347
175,0.0,12,1,0,0.983375
176,0.0,27,1,0,0.98328
177,0.0,18,1,0,0.983185
178,0.0,27,1,0,0.98309
179,0.0,74,1,1,0.982995
180,0.0,7,1,0,0.9829
181,0.0,10,1,0,0.982805
182,0.0,25,1,0,0.98271
183,0.0,4,1,0,0.982615
184,0.0,37,1,0,0.98252
185,0.0,13,1,0,0.982425
186,1.0,192,1,2,0.98233
187,0.0,15,1,0,0.982235
188,0.0,17,1,0,0.98214
189,0.0,320,1,1,0.9820450000000001
190,0.0,55,1,0,0.98195
191,0.0,12,1,0,0.981855
192,0.0,20,1,0,0.98176
193,1.0,83,1,2,0.981665
194,0.0,216,1,0,0.98157
195,1.0,75,1,2,0.981475
196,0.0,4,1,0,0.98138
197,0.0,26,1,0,0.981285
198,0.0,6,1,0,0.98119
199,0.0,28,1,0,0.981095
200,0.0,17,1,0,0.981
201,0.0,10,1,0,0.980905
202,0.0,14,1,0,0.98081
203,0.0,49,1,0,0.980715
204,0.0,14,1,0,0.98062
205,1.0,300,1,1,0.980525
206,0.0,210,1,1,0.98043
207,0.0,10,1,0,0.980335
208,0.0,11,1,0,0.98024
209,0.0,18,1,0,0.980145
210,0.0,30,1,0,0.98005
211,0.0,43,1,0,0.979955
212,0.0,5,1,0,0.97986
213,0.0,37,1,0,0.979765
214,0.0,3,1,0,0.97967
215,0.0,18,1,0,0.979575
216,0.0,33,1,0,0.97948
217,1.0,105,1,2,0.979385
218,0.0,18,1,0,0.97929
219,0.0,33,1,0,0.979195
220,0.0,16,1,0,0.9791
221,0.0,15,1,0,0.979005
222,0.0,13,1,0,0.97891
223,0.0,52,1,0,0.978815
224,0.0,17,1,0,0.97872
225,0.0,52,1,1,0.978625
226,0.0,9,1,0,0.97853
227,0.0,54,1,0,0.9784349999999999
228,0.0,106,1,0,0.97834
229,0.0,98,1,0,0.978245
230,0.0,29,1,0,0.97815
231,0.0,50,1,0,0.978055
232,0.0,23,1,0,0.97796
233,1.0,65,1,2,0.977865
234,0.0,18,1,0,0.97777
235,0.0,30,1,0,0.977675
236,0.0,215,1,0,0.97758
237,0.0,9,1,0,0.977485
238,0.0,24,1,0,0.97739
239,1.0,142,1,2,0.977295
240,1.0,133,1,2,0.9772
241,0.0,19,1,0,0.977105
242,0.0,64,1,0,0.97701
243,0.0,38,1,0,0.976915
244,0.0,6,1,0,0.97682
245,0.0,40,1,1,0.976725
246,0.0,10,1,0,0.97663
247,0.0,8,1,0,0.976535
248,0.0,16,1,0,0.97644
249,0.0,57,1,1,0.976345
250,0.0,5,1,0,0.97625
251,1.0,400,0,2,0.976155
252,0.0,54,1,0,0.97606
253,0.0,9,1,0,0.975965
254,0.0,18,1,0,0.97587
255,0.0,26,1,0,0.9757750000000001
256,0.0,6,1,0,0.97568
257,0.0,12,1,0,0.975585
258,0.0,15,1,0,0.97549
259,0.0,16,1,0,0.975395
260,0.0,18,1,0,0.9753000000000001
261,0.0,22,1,0,0.975205
262,0.0,48,1,0,0.97511
263,0.0,3,1,0,0.975015
264,0.0,27,1,0,0.97492
265,1.0,400,0,2,0.974825
266,0.0,15,1,0,0.97473
267,0.0,3,1,0,0.974635
268,1.0,110,1,2,0.97454
269,0.0,3,1,0,0.974445
270,0.0,6,1,0,0.97435
271,0.0,7,1,0,0.974255
272,0.0,62,1,0,0.97416
273,0.0,4,1,0,0.974065
274,0.0,47,1,0,0.97397
275,0.0,41,1,0,0.973875
276,0.0,24,1,0,0.97378
277,0.0,42,1,1,0.973685
278,0.0,60,1,0,0.97359
279,0.0,32,1,0,0.973495
280,0.0,26,1,0,0.9734
281,0.0,11,1,0,0.973305
282,0.0,63,1,0,0.97321
283,0.0,68,1,0,0.973115
284,0.0,31,1,0,0.97302
285,0.0,19,1,0,0.972925
286,0.0,3,1,0,0.97283
287,0.0,14,1,0,0.972735
288,0.0,10,1,0,0.97264
289,0.0,13,1,0,0.972545
290,0.0,23,1,0,0.97245
291,0.0,10,1,0,0.972355
292,0.0,10,1,0,0.97226
293,0.0,14,1,0,0.972165
294,0.0,3,1,0,0.97207
295,1.0,269,1,2,0.971975
296,0.0,36,1,0,0.97188
297,1.0,400,0,2,0.971785
298,0.0,49,1,1,0.97169
299,1.0,63,1,2,0.971595
300,0.0,28,1,0,0.9715
301,0.0,297,1,0,0.971405
302,0.0,13,1,0,0.97131
303,0.0,10,1,0,0.971215
304,0.0,144,1,0,0.97112
305,2.0,128,1,3,0.971025
306,0.0,5,1,0,0.97093
307,0.0,7,1,0,0.970835
308,0.0,30,1,0,0.97074
309,0.0,29,1,0,0.970645
310,0.0,202,1,0,0.97055
311,0.0,22,1,0,0.970455
312,0.0,5,1,0,0.97036
313,0.0,9,1,0,0.970265
314,0.0,49,1,0,0.97017
315,0.0,52,1,0,0.970075
316,0.0,67,1,1,0.96998
317,0.0,20,1,0,0.969885
318,1.0,400,0,2,0.96979
319,0.0,24,1,1,0.969695
320,0.0,38,1,0,0.9696
321,0.0,11,1,0,0.9695050000000001
322,0.0,2,1,0,0.96941
323,0.0,6,1,0,0.969315
324,0.0,56,1,0,0.96922
325,0.0,78,1,0,0.969125
326,1.0,172,1,2,0.9690300000000001
327,1.0,123,1,2,0.968935
328,0.0,26,1,0,0.96884
329,0.0,6,1,0,0.968745
330,0.0,36,1,0,0.96865
331,0.0,34,1,0,0.968555
332,0.0,18,1,0,0.96846
333,0.0,16,1,0,0.968365
334,0.0,82,1,0,0.96827
335,1.0,66,1,2,0.968175
336,0.0,62,1,0,0.96808
337,0.0,14,1,0,0.967985
338,0.0,15,1,0,0.96789
339,0.0,8,1,0,0.967795
340,1.0,71,1,2,0.9677
341,0.0,28,1,0,0.967605
342,1.0,143,1,2,0.96751
343,0.0,22,1,0,0.967415
344,0.0,76,1,0,0.96732
345,0.0,8,1,0,0.967225
346,0.0,16,1,0,0.96713
347,0.0,10,1,0,0.967035
348,0.0,17,1,0,0.96694
349,0.0,7,1,0,0.966845
350,0.0,8,1,0,0.96675
351,0.0,5,1,0,0.966655
352,0.0,5,1,0,0.96656
353,0.0,5,1,0,0.966465
354,0.0,28,1,0,0.96637
355,1.0,197,1,2,0.966275
356,0.0,17,1,0,0.96618
357,0.0,12,1,0,0.966085
358,0.0,24,1,0,0.96599
359,0.0,7,1,0,0.965895
360,0.0,24,1,0,0.9658
361,0.0,17,1,0,0.965705
362,1.0,169,1,2,0.96561
363,0.0,5,1,0,0.965515
364,0.0,15,1,0,0.96542
365,0.0,18,1,0,0.965325
366,0.0,25,1,0,0.96523
367,0.0,21,1,0,0.965135
368,0.0,13,1,0,0.96504
369,0.0,72,1,0,0.9649449999999999
370,0.0,65,1,0,0.96485
371,0.0,17,1,0,0.964755
372,0.0,7,1,0,0.96466
373,0.0,24,1,0,0.964565
374,0.0,5,1,0,0.96447
375,0.0,7,1,0,0.964375
376,0.0,20,1,0,0.96428
377,0.0,25,1,0,0.964185
378,0.0,5,1,0,0.96409
379,0.0,10,1,0,0.963995
380,0.0,7,1,0,0.9639
381,0.0,43,1,0,0.963805
382,0.0,19,1,0,0.96371
383,0.0,8,1,0,0.963615
384,0.0,6,1,0,0.96352
385,1.0,181,1,2,0.963425
386,0.0,5,1,0,0.96333
387,0.0,9,1,0,0.963235
388,0.0,20,1,0,0.96314
389,0.0,27,1,0,0.963045
390,4.0,170,0,4,0.96295
391,0.0,44,1,0,0.962855
392,0.0,7,1,0,0.9627600000000001
393,0.0,11,1,0,0.962665
394,0.0,8,1,0,0.96257
395,0.0,30,1,0,0.962475
396,0.0,29,1,0,0.96238
397,0.0,12,1,0,0.9622850000000001
398,0.0,4,1,0,0.96219
399,0.0,7,1,0,0.962095
400,0.0,10,1,0,0.962
401,0.0,34,1,0,0.961905
402,0.0,55,1,0,0.96181
403,0.0,33,1,0,0.961715
404,0.0,15,1,0,0.96162
405,0.0,3,1,0,0.961525
406,4.0,198,0,4,0.96143
407,0.0,36,1,0,0.961335
408,0.0,46,1,1,0.96124
409,0.0,36,1,0,0.961145
410,0.0,17,1,0,0.96105
411,0.0,12,1,0,0.960955
412,0.0,13,1,0,0.96086
413,0.0,6,1,0,0.960765
414,0.0,40,1,0,0.96067
415,0.0,8,1,0,0.960575
416,0.0,13,1,0,0.96048
417,0.0,16,1,0,0.960385
418,0.0,13,1,0,0.96029
419,0.0,10,1,0,0.960195
420,0.0,42,1,1,0.9601
421,0.0,18,1,0,0.960005
422,0.0,19,1,0,0.95991
423,0.0,4,1,0,0.959815
424,1.0,84,1,2,0.95972
425,0.0,81,1,1,0.959625
426,0.0,9,1,0,0.95953
427,0.0,46,1,0,0.959435
428,0.0,12,1,0,0.95934
429,0.0,4,1,0,0.959245
430,0.0,11,1,0,0.95915
431,0.0,27,1,0,0.959055
432,0.0,10,1,0,0.95896
433,0.0,27,1,0,0.958865
434,0.0,11,1,0,0.95877
435,0.0,12,1,0,0.958675
436,0.0,19,1,0,0.95858
437,0.0,8,1,0,0.958485
438,0.0,19,1,0,0.95839
439,1.0,400,0,2,0.958295
440,1.0,115,1,2,0.9582
441,0.0,21,1,0,0.958105
442,0.0,30,1,0,0.95801
443,0.0,18,1,0,0.957915
444,0.0,7,1,0,0.95782
445,1.0,120,1,2,0.957725
446,0.0,34,1,0,0.95763
447,0.0,8,1,0,0.957535
448,0.0,5,1,0,0.95744
449,0.0,23,1,0,0.957345
450,1.0,109,1,2,0.95725
451,0.0,113,1,0,0.957155
452,1.0,97,1,2,0.95706
453,1.0,179,1,2,0.956965
454,0.0,8,1,0,0.95687
455,0.0,52,1,0,0.956775
456,2.0,177,1,3,0.95668
457,0.0,14,1,0,0.956585
458,4.0,291,0,4,0.95649
459,1.0,185,1,2,0.956395
460,0.0,10,1,0,0.9563
461,0.0,56,1,0,0.956205
462,0.0,42,1,0,0.95611
463,1.0,335,1,2,0.9560150000000001
464,0.0,45,1,0,0.95592
465,0.0,5,1,0,0.955825
466,0.0,30,1,0,0.95573
467,0.0,14,1,0,0.955635
468,0.0,18,1,0,0.9555400000000001
469,0.0,18,1,0,0.955445
470,0.0,29,1,0,0.95535
471,1.0,94,1,2,0.955255
472,0.0,9,1,0,0.95516
473,0.0,6,1,0,0.955065
474,0.0,37,1,0,0.95497
475,0.0,54,1,0,0.954875
476,0.0,124,1,0,0.95478
477,0.0,27,1,0,0.954685
478,0.0,27,1,0,0.95459
479,0.0,17,1,0,0.954495
480,1.0,97,1,2,0.9544
481,0.0,9,1,0,0.954305
482,0.0,38,1,1,0.95421
483,0.0,23,1,0,0.954115
484,0.0,60,1,0,0.95402
485,1.0,221,1,2,0.953925
486,0.0,14,1,0,0.95383
487,0.0,19,1,0,0.953735
488,0.0,135,1,0,0.95364
489,1.0,400,0,2,0.953545
490,0.0,20,1,0,0.95345
491,0.0,40,1,0,0.953355
492,0.0,24,1,0,0.95326
493,0.0,4,1,0,0.953165
494,0.0,39,1,1,0.95307
495,1.0,125,1,2,0.952975
496,0.0,57,1,0,0.95288
497,0.0,11,1,0,0.952785
498,0.0,8,1,0,0.95269
499,2.0,161,1,3,0.952595
500,0.0,14,1,0,0.9525
501,0.0,14,1,0,0.952405
502,0.0,22,1,0,0.95231
503,0.0,42,1,0,0.952215
504,0.0,11,1,0,0.95212
505,1.0,235,1,2,0.952025
506,0.0,7,1,0,0.95193
507,0.0,123,1,0,0.951835
508,1.0,400,0,2,0.95174
509,0.0,20,1,0,0.951645
510,0.0,6,1,0,0.95155
511,0.0,19,1,0,0.951455
512,0.0,7,1,0,0.95136
513,1.0,134,1,2,0.951265
514,0.0,46,1,1,0.95117
515,0.0,16,1,0,0.951075
516,0.0,6,1,0,0.95098
517,0.0,60,1,0,0.950885
518,0.0,18,1,0,0.95079
519,0.0,121,1,1,0.950695
520,1.0,206,1,2,0.9506
521,0.0,10,1,0,0.950505
522,0.0,73,1,0,0.95041
523,0.0,13,1,0,0.950315
524,0.0,176,1,1,0.95022
525,0.0,33,1,0,0.950125
526,1.0,234,1,2,0.95003
527,0.0,21,1,0,0.949935
528,0.0,16,1,0,0.94984
529,0.0,11,1,0,0.949745
530,4.0,254,0,4,0.94965
531,1.0,36,1,1,0.949555
532,0.0,23,1,0,0.94946
533,1.0,137,1,2,0.949365
534,1.0,232,1,2,0.9492700000000001
535,0.0,5,1,0,0.949175
536,0.0,94,1,1,0.94908
537,0.0,49,1,0,0.948985
538,0.0,54,1,0,0.94889
539,0.0,10,1,0,0.948795
540,0.0,39,1,0,0.9487
541,0.0,16,1,0,0.948605
542,1.0,152,1,2,0.94851
543,0.0,25,1,0,0.948415
544,0.0,49,1,0,0.94832
545,1.0,62,1,2,0.948225
546,0.0,66,1,0,0.94813
547,0.0,12,1,0,0.948035
548,0.0,27,1,0,0.94794
549,1.0,247,1,2,0.947845
550,0.0,20,1,0,0.94775
551,0.0,19,1,0,0.947655
552,0.0,32,1,0,0.94756
553,1.0,91,1,2,0.947465
554,0.0,22,1,0,0.94737
555,0.0,7,1,0,0.947275
556,0.0,15,1,0,0.94718
557,0.0,12,1,0,0.947085
558,0.0,4,1,0,0.94699
559,0.0,10,1,0,0.946895
560,1.0,120,1,2,0.9468
561,0.0,15,1,0,0.946705
562,0.0,30,1,0,0.94661
563,0.0,15,1,0,0.946515
564,0.0,26,1,0,0.94642
565,0.0,25,1,0,0.946325
566,0.0,12,1,0,0.94623
567,0.0,138,1,0,0.946135
568,0.0,7,1,0,0.94604
569,0.0,8,1,0,0.945945
570,0.0,21,1,0,0.94585
571,0.0,4,1,0,0.945755
572,0.0,26,1,0,0.94566
573,0.0,45,1,0,0.945565
574,0.0,16,1,0,0.94547
575,0.0,18,1,0,0.945375
576,0.0,69,1,1,0.94528
577,0.0,31,1,0,0.945185
578,0.0,60,1,0,0.94509
579,0.0,9,1,0,0.944995
580,0.0,65,1,1,0.9449
581,0.0,28,1,0,0.944805
582,0.0,19,1,0,0.94471
583,0.0,77,1,0,0.944615
584,0.0,14,1,0,0.94452
585,0.0,18,1,0,0.944425
586,0.0,97,1,0,0.94433
587,0.0,15,1,0,0.944235
588,0.0,40,1,0,0.94414
589,0.0,8,1,0,0.944045
590,0.0,111,1,0,0.94395
591,1.0,136,1,2,0.943855
592,0.0,24,1,0,0.94376
593,1.0,141,1,2,0.943665
594,0.0,8,1,0,0.94357
595,1.0,208,1,2,0.9434750000000001
596,0.0,5,1,0,0.94338
597,0.0,21,1,0,0.943285
598,0.0,47,1,0,0.94319
599,0.0,45,1,0,0.943095
600,0.0,14,1,0,0.9430000000000001
601,0.0,3,1,0,0.942905
602,1.0,225,1,2,0.94281
603,1.0,98,1,2,0.942715
604,0.0,16,1,0,0.94262
605,0.0,19,1,0,0.9425250000000001
606,0.0,43,1,1,0.94243
607,0.0,4,1,0,0.942335
608,0.0,25,1,0,0.94224
609,0.0,5,1,0,0.942145
610,0.0,11,1,0,0.94205
611,0.0,7,1,0,0.941955
612,0.0,37,1,1,0.94186
613,0.0,3,1,0,0.941765
614,0.0,13,1,0,0.94167
615,0.0,39,1,0,0.941575
616,0.0,25,1,0,0.94148
617,0.0,16,1,0,0.941385
618,0.0,38,1,0,0.94129
619,0.0,24,1,0,0.941195
620,0.0,18,1,0,0.9411
621,0.0,56,1,0,0.941005
622,0.0,50,1,0,0.94091
623,0.0,53,1,0,0.940815
624,0.0,21,1,0,0.94072
625,0.0,33,1,0,0.940625
626,0.0,23,1,0,0.94053
627,0.0,22,1,0,0.940435
628,0.0,39,1,0,0.94034
629,0.0,6,1,0,0.940245
630,1.0,87,1,2,0.94015
631,0.0,7,1,0,0.940055
632,0.0,67,1,0,0.93996
633,0.0,3,1,0,0.939865
634,0.0,32,1,0,0.93977
635,1.0,163,1,2,0.939675
636,0.0,11,1,0,0.93958
637,0.0,28,1,0,0.939485
638,0.0,10,1,0,0.9393900000000001
639,0.0,4,1,0,0.939295
640,0.0,35,1,0,0.9392
641,0.0,41,1,0,0.939105
642,0.0,24,1,0,0.93901
643,0.0,51,1,0,0.938915
644,0.0,37,1,0,0.93882
645,4.0,383,0,4,0.938725
646,0.0,13,1,0,0.93863
647,2.0,332,1,3,0.938535
648,0.0,105,1,0,0.93844
649,1.0,400,0,2,0.938345
650,0.0,16,1,0,0.93825
651,0.0,76,1,0,0.938155
652,0.0,6,1,0,0.93806
653,0.0,32,1,0,0.937965
654,1.0,241,1,2,0.93787
655,0.0,10,1,0,0.937775
656,0.0,7,1,0,0.93768
657,0.0,45,1,1,0.937585
658,0.0,13,1,0,0.93749
659,0.0,42,1,0,0.937395
660,0.0,15,1,0,0.9373
661,0.0,90,1,1,0.937205
662,0.0,17,1,0,0.93711
663,0.0,12,1,0,0.937015
664,0.0,3,1,0,0.93692
665,0.0,154,1,1,0.936825
666,0.0,29,1,0,0.93673
667,0.0,15,1,0,0.936635
668,0.0,80,1,1,0.93654
669,0.0,16,1,0,0.936445
670,0.0,15,1,0,0.93635
671,0.0,7,1,0,0.936255
672,0.0,50,1,0,0.93616
673,0.0,2,1,0,0.936065
674,0.0,85,1,0,0.93597
675,2.0,361,1,3,0.935875
676,0.0,50,1,0,0.9357800000000001
677,3.0,374,1,3,0.935685
678,0.0,40,1,0,0.93559
679,1.0,86,1,2,0.935495
680,0.0,45,1,0,0.9354
681,0.0,3,1,0,0.935305
682,0.0,9,1,0,0.93521
683,0.0,3,1,0,0.935115
684,0.0,8,1,0,0.93502
685,1.0,69,1,2,0.934925
686,0.0,15,1,0,0.93483
687,0.0,12,1,0,0.934735
688,1.0,51,1,2,0.93464
689,1.0,115,1,2,0.934545
690,0.0,40,1,0,0.93445
691,0.0,26,1,1,0.934355
692,0.0,9,1,0,0.93426
693,0.0,11,1,0,0.934165
694,0.0,8,1,0,0.93407
695,0.0,17,1,0,0.933975
696,0.0,6,1,0,0.93388
697,1.0,120,1,2,0.933785
698,0.0,5,1,0,0.93369
699,1.0,123,1,2,0.933595
700,1.0,53,1,2,0.9335
701,0.0,17,1,0,0.933405
702,0.0,46,1,1,0.93331
703,0.0,69,1,0,0.933215
704,0.0,71,1,0,0.93312
705,0.0,13,1,0,0.933025
706,1.0,185,1,2,0.93293
707,0.0,16,1,0,0.932835
708,1.0,109,1,2,0.93274
709,0.0,78,1,0,0.932645
710,0.0,14,1,0,0.93255
711,0.0,15,1,0,0.932455
712,0.0,9,1,0,0.93236
713,1.0,181,1,2,0.932265
714,0.0,61,1,0,0.9321699999999999
715,0.0,10,1,0,0.932075
716,0.0,114,1,0,0.93198
717,0.0,5,1,0,0.931885
718,0.0,13,1,0,0.93179
719,0.0,24,1,0,0.9316949999999999
720,0.0,6,1,0,0.9316
721,0.0,84,1,0,0.931505
722,1.0,50,1,2,0.93141
723,0.0,3,1,0,0.931315
724,0.0,30,1,0,0.9312199999999999
725,0.0,5,1,0,0.931125
726,1.0,85,1,2,0.93103
727,0.0,22,1,0,0.930935
728,0.0,8,1,0,0.93084
729,0.0,8,1,0,0.930745
730,0.0,11,1,0,0.93065
731,0.0,95,1,1,0.930555
732,0.0,11,1,0,0.93046
733,0.0,5,1,0,0.930365
734,1.0,137,1,2,0.93027
735,0.0,25,1,0,0.930175
736,0.0,10,1,0,0.93008
737,0.0,4,1,0,0.9299850000000001
738,0.0,7,1,0,0.92989
739,3.0,330,1,3,0.929795
740,0.0,43,1,0,0.9297
741,0.0,43,1,0,0.929605
742,0.0,10,1,0,0.9295100000000001
743,0.0,4,1,0,0.929415
744,0.0,13,1,0,0.92932
745,0.0,49,1,0,0.929225
746,0.0,3,1,0,0.92913
747,0.0,8,1,0,0.929035
748,0.0,49,1,1,0.92894
749,0.0,81,1,0,0.928845
750,0.0,59,1,0,0.92875
751,0.0,53,1,0,0.928655
752,0.0,12,1,0,0.92856
753,0.0,11,1,0,0.928465
754,0.0,27,1,0,0.92837
755,0.0,11,1,0,0.928275
756,0.0,9,1,0,0.92818
757,0.0,15,1,0,0.928085
758,0.0,13,1,0,0.92799
759,1.0,102,1,2,0.927895
760,1.0,116,1,2,0.9278
761,0.0,43,1,0,0.927705
762,0.0,12,1,0,0.92761
763,3.0,189,1,3,0.927515
764,0.0,16,1,0,0.92742
765,0.0,35,1,0,0.927325
766,0.0,22,1,0,0.92723
767,0.0,7,1,0,0.927135
768,0.0,8,1,0,0.92704
769,0.0,9,1,0,0.926945
770,0.0,45,1,1,0.92685
771,0.0,63,1,0,0.926755
772,0.0,40,1,0,0.92666
773,0.0,65,1,0,0.926565
774,0.0,23,1,0,0.92647
775,0.0,9,1,0,0.926375
776,0.0,26,1,0,0.92628
777,0.0,8,1,0,0.926185
778,0.0,9,1,0,0.92609
779,0.0,5,1,0,0.925995
780,1.0,90,1,2,0.9259
781,0.0,29,1,0,0.925805
782,0.0,14,1,0,0.92571
783,0.0,36,1,1,0.925615
784,0.0,5,1,0,0.92552
785,0.0,34,1,0,0.9254249999999999
786,0.0,32,1,0,0.92533
787,0.0,12,1,0,0.925235
788,0.0,3,1,0,0.92514
789,0.0,36,1,1,0.925045
790,0.0,6,1,0,0.92495
791,1.0,92,1,2,0.924855
792,0.0,23,1,0,0.92476
793,1.0,113,1,2,0.9246650000000001
794,1.0,186,1,2,0.92457
795,3.0,363,1,3,0.924475
796,4.0,169,0,4,0.92438
797,1.0,78,1,2,0.924285
