episode,return,steps,died,collected,epsilon
0,1.0,300,0,2,1.0
1,1.0,300,0,2,0.999525
2,2.0,300,0,3,0.99905
3,1.0,300,0,2,0.998575
4,1.0,300,0,2,0.9981
5,1.0,300,0,2,0.997625
6,1.0,300,0,2,0.99715
7,1.0,300,0,2,0.996675
8,2.0,300,0,2,0.9962
9,1.0,300,0,1,0.995725
10,4.0,300,0,4,0.99525
11,2.0,300,0,3,0.994775
12,1.0,300,0,1,0.9943
13,1.0,300,0,2,0.993825
14,1.0,300,0,2,0.99335
15,1.0,300,0,1,0.992875
16,1.0,300,0,2,0.9924
17,1.0,300,0,1,0.991925
18,2.0,300,0,3,0.99145
19,1.0,300,0,2,0.990975
20,2.0,300,0,3,0.9905
21,2.0,300,0,3,0.990025
22,1.0,300,0,1,0.98955
23,1.0,300,0,1,0.989075
24,2.0,300,0,3,0.9886
25,1.0,300,0,1,0.988125
26,4.0,300,0,4,0.98765
27,3.0,300,0,4,0.987175
28,1.0,300,0,1,0.9867
29,2.0,300,0,3,0.986225
30,2.0,300,0,3,0.98575
31,2.0,300,0,3,0.985275
32,2.0,300,0,2,0.9848
33,5.0,217,0,5,0.984325
34,1.0,300,0,2,0.98385
35,3.0,300,0,3,0.983375
36,1.0,300,0,1,0.9829
37,2.0,300,0,3,0.982425
38,4.0,300,0,4,0.98195
39,3.0,300,0,3,0.981475
40,1.0,300,0,1,0.981
41,1.0,300,0,2,0.980525
42,1.0,300,0,2,0.98005
43,5.0,245,0,5,0.979575
44,1.0,300,0,2,0.9791
45,4.0,300,0,4,0.978625
46,1.0,300,0,2,0.97815
47,1.0,300,0,2,0.977675
48,2.0,300,0,3,0.9772
49,1.0,300,0,1,0.976725
50,1.0,300,0,1,0.97625
51,1.0,300,0,2,0.9757750000000001
52,4.0,300,0,4,0.9753000000000001
53,1.0,300,0,1,0.974825
54,4.0,300,0,4,0.97435
55,4.0,300,0,4,0.973875
56,1.0,300,0,1,0.9734
57,2.0,300,0,3,0.972925
58,4.0,300,0,4,0.97245
59,1.0,300,0,1,0.971975
60,1.0,300,0,2,0.9715
61,1.0,300,0,2,0.971025
62,1.0,300,0,1,0.97055
63,1.0,300,0,1,0.970075
64,1.0,300,0,2,0.9696
65,1.0,300,0,1,0.969125
66,1.0,300,0,2,0.96865
67,1.0,300,0,2,0.968175
68,4.0,300,0,4,0.9677
69,4.0,300,0,4,0.967225
70,1.0,300,0,2,0.96675
71,3.0,300,0,3,0.966275
72,2.0,300,0,3,0.9658
73,1.0,300,0,2,0.965325
74,1.0,300,0,2,0.96485
75,5.0,124,0,5,0.964375
76,1.0,300,0,2,0.9639
77,1.0,300,0,1,0.963425
78,1.0,300,0,2,0.96295
79,4.0,300,0,4,0.962475
80,4.0,300,0,4,0.962
81,2.0,300,0,3,0.961525
82,4.0,300,0,4,0.96105
83,1.0,300,0,2,0.960575
84,1.0,300,0,2,0.9601
85,1.0,300,0,2,0.959625
86,1.0,300,0,1,0.95915
87,1.0,300,0,2,0.958675
88,4.0,300,0,4,0.9582
89,1.0,300,0,2,0.957725
90,1.0,300,0,2,0.95725
91,1.0,300,0,2,0.956775
92,2.0,300,0,3,0.9563
93,4.0,300,0,4,0.955825
94,2.0,300,0,3,0.95535
95,2.0,300,0,2,0.954875
96,4.0,300,0,4,0.9544
97,1.0,300,0,2,0.953925
98,2.0,300,0,3,0.95345
99,4.0,300,0,4,0.952975
100,1.0,300,0,1,0.9525
101,1.0,300,0,1,0.952025
102,1.0,300,0,1,0.95155
103,1.0,300,0,2,0.951075
104,5.0,151,0,5,0.9506
105,1.0,300,0,2,0.950125
106,4.0,300,0,4,0.94965
107,1.0,300,0,1,0.949175
108,1.0,300,0,1,0.9487
109,5.0,285,0,5,0.948225
110,1.0,300,0,1,0.94775
111,2.0,300,0,3,0.947275
112,1.0,300,0,1,0.9468
113,2.0,300,0,3,0.946325
114,2.0,300,0,3,0.94585
115,1.0,300,0,1,0.945375
116,5.0,159,0,5,0.9449
117,1.0,300,0,1,0.944425
118,5.0,275,0,5,0.94395
119,2.0,300,0,3,0.9434750000000001
120,1.0,300,0,1,0.9430000000000001
121,2.0,300,0,3,0.9425250000000001
122,1.0,300,0,2,0.94205
123,2.0,300,0,3,0.941575
124,1.0,300,0,2,0.9411
125,1.0,300,0,2,0.940625
126,5.0,152,0,5,0.94015
127,1.0,300,0,2,0.939675
128,2.0,300,0,3,0.9392
129,4.0,300,0,4,0.938725
130,4.0,300,0,4,0.93825
131,1.0,300,0,1,0.937775
132,1.0,300,0,1,0.9373
133,5.0,176,0,5,0.936825
134,1.0,300,0,2,0.93635
135,4.0,300,0,4,0.935875
136,5.0,203,0,5,0.9354
137,2.0,300,0,3,0.934925
138,5.0,168,0,5,0.93445
139,5.0,245,0,5,0.933975
140,5.0,251,0,5,0.9335
