#{"t_start": 1789147726.733994, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.45,195,0.500257,1,0,0,5,True
-10.3,480,0.671261,1,0,7,5,True
-12.02,352,0.787821,1,0,4,5,True
-15.32,282,0.885249,1,0,0,5,True
-14.18,268,0.974496,1,0,1,5,True
-7.71,121,1.013927,1,1,1,5,True
-11.6,210,1.086986,1,0,3,5,True
-13.74,224,1.595201,1,0,1,5,True
-10.06,456,1.764179,1,0,7,5,True
-14.27,277,1.863147,1,0,1,5,True
-11.33,383,1.997778,1,0,5,5,True
-12.11,261,2.088741,1,0,3,5,True
-14.46,196,2.156399,1,0,0,5,True
-13.47,197,2.221099,1,0,1,5,True
-14.95,245,2.709732,1,0,0,5,True
-8.95,345,2.83015,1,1,2,5,True
-12.9,140,2.881511,1,0,1,5,True
-12.65,315,2.997039,1,0,3,5,True
-13.36,186,3.068536,1,0,1,5,True
-10.77,527,3.261081,1,0,7,5,True
-14.22,272,3.360861,1,0,1,5,True
-13.89,239,3.856227,1,0,1,5,True
-13.81,131,3.927222,1,0,0,5,True
-11.18,468,4.093713,1,0,6,5,True
-9.03,453,4.247678,1,0,8,5,True
-13.11,261,4.343299,1,0,2,5,True
-14.3,180,4.409142,1,0,0,5,True
-12.16,466,4.579112,1,0,5,5,True
-11.7,520,5.178854,1,0,6,5,True
-15.37,587,5.39774,1,0,3,5,True
-7.43,193,5.468134,1,1,2,5,True
-11.42,592,5.685084,1,0,7,5,True
-9.44,594,6.311865,1,0,9,5,True
-12.99,249,6.402409,1,0,2,5,True
-13.9,240,6.49018,1,0,1,5,True
-4.34,684,6.73851,1,1,10,5,True
13.57,793,7.432279,2,2,14,5,True
-8.75,425,7.573547,1,0,8,5,True
-3.37,487,7.751393,1,1,9,5,True
