#{"t_start": 1789147726.732506, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.08,158,0.48444,1,0,0,5,True
-13.4,190,0.558473,1,0,1,5,True
-13.6,210,0.631514,1,0,1,5,True
-12.98,148,0.683383,1,0,1,5,True
-13.38,188,0.745066,1,0,1,5,True
-14.36,186,0.807177,1,0,0,5,True
-15.06,356,0.929549,1,0,1,5,True
-10.99,249,1.011084,1,0,4,5,True
-14.79,529,1.627899,1,0,3,5,True
-13.71,221,1.711012,1,0,1,5,True
-13.86,136,1.759434,1,0,0,5,True
-14.41,191,1.828076,1,0,0,5,True
-14.57,307,1.937914,1,0,1,5,True
-14.56,206,2.008497,1,0,0,5,True
-12.7,220,2.085456,1,0,2,5,True
-8.01,251,2.171285,1,1,2,5,True
-13.27,177,2.229532,1,0,1,5,True
-12.64,314,2.744107,1,0,3,5,True
-13.85,235,2.823998,1,0,1,5,True
-12.67,217,2.904058,1,0,2,5,True
-14.22,172,2.96635,1,0,0,5,True
-14.46,196,3.041465,1,0,0,5,True
-14.38,288,3.147254,1,0,1,5,True
-12.56,306,3.25922,1,0,3,5,True
-12.87,237,3.346362,1,0,2,5,True
-15.24,374,3.916068,1,0,1,5,True
-5.02,552,4.11036,1,1,8,5,True
-11.88,338,4.222998,1,0,4,5,True
-11.88,338,4.347181,1,0,4,5,True
-15.53,503,4.531207,1,0,2,5,True
-13.59,209,5.01374,1,0,1,5,True
6.84,566,5.224086,2,2,5,5,True
-11.53,803,5.52219,1,0,9,5,True
-15.43,393,5.664835,1,0,1,5,True
-13.76,426,6.230286,1,0,3,5,True
-13.47,197,6.302438,1,0,1,5,True
-6.01,551,6.504672,1,1,7,5,True
-14.12,162,6.56205,1,0,0,5,True
-13.17,267,6.658885,1,0,2,5,True
-9.69,419,6.812165,1,0,7,5,True
-11.91,241,6.897833,1,0,3,5,True
-3.77,627,7.526399,1,1,10,5,True
-14.18,668,7.763756,1,0,5,5,True
