#{"t_start": 1789147856.845703, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-13.91,241,0.414474,1,0,1,5,True
-14.03,153,0.467979,1,0,0,5,True
-13.35,185,0.650376,1,0,1,5,True
-12.98,148,0.701811,1,0,1,5,True
-1.59,709,1.050075,1,1,13,5,True
-14.82,232,1.236823,1,0,0,5,True
-13.9,240,1.321592,1,0,1,5,True
-9.0,250,1.510939,1,0,6,5,True
-13.71,221,1.590593,1,0,1,5,True
-4.67,817,2.088352,1,0,16,5,True
-12.42,292,2.192771,1,0,3,5,True
-11.34,584,2.509445,1,0,7,5,True
-10.1,360,2.743033,1,0,6,5,True
-0.9,740,3.217798,1,1,14,5,True
-6.48,598,3.533886,1,1,7,5,True
9.95,655,3.908521,2,2,9,5,True
-6.91,341,4.133965,1,1,4,5,True
-10.15,465,4.405003,1,0,7,5,True
-9.28,478,4.677916,1,0,8,5,True
-5.13,463,4.845852,1,1,7,5,True
-9.42,492,5.127781,1,0,8,5,True
-2.49,599,5.552382,1,1,11,5,True
-7.75,425,5.706841,1,0,9,5,True
11.21,729,6.192247,2,2,11,5,True
17.51,1199,6.836202,2,2,22,5,True
-1.46,696,7.299752,1,1,13,5,True
-3.18,768,7.679536,1,1,12,5,True
0.44,1406,8.499307,1,1,22,5,True
-0.99,949,9.066178,1,1,16,5,True
18.63,887,9.502445,2,2,20,5,True
-14.12,162,9.672591,1,0,0,5,True
-9.05,355,9.803992,1,0,7,5,True
8.22,528,10.101966,2,2,6,5,True
-9.51,401,10.354327,1,0,7,5,True
-10.08,558,10.657984,1,1,3,5,True
1.57,1193,11.394272,1,1,21,5,True
0.94,1156,12.015963,1,1,20,5,True
-0.04,1154,12.647092,1,1,19,5,True
-6.36,486,12.924221,1,0,11,5,True
-6.71,521,13.225433,1,1,6,5,True
13.71,579,13.535657,2,2,12,5,True
14.0,650,13.981559,2,2,13,5,True
-1.45,795,14.376803,1,1,14,5,True
-12.25,375,14.615859,1,0,4,5,True
2.23,927,15.152987,1,0,24,5,True
5.39,1011,15.743182,1,0,28,5,True
12.23,927,16.179778,2,2,14,5,True
-10.77,327,16.40902,1,0,5,5,True
-1.25,1275,17.167642,1,1,19,5,True
-8.06,556,17.481003,1,0,10,5,True
6.02,948,17.93565,1,1,23,5,True
7.53,1897,19.05922,1,1,34,5,True
9.27,623,19.389149,2,2,8,5,True
12.83,667,19.841765,2,2,12,5,True
-10.51,401,19.989804,1,0,6,5,True
18.46,804,20.500286,2,2,19,5,True
-11.44,494,20.783493,1,0,6,5,True
17.64,1286,21.574589,2,2,23,5,True
36.15,1535,22.49419,3,5,19,5,True
14.02,1048,23.086418,2,2,17,5,True
47.07,1543,23.959935,3,5,30,5,True
11.45,905,24.399757,2,2,13,5,True
13.88,962,24.963017,2,2,16,5,True
21.89,961,25.522725,2,2,24,5,True
24.55,695,25.87358,2,3,19,5,True
13.01,649,26.320678,2,2,12,5,True
9.89,861,26.750356,2,2,11,5,True
16.29,821,27.268643,2,2,17,5,True
7.32,318,27.480202,2,2,3,5,True
-12.15,265,27.579542,1,0,3,5,True
18.36,1614,28.460882,2,2,27,5,True
