#{"t_start": 1789147856.8473659, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.08,158,0.383049,1,0,0,5,True
-13.4,190,0.450421,1,0,1,5,True
-13.6,210,0.641428,1,0,1,5,True
-13.07,157,0.695653,1,0,1,5,True
-13.81,131,0.739725,1,0,0,5,True
-13.47,197,0.911312,1,0,1,5,True
-14.47,197,0.978438,1,0,0,5,True
-13.8,230,1.060486,1,0,1,5,True
-13.14,164,1.222684,1,0,1,5,True
-12.05,455,1.484967,1,0,5,5,True
-12.01,251,1.575152,1,0,3,5,True
-14.28,278,1.776113,1,0,1,5,True
-8.25,475,2.048557,1,0,9,5,True
-13.92,242,2.135672,1,0,1,5,True
-12.45,595,2.455762,1,0,6,5,True
-10.26,476,2.7318,1,0,7,5,True
-6.48,598,3.04887,1,1,7,5,True
-10.65,415,3.305989,1,0,6,5,True
-12.8,430,3.560318,1,0,4,5,True
-3.26,576,3.906811,1,1,10,5,True
-12.07,257,4.102128,1,0,3,5,True
-12.51,601,4.423082,1,0,6,5,True
-5.03,753,4.795052,1,1,10,5,True
-4.66,516,5.085976,1,1,8,5,True
-9.43,593,5.400686,1,0,9,5,True
-12.51,401,5.653711,1,0,4,5,True
-9.67,417,5.915055,1,0,7,5,True
-4.76,626,6.252118,1,1,9,5,True
-7.49,399,6.499305,1,0,9,5,True
17.59,1591,7.395929,1,1,41,5,True
-5.12,662,7.733673,1,0,14,5,True
2.83,1067,8.331738,1,1,21,5,True
3.83,1067,9.042044,1,0,27,5,True
-8.4,490,9.226379,1,0,9,5,True
-2.77,927,9.785226,1,1,14,5,True
-7.77,527,10.081218,1,0,10,5,True
-4.68,518,10.376821,1,0,13,5,True
13.27,923,10.923298,2,2,15,5,True
10.8,570,11.221987,2,2,9,5,True
-9.56,506,11.506343,1,0,8,5,True
-6.52,402,11.75428,1,0,10,5,True
-13.77,227,11.83608,1,0,1,5,True
-9.85,335,12.059452,1,0,6,5,True
-1.2,870,12.592755,1,0,20,5,True
-4.04,554,12.890021,1,1,9,5,True
-0.03,853,13.414605,1,0,21,5,True
14.58,592,13.728654,2,2,13,5,True
3.9,960,14.290389,1,0,26,5,True
0.92,758,14.668732,1,0,21,5,True
-0.13,863,15.183189,1,0,21,5,True
-6.88,538,15.494013,1,0,11,5,True
5.93,957,16.048166,1,1,23,5,True
-8.79,429,16.312578,1,0,8,5,True
-2.28,678,16.658116,1,0,17,5,True
13.25,925,17.19486,2,2,15,5,True
9.96,1654,18.125807,1,1,34,5,True
2.74,976,18.689797,1,0,25,5,True
0.63,687,19.053947,1,1,15,5,True
12.63,887,19.588614,2,2,14,5,True
10.18,732,19.958774,2,2,10,5,True
-11.14,364,20.19831,1,0,5,5,True
4.19,931,20.750555,1,1,21,5,True
25.28,1322,21.448779,2,3,26,5,True
16.03,1247,22.237103,2,2,21,5,True
27.53,997,22.840776,2,3,25,5,True
19.4,1210,23.479352,2,2,24,5,True
21.71,1079,24.091411,2,3,20,5,True
16.28,1022,24.677453,2,2,19,5,True
12.79,671,25.140004,2,2,12,5,True
10.88,562,25.447479,2,2,9,5,True
11.44,606,25.760611,2,2,10,5,True
19.38,912,26.30416,2,2,21,5,True
15.21,729,26.68552,2,2,15,5,True
24.81,569,26.997982,2,4,13,5,True
18.41,909,27.544267,2,2,20,5,True
12.74,476,27.808754,2,2,10,5,True
-1.87,537,28.098549,1,1,11,5,True
12.59,591,28.419579,2,2,11,5,True
