#{"t_start": 1789147856.846945, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.07,257,0.419204,1,0,1,5,True
-14.04,254,0.507013,1,0,1,5,True
-12.65,215,0.700127,1,0,2,5,True
-13.93,143,0.747387,1,0,0,5,True
-12.05,255,0.938925,1,0,3,5,True
-14.72,222,1.016413,1,0,0,5,True
-14.45,195,1.189021,1,0,0,5,True
-11.24,274,1.287316,1,0,4,5,True
-10.06,356,1.514291,1,0,6,5,True
-14.97,247,1.603294,1,0,0,5,True
-10.82,532,1.894216,1,0,7,5,True
-13.92,442,2.156536,1,0,3,5,True
-12.55,205,2.33211,1,0,2,5,True
-13.79,429,2.491235,1,0,3,5,True
-10.33,483,2.768304,1,0,7,5,True
-11.46,496,3.049663,1,0,6,5,True
-12.96,346,3.281449,1,0,3,5,True
-10.42,692,3.628914,1,0,9,5,True
-8.11,661,4.110729,1,0,11,5,True
-3.51,1201,4.748157,1,1,16,5,True
-10.79,329,4.968939,1,0,5,5,True
-7.37,487,5.252209,1,0,10,5,True
-11.05,455,5.412823,1,0,6,5,True
5.62,1488,6.27712,1,1,28,5,True
18.78,1072,6.8759,2,2,22,5,True
-0.91,741,7.357401,1,1,14,5,True
10.79,1071,7.951629,2,2,14,5,True
0.29,821,8.456048,1,0,21,5,True
1.37,713,8.827814,1,1,16,5,True
0.83,767,9.22033,1,1,16,5,True
-12.4,390,9.469332,1,0,4,5,True
-10.46,296,9.690369,1,0,5,5,True
-11.47,497,9.976007,1,0,6,5,True
-7.53,303,10.088496,1,1,3,5,True
-0.91,741,10.567506,1,1,14,5,True
0.85,965,11.125989,1,1,18,5,True
19.76,1074,11.710092,2,2,23,5,True
-4.35,685,12.059835,1,0,15,5,True
1.72,1578,12.946344,1,1,25,5,True
-14.51,201,13.127241,1,0,0,5,True
15.18,532,13.426192,2,2,13,5,True
5.06,1644,14.336609,1,1,29,5,True
0.47,1503,15.18663,1,1,23,5,True
34.0,2000,16.344306,2,2,36,4,False
12.79,771,16.714933,2,2,13,5,True
-5.94,544,17.015138,1,0,12,5,True
3.97,1653,17.941518,1,1,28,5,True
-0.6,710,18.415361,1,1,14,5,True
6.22,1028,19.005094,1,1,24,5,True
11.47,703,19.366341,2,2,11,5,True
10.68,682,19.825008,2,2,10,5,True
12.99,551,20.131843,2,2,11,5,True
9.17,1033,20.722889,2,2,12,5,True
10.82,968,21.290157,2,2,13,5,True
0.07,543,21.597445,1,1,13,5,True
12.98,752,21.979322,2,2,13,5,True
15.64,586,22.326128,2,2,14,5,True
19.93,757,22.828023,2,2,20,5,True
-7.35,385,22.968483,1,0,9,5,True
23.97,853,23.477061,2,4,15,5,True
24.27,1623,24.394753,2,2,33,5,True
23.35,915,24.94054,2,3,20,5,True
13.81,569,25.259736,2,2,12,5,True
22.47,903,25.784245,2,2,24,5,True
11.07,943,26.339915,2,2,13,5,True
39.0,2000,27.497786,2,3,35,2,False
14.73,877,27.900131,2,2,16,5,True
12.94,656,28.35033,2,2,12,5,True
13.6,590,28.677053,2,2,12,5,True
