#{"t_start": 1789147856.8490748, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated
-14.28,178,0.388223,1,0,0,5,True
-14.07,257,0.478541,1,0,1,5,True
-13.79,129,0.641675,1,0,0,5,True
-14.5,200,0.71123,1,0,0,5,True
-13.98,248,0.795437,1,0,1,5,True
-13.63,213,0.971137,1,0,1,5,True
-7.92,242,1.057753,1,1,2,5,True
-12.17,267,1.256591,1,0,3,5,True
-13.32,382,1.49303,1,0,3,5,True
-10.33,283,1.594516,1,0,5,5,True
-11.48,298,1.802649,1,0,4,5,True
-13.22,172,1.863137,1,0,1,5,True
-10.1,560,2.167354,1,0,8,5,True
-11.61,211,2.346986,1,0,3,5,True
-12.33,283,2.45138,1,0,3,5,True
-13.91,141,2.502851,1,0,0,5,True
-11.06,256,2.698238,1,0,4,5,True
-5.61,511,2.986165,1,1,7,5,True
-6.0,450,3.254217,1,1,6,5,True
-7.26,776,3.632008,1,0,13,5,True
-10.49,399,3.916189,1,0,6,5,True
-3.83,833,4.423757,1,0,17,5,True
-7.06,656,4.760685,1,0,12,5,True
0.72,678,5.109627,1,1,15,5,True
-1.35,1085,5.711051,1,1,17,5,True
-9.86,536,6.121581,1,0,8,5,True
-2.62,812,6.521233,1,1,13,5,True
11.98,952,7.080465,2,2,14,5,True
12.8,670,7.430379,2,2,12,5,True
0.32,918,7.966667,1,0,22,5,True
3.55,995,8.535473,1,0,26,5,True
-5.76,626,8.876532,1,0,13,5,True
-9.49,399,9.13011,1,1,2,5,True
-9.69,419,9.393526,1,0,7,5,True
-3.9,940,9.952439,1,1,13,5,True
-9.98,348,10.081106,1,0,6,5,True
-7.06,456,10.355209,1,0,10,5,True
-8.22,472,10.628506,1,1,4,5,True
-12.56,406,10.882069,1,0,4,5,True
7.87,363,11.116568,2,2,4,5,True
18.26,1024,11.682536,2,2,21,5,True
10.41,609,12.004633,2,2,9,5,True
-6.47,797,12.402332,1,1,9,5,True
-6.78,628,12.834254,1,0,12,5,True
15.41,1009,13.416439,2,2,18,5,True
10.9,460,13.579214,2,2,8,5,True
-5.33,583,14.00288,1,0,13,5,True
-9.31,581,14.318469,1,0,9,5,True
8.56,394,14.566813,2,2,5,5,True
-3.17,667,14.912653,1,1,11,5,True
3.27,1923,16.028178,1,1,30,5,True
-1.24,874,16.459739,1,0,20,5,True
7.02,1248,17.207958,1,1,27,5,True
16.97,553,17.518815,2,2,15,5,True
-2.04,654,17.865011,1,1,12,5,True
20.62,1088,18.477361,2,2,24,5,True
-11.35,385,18.721209,1,0,5,5,True
-1.25,375,18.967675,1,1,10,5,True
14.4,710,19.33387,2,2,14,5,True
13.16,834,19.846536,2,2,14,5,True
-6.76,526,20.146034,1,0,11,5,True
1.53,697,20.512365,1,1,16,5,True
-8.06,456,20.781275,1,0,9,5,True
-8.02,652,21.125359,1,0,11,5,True
16.07,943,21.685967,2,2,18,5,True
17.37,613,22.017047,2,2,16,5,True
14.01,849,22.578432,2,2,15,5,True
15.8,970,23.141659,2,2,18,5,True
17.45,705,23.492729,2,2,17,5,True
13.88,562,23.807587,2,2,12,5,True
23.87,863,24.336499,2,3,20,5,True
18.88,862,24.863865,2,2,20,5,True
22.07,1443,25.696252,2,2,29,5,True
30.8,1170,26.336611,2,2,35,5,True
26.17,1233,27.005672,2,3,26,5,True
20.81,669,27.458704,2,2,20,5,True
15.17,733,27.820745,2,2,15,5,True
10.97,653,28.153243,2,2,10,5,True
18.06,1144,28.794525,2,3,17,5,True
