#{"t_start": 1789115243.628426, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
-14.19,169,0.574338,1,0,0,5,True,0,0,0
-14.11,161,0.633716,1,0,0,5,True,0,0,0
-14.44,194,0.719339,1,0,0,5,True,0,0,0
-14.94,244,0.801118,1,0,0,5,True,0,0,0
-14.62,212,0.872763,1,0,0,5,True,0,0,0
-14.66,216,0.945675,1,0,0,5,True,0,0,0
-14.7,220,1.020336,1,0,0,5,True,0,0,0
-14.52,202,1.087277,1,0,0,5,True,0,0,0
-16.43,393,1.225802,1,0,0,5,True,0,0,0
-9.28,278,1.802243,1,1,1,5,True,1,1,0
-13.81,131,1.848481,1,0,0,5,True,0,0,0
-15.79,329,1.974263,1,0,0,5,True,0,0,0
-14.51,201,2.042753,1,0,0,5,True,0,0,0
-15.35,285,2.139281,1,0,0,5,True,0,0,0
-14.59,209,2.211414,1,0,0,5,True,0,0,0
-14.01,251,2.296835,1,0,1,5,True,0,0,0
-14.29,179,2.360136,1,0,0,5,True,0,0,0
-15.05,255,2.891662,1,0,0,5,True,0,0,0
-16.21,371,3.031961,1,0,0,5,True,0,0,0
-14.44,194,3.103133,1,0,0,5,True,0,0,0
-14.46,296,3.213185,1,0,1,5,True,0,0,0
-16.65,415,3.341878,1,0,0,5,True,0,0,0
-13.91,441,3.485459,1,0,3,5,True,0,0,0
-15.1,260,3.570159,1,0,0,5,True,0,0,0
-14.67,217,4.100216,1,0,0,5,True,0,0,0
-14.86,236,4.17935,1,0,0,5,True,0,0,0
-14.65,315,4.28671,1,0,1,5,True,0,0,0
-17.5,500,4.457613,1,0,0,5,True,0,0,0
-15.54,304,4.562761,1,0,0,5,True,0,0,0
-14.53,303,4.667132,1,0,1,5,True,0,0,0
-14.11,161,4.721235,1,0,0,5,True,0,0,0
-14.34,284,5.279579,1,0,1,5,True,0,0,0
-15.06,556,5.474798,1,0,3,5,True,0,0,0
