#{"t_start": 1789115243.6252851, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
10.5,2000,33.569437,2,3,7,3,False,1,1,0
5.85,465,33.778797,2,2,3,5,True,1,1,0
12.0,2000,35.081706,2,3,8,2,False,1,1,0
-5.51,501,35.298092,1,1,7,5,True,1,1,0
6.09,741,35.620549,2,2,6,5,True,0,0,0
6.43,607,36.315074,2,2,5,5,True,0,0,0
8.0,2000,37.625435,2,3,4,2,False,0,0,0
3.32,718,37.928164,2,2,3,5,True,0,0,0
-12.29,179,37.998173,1,0,2,5,True,0,0,0
16.5,2000,39.381269,2,3,13,3,False,1,1,0
15.0,2000,40.75331,2,4,5,0,False,0,0,0
-11.65,515,40.990128,1,0,6,5,True,0,0,0
10.78,472,41.668212,2,2,8,5,True,0,0,0
-4.48,498,41.884857,1,1,8,5,True,0,0,0
7.17,633,42.160844,2,2,6,5,True,1,1,0
5.62,788,42.985913,2,2,6,5,True,1,1,0
-12.68,218,43.08764,1,0,2,5,True,0,0,0
18.5,2000,44.457593,2,4,10,3,False,2,1,0
8.5,500,44.652301,2,2,6,5,True,0,0,0
7.64,986,45.084488,2,2,10,5,True,1,1,0
16.5,2000,46.438083,2,4,7,1,False,2,1,0
8.31,919,47.2838,2,2,10,5,True,0,0,0
10.5,2000,48.582724,2,3,6,1,False,1,1,0
9.5,2000,49.916264,2,3,5,1,False,1,0,0
9.38,612,50.191878,2,2,8,5,True,0,0,0
17.66,784,50.549102,2,4,8,5,True,1,1,0
3.56,494,51.216778,2,2,1,5,True,0,0,0
7.17,533,51.462569,2,2,5,5,True,0,0,0
12.56,894,51.866055,2,3,9,5,True,2,2,0
3.88,662,52.606692,2,2,3,5,True,1,1,0
3.4,610,52.873752,2,2,2,5,True,0,0,0
7.19,731,53.198385,2,2,7,5,True,1,1,0
9.95,455,53.839704,2,2,7,5,True,0,0,0
4.7,680,54.161143,2,2,4,5,True,1,1,0
10.53,997,54.588522,2,3,8,5,True,0,0,0
5.69,781,55.365555,2,2,6,5,True,0,0,0
11.35,815,55.743618,2,3,7,5,True,1,1,0
12.5,2000,57.095172,2,4,3,1,False,0,0,0
14.0,2000,58.437691,2,4,6,4,False,2,1,0
-13.76,126,58.488526,1,0,0,5,True,0,0,0
12.74,576,58.74934,2,3,6,5,True,0,0,0
25.5,2000,60.094265,2,5,12,3,False,2,1,0
18.5,2000,61.435779,2,4,10,3,False,2,2,0
13.5,2000,62.808047,2,4,4,1,False,0,0,0
11.5,2000,64.159901,2,4,3,3,False,0,0,0
12.5,2000,65.519888,2,4,4,3,False,2,1,0
8.07,643,66.259692,2,2,7,5,True,2,2,0
5.96,754,66.604817,2,2,6,5,True,0,0,0
12.5,2000,67.965606,2,4,4,3,False,0,0,0
5.67,583,68.23974,2,2,4,5,True,0,0,0
16.0,2000,69.574568,2,4,7,2,False,2,2,0
14.0,2000,70.938116,2,4,6,4,False,1,1,0
9.91,459,71.152361,2,3,2,5,True,0,0,0
21.5,2000,72.492635,2,4,13,3,False,1,1,0
5.77,573,73.185117,2,2,4,5,True,0,0,0
8.42,408,73.378942,2,2,5,5,True,0,0,0
12.04,846,73.733269,2,2,13,5,True,0,0,0
7.51,499,74.384183,2,2,5,5,True,0,0,0
2.79,571,74.636496,2,2,1,5,True,1,1,0
9.26,824,74.999456,2,2,10,5,True,1,1,0
6.21,529,75.68613,2,2,4,5,True,0,0,0
7.61,589,75.972455,2,2,6,5,True,0,0,0
7.4,310,76.121122,2,2,3,5,True,1,1,0
21.0,2000,77.463348,2,5,6,0,False,1,0,0
16.0,2000,78.808882,2,4,8,4,False,1,1,0
12.0,2000,80.145299,2,4,3,2,False,0,0,0
11.0,2000,81.52842,2,4,3,4,False,0,0,0
8.53,497,81.746385,2,2,6,5,True,1,1,0
16.0,2000,83.09762,2,4,7,2,False,1,0,0
6.48,502,83.341489,2,2,4,5,True,1,1,0
14.0,2000,84.658191,2,4,6,4,False,1,1,0
17.0,2000,86.023727,2,5,3,2,False,1,0,0
12.58,992,86.922515,2,3,10,5,True,1,1,0
13.89,861,87.324095,2,3,10,5,True,1,1,0
28.5,2000,88.685296,3,5,5,3,False,3,3,1
7.93,657,88.975745,2,2,7,5,True,1,1,0
5.66,884,89.832441,2,2,7,5,True,2,2,0
4.58,392,90.000373,2,2,1,5,True,0,0,0
34.5,2000,91.378017,3,5,11,3,False,1,1,1
14.28,622,91.65884,2,3,8,5,True,1,1,0
6.79,571,92.359762,2,2,5,5,True,1,1,0
8.39,611,92.640211,2,2,7,5,True,1,1,0
13.0,2000,93.974002,2,4,5,4,False,1,1,0
18.0,2000,95.297166,2,4,9,2,False,0,0,0
16.36,814,95.649629,2,3,12,5,True,0,0,0
32.95,955,96.518102,3,5,10,5,True,0,0,1
30.92,1258,97.052303,3,5,11,5,True,3,3,1
7.67,283,97.617233,2,2,3,5,True,1,1,0
16.5,2000,98.986741,2,5,3,3,False,1,1,0
19.0,2000,99.895359,2,5,6,4,False,1,1,0
61.0,2000,101.233955,3,9,18,4,False,2,1,1
15.37,813,102.056146,2,3,11,5,True,1,1,0
16.5,2000,103.443543,2,4,8,3,False,1,1,0
25.0,2000,104.794293,2,5,12,4,False,2,1,0
4.59,491,105.014805,2,2,2,5,True,0,0,0
-7.79,229,105.109479,1,1,2,5,True,0,0,0
15.5,2000,106.486968,2,4,7,3,False,1,1,0
22.77,573,106.759183,2,4,11,5,True,1,1,1
-6.37,287,107.321174,1,1,4,5,True,0,0,0
13.0,2000,108.667103,2,4,5,4,False,0,0,0
10.63,687,109.004892,2,2,10,5,True,0,0,0
10.32,618,109.260936,2,3,4,5,True,0,0,0
14.5,2000,110.589586,2,4,6,3,False,1,1,0
13.65,685,110.885635,2,3,8,5,True,1,1,0
7.63,1987,112.222038,2,5,5,5,True,2,2,0
18.0,2000,113.548877,2,4,10,4,False,2,2,0
21.44,1206,114.547673,2,5,11,5,True,1,1,0
12.0,2000,115.845103,2,4,4,4,False,1,0,0
13.5,2000,117.189362,2,4,5,3,False,1,1,0
33.86,764,117.52085,3,5,9,5,True,2,2,1
23.04,746,118.290869,2,5,8,5,True,3,3,0
30.73,1077,118.76356,3,5,9,5,True,1,1,1
3.81,569,119.431115,2,2,2,5,True,1,1,0
7.39,511,119.658998,2,2,5,5,True,1,1,0
11.0,2000,120.995371,2,4,3,4,False,0,0,0
7.38,312,121.139112,2,2,3,5,True,1,1,0
5.76,274,121.271275,2,2,1,5,True,1,1,0
25.09,1141,122.226583,3,5,4,5,True,1,1,1
12.58,592,122.492105,2,3,6,5,True,0,0,0
14.5,2000,123.847006,2,4,6,3,False,2,2,0
26.0,2000,125.160934,2,5,13,4,False,3,3,0
17.5,2000,126.526335,2,5,4,3,False,0,0,0
29.13,737,126.840936,3,5,4,5,True,1,1,1
3.84,466,127.050433,2,2,1,5,True,0,0,0
23.91,659,127.793944,2,5,8,5,True,2,2,0
29.14,1236,128.329941,3,5,9,5,True,1,1,1
32.96,754,129.10566,3,5,8,5,True,1,1,1
8.41,709,129.433328,2,2,8,5,True,1,1,0
9.19,631,129.721422,2,2,8,5,True,0,0,0
44.66,984,130.562703,3,7,12,5,True,1,1,1
17.0,2000,131.895293,2,5,4,4,False,1,1,0
6.63,387,132.052561,2,2,3,5,True,0,0,0
33.48,702,132.335415,3,5,8,5,True,3,3,1
28.94,856,133.116976,3,5,5,5,True,2,2,1
36.77,773,133.450723,3,5,12,5,True,1,1,1
29.79,1171,134.446899,3,5,9,5,True,1,1,1
11.4,510,134.667997,2,3,4,5,True,1,1,0
39.8,870,135.026198,3,5,16,5,True,3,3,1
21.15,1535,136.165104,3,5,4,5,True,1,1,1
33.11,839,136.969272,3,5,9,5,True,1,1,1
40.0,2000,137.832954,3,6,12,4,False,0,0,1
12.12,638,138.569881,2,3,6,5,True,0,0,0
8.76,674,138.874121,2,3,3,5,True,1,1,0
14.94,556,139.118981,2,4,3,5,True,2,2,0
45.0,2000,140.437037,3,7,12,4,False,3,2,1
9.72,378,141.055319,2,2,6,5,True,1,1,0
4.14,536,141.294112,2,2,2,5,True,0,0,0
57.0,2000,142.585459,4,9,4,4,False,2,1,2
24.89,761,142.884443,2,5,10,5,True,2,2,0
8.13,537,143.109985,2,2,6,5,True,0,0,0
37.97,553,143.810276,3,6,6,5,True,2,2,1
20.19,831,144.141832,2,4,11,5,True,1,1,1
50.03,1947,145.491852,3,9,17,5,True,3,3,1
34.2,1130,146.466291,3,5,13,5,True,2,2,1
6.28,322,146.61493,2,2,2,5,True,2,2,0
48.0,2000,147.917438,3,9,5,4,False,1,1,1
25.0,1350,148.541749,3,5,6,5,True,2,2,1
36.68,782,149.325085,3,5,12,5,True,1,1,1
41.0,2000,150.676975,3,7,8,4,False,1,1,1
12.2,630,150.941227,2,3,6,5,True,2,2,0
40.0,2000,152.260929,3,7,7,4,False,2,2,1
26.49,701,152.577733,3,5,1,5,True,3,3,1
34.83,767,153.391414,3,5,10,5,True,1,1,1
36.82,868,153.762494,3,5,13,5,True,2,2,1
5.71,279,153.900214,2,2,1,5,True,0,0,0
26.79,671,154.619783,2,5,11,5,True,2,2,0
37.69,1081,155.070361,3,6,11,5,True,3,3,1
6.9,660,155.820003,2,3,1,5,True,0,0,0
10.68,382,155.969166,2,3,2,5,True,1,1,0
81.0,2000,157.304748,4,13,8,4,False,3,3,2
69.0,2000,158.581587,4,10,11,4,False,2,1,2
10.25,725,158.901332,2,3,5,5,True,0,0,0
5.72,478,159.102293,2,2,3,5,True,1,1,0
31.91,1259,160.046172,3,5,12,5,True,1,1,1
10.61,589,160.310151,2,3,4,5,True,2,2,0
41.5,2000,161.628815,3,7,8,3,False,1,1,1
50.5,2000,162.948325,3,9,7,3,False,3,2,1
33.77,973,163.81517,3,5,11,5,True,2,2,1
17.51,1599,164.532637,2,5,11,5,True,2,2,0
