#{"t_start": 1789115243.6230998, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
18.5,2000,33.733989,2,4,10,3,False,1,0,0
-6.92,442,33.916299,1,1,5,5,True,1,1,0
-11.85,335,34.060591,1,0,4,5,True,0,0,0
7.96,354,34.209632,2,2,4,5,True,1,1,0
7.0,2000,35.523602,2,3,4,4,False,1,1,0
6.58,292,36.085785,2,2,2,5,True,1,1,0
15.5,2000,36.954127,2,4,6,1,False,1,1,0
9.75,775,37.73058,2,2,10,5,True,0,0,0
-8.57,507,37.939178,1,1,4,5,True,0,0,0
4.35,515,38.157832,2,2,2,5,True,0,0,0
10.0,2000,39.546139,2,3,6,2,False,0,0,0
7.0,2000,40.920993,2,3,2,0,False,0,0,0
9.5,2000,42.300307,2,3,6,3,False,0,0,0
8.0,2000,43.664048,2,2,10,4,False,0,0,0
8.65,485,43.874133,2,2,6,5,True,1,1,0
7.16,834,44.675031,2,2,8,5,True,1,1,0
7.2,930,45.085814,2,3,4,5,True,1,1,0
17.0,2000,46.439199,2,4,7,0,False,2,1,0
23.0,2000,47.750061,2,4,14,2,False,1,0,0
-5.35,585,48.43355,1,0,13,5,True,0,0,0
7.83,267,48.554467,2,2,3,5,True,0,0,0
8.5,900,48.948513,2,2,10,5,True,0,0,0
7.5,2000,50.291146,2,3,4,3,False,2,2,0
14.5,2000,51.649526,2,4,6,3,False,2,1,0
12.5,2000,52.983343,2,4,4,3,False,1,1,0
8.5,2000,54.331444,2,3,5,3,False,1,1,0
19.5,2000,55.645469,2,5,5,1,False,1,1,0
9.43,907,56.072139,2,3,6,5,True,0,0,0
4.15,935,56.929688,2,2,6,5,True,0,0,0
10.04,746,57.273939,2,2,10,5,True,0,0,0
4.69,381,57.879545,2,2,1,5,True,0,0,0
10.33,717,58.210921,2,2,10,5,True,0,0,0
19.5,2000,59.562165,2,4,10,1,False,1,0,0
16.0,2000,60.890044,2,3,13,4,False,2,1,0
4.99,551,61.136577,2,2,3,5,True,2,2,0
10.4,910,61.986096,2,3,7,5,True,1,1,0
2.42,708,62.330025,2,2,2,5,True,0,0,0
20.5,2000,63.671022,2,4,11,1,False,0,0,0
4.98,552,63.922621,2,2,3,5,True,0,0,0
7.51,799,64.749588,2,2,8,5,True,1,1,0
5.68,282,64.872079,2,2,1,5,True,1,1,0
-12.78,228,64.967633,1,0,2,5,True,0,0,0
6.92,258,65.078467,2,2,2,5,True,1,1,0
8.5,2000,66.460397,2,3,4,1,False,0,0,0
10.5,2000,67.817165,2,4,1,1,False,0,0,0
2.08,642,68.108268,2,2,1,5,True,0,0,0
6.28,522,68.354964,2,2,4,5,True,0,0,0
9.25,525,69.034623,2,3,2,5,True,0,0,0
16.5,2000,70.369228,2,4,8,3,False,1,1,0
8.8,970,70.813437,2,2,11,5,True,1,1,0
14.0,2000,72.169249,2,4,5,2,False,1,0,0
7.42,608,72.442569,2,2,6,5,True,1,1,0
-12.54,304,73.007282,1,0,3,5,True,0,0,0
3.77,673,73.325486,2,2,3,5,True,0,0,0
23.5,2000,74.623318,2,5,9,1,False,3,2,0
14.0,2000,75.98411,2,4,5,2,False,1,1,0
14.5,2000,77.338001,2,4,6,3,False,2,2,0
7.91,559,77.58401,2,2,6,5,True,0,0,0
-7.54,204,77.672824,1,1,2,5,True,0,0,0
15.0,2000,79.034359,2,4,7,4,False,1,1,0
10.49,501,79.250494,2,3,3,5,True,0,0,0
10.5,2000,80.611945,2,4,2,3,False,2,1,0
15.41,809,81.43328,2,3,11,5,True,1,1,0
10.39,611,81.705874,2,3,4,5,True,0,0,0
4.18,432,81.885509,2,2,1,5,True,1,1,0
6.32,618,82.611471,2,2,5,5,True,1,1,0
14.5,2000,83.996254,2,4,5,1,False,1,1,0
-8.15,265,84.109656,1,1,2,5,True,0,0,0
9.28,522,84.329715,2,2,7,5,True,0,0,0
39.5,2000,85.672634,3,6,11,3,False,0,0,1
6.13,437,85.873583,2,2,3,5,True,0,0,0
15.0,2000,87.244082,2,4,7,4,False,0,0,0
-5.41,491,87.466083,1,1,7,5,True,0,0,0
22.0,2000,88.820654,2,5,8,2,False,2,2,0
10.08,642,89.552621,2,3,4,5,True,0,0,0
13.0,2000,90.921531,2,4,4,2,False,1,1,0
13.5,2000,92.279922,2,4,5,3,False,1,1,0
18.5,2000,93.637942,2,5,5,3,False,0,0,0
19.5,2000,94.949632,2,5,6,3,False,0,0,0
9.09,541,95.192755,2,3,2,5,True,0,0,0
16.43,807,95.54285,2,4,7,5,True,1,1,0
14.27,723,96.308957,2,3,9,5,True,0,0,1
8.68,582,96.560042,2,2,7,5,True,2,2,0
16.0,2000,97.887955,2,4,7,2,False,1,1,0
51.0,2000,99.25649,3,8,13,4,False,3,2,2
13.56,794,99.613433,2,3,9,5,True,1,1,0
18.5,2000,100.950976,2,5,5,3,False,2,2,0
7.41,409,101.130712,2,2,4,5,True,1,1,0
42.0,2000,102.498433,3,7,8,2,False,2,1,1
10.2,430,103.140041,2,2,7,5,True,0,0,0
18.5,2000,104.066578,2,5,5,3,False,3,2,0
-6.31,281,104.635523,1,1,4,5,True,0,0,0
44.0,2000,105.995879,3,8,6,4,False,1,1,1
4.63,587,106.263297,2,2,3,5,True,0,0,0
15.42,508,106.50216,2,3,8,5,True,1,1,0
21.26,824,107.321619,2,5,7,5,True,2,2,0
6.84,366,107.488487,2,2,3,5,True,1,1,0
9.31,619,107.781191,2,3,3,5,True,1,1,0
13.5,2000,109.131961,2,4,5,3,False,2,1,0
25.29,921,109.512845,2,5,12,5,True,0,0,0
5.8,770,110.308595,2,2,6,5,True,1,1,0
13.0,2000,111.63061,2,4,5,4,False,1,0,0
44.66,1884,112.90983,3,9,11,5,True,2,2,1
21.5,2000,114.254945,2,5,8,3,False,2,2,0
6.0,350,114.418873,2,2,2,5,True,1,1,0
5.88,762,114.769992,2,2,6,5,True,0,0,0
6.22,228,114.861228,2,2,1,5,True,0,0,0
23.07,743,115.603118,2,5,8,5,True,1,1,0
10.27,523,115.83803,2,2,8,5,True,1,1,0
13.0,2000,117.182542,2,4,4,2,False,0,0,0
36.15,1035,117.642616,3,5,14,5,True,1,1,1
13.73,577,118.326821,2,3,7,5,True,1,1,0
39.23,827,118.699245,3,6,10,5,True,1,1,1
7.42,508,118.90548,2,2,5,5,True,1,1,0
5.71,279,119.455521,2,2,1,5,True,0,0,0
12.32,618,119.733827,2,3,6,5,True,1,1,0
5.45,405,119.915921,2,2,2,5,True,0,0,0
6.74,476,120.128664,2,2,4,5,True,1,1,0
10.09,541,120.804366,2,3,3,5,True,1,1,0
19.0,2000,122.160316,2,4,11,4,False,1,0,0
7.64,886,122.560301,2,2,9,5,True,0,0,0
11.0,2000,123.910673,2,4,3,4,False,0,0,0
32.15,1335,124.920842,3,5,13,5,True,0,0,1
17.0,2000,126.301356,2,4,9,4,False,1,1,0
8.26,524,126.530204,2,2,6,5,True,1,1,0
18.0,2000,127.862805,2,5,5,4,False,1,1,0
26.38,812,128.219707,2,5,12,5,True,1,1,0
46.0,2000,129.555973,3,8,8,4,False,2,2,1
29.98,552,129.801979,3,5,3,5,True,1,1,1
21.7,880,130.596104,2,5,8,5,True,3,3,0
33.81,869,130.995854,3,5,10,5,True,1,1,1
10.4,810,131.80058,2,3,6,5,True,0,0,0
10.76,774,132.11011,2,2,11,5,True,1,1,0
7.82,468,132.297681,2,2,5,5,True,1,1,0
40.39,811,133.062858,3,6,11,5,True,2,2,1
27.92,1558,133.763657,3,5,11,5,True,2,2,1
32.59,791,134.570002,3,5,8,5,True,2,2,1
14.67,783,134.889001,2,4,5,5,True,1,1,0
35.0,2000,136.227481,3,6,7,4,False,1,1,1
4.68,682,136.95982,2,2,4,5,True,0,0,0
18.6,690,137.238666,2,4,8,5,True,2,2,0
32.32,618,137.495562,3,5,6,5,True,1,1,1
32.38,612,137.784516,3,5,6,5,True,1,1,1
6.29,621,138.513746,2,2,5,5,True,1,1,0
30.68,1782,139.758155,3,5,16,5,True,0,0,1
22.0,2000,141.082274,2,5,9,4,False,1,1,0
33.66,784,141.429033,3,5,9,5,True,2,2,1
9.52,498,141.629528,2,3,2,5,True,2,2,0
33.3,1120,142.553306,3,5,12,5,True,1,1,1
6.7,580,142.778323,2,2,5,5,True,1,1,0
11.17,533,142.997838,2,3,4,5,True,1,1,0
5.26,624,143.717518,2,2,4,5,True,0,0,0
22.16,834,144.057029,2,5,8,5,True,2,2,0
31.53,997,144.971222,3,5,9,5,True,0,0,1
10.3,520,145.2137,2,2,8,5,True,0,0,0
3.75,675,145.518178,2,2,3,5,True,0,0,0
27.15,1035,146.449379,3,5,5,5,True,1,1,1
14.93,557,146.706033,2,3,8,5,True,1,1,0
25.99,1351,147.723595,3,5,7,5,True,0,0,1
53.5,2000,149.074482,3,8,15,3,False,1,1,1
10.29,1821,149.890838,2,5,6,5,True,1,1,0
38.55,695,150.645564,3,6,8,5,True,2,2,1
9.32,518,150.867454,2,2,7,5,True,0,0,0
32.97,953,151.290996,3,5,10,5,True,3,3,1
34.83,667,152.025994,3,5,9,5,True,3,3,1
66.5,2000,153.378395,4,9,13,3,False,1,1,2
45.59,1391,154.001834,3,9,7,5,True,2,2,1
28.03,947,154.834031,3,5,5,5,True,1,1,1
32.57,893,155.197124,3,5,9,5,True,2,2,1
32.92,858,156.020377,3,5,9,5,True,2,2,1
34.93,657,156.300282,3,5,9,5,True,1,1,1
4.76,474,156.528068,2,2,2,5,True,1,1,0
34.18,932,157.37677,3,5,11,5,True,2,2,1
29.95,1055,157.803207,3,5,8,5,True,1,1,1
39.97,753,158.576911,3,6,10,5,True,2,2,1
10.32,618,158.849458,2,2,9,5,True,1,1,0
7.06,344,159.007117,2,2,3,5,True,1,1,0
7.27,423,159.169337,2,2,4,5,True,1,1,0
10.71,479,159.793233,2,3,3,5,True,1,1,0
76.5,2000,161.108437,4,11,13,3,False,4,3,2
4.91,359,161.260094,2,2,1,5,True,0,0,0
34.64,586,161.51539,3,5,8,5,True,2,2,1
7.12,338,161.667502,2,2,3,5,True,0,0,0
34.67,883,162.494778,3,5,11,5,True,2,2,1
32.8,870,162.875478,3,5,9,5,True,1,1,1
6.53,397,163.058572,2,2,3,5,True,0,0,0
21.53,697,163.796368,2,5,6,5,True,3,3,0
32.98,652,164.101046,3,5,7,5,True,1,1,1
