#{"t_start": 1789115243.6271338, "env_id": "None"}
r,l,t,phase,spawners_destroyed,enemies_killed,damage_taken,terminated,pickups_collected,shield_blocks,elites_killed
-15.08,258,0.60841,1,0,0,5,True,0,0,0
-15.76,326,0.741705,1,0,0,5,True,0,0,0
-13.83,133,0.78575,1,0,0,5,True,0,0,0
-9.85,335,0.898024,1,1,1,5,True,1,1,0
-15.44,294,0.997872,1,0,0,5,True,0,0,0
-15.39,289,1.094698,1,0,0,5,True,0,0,0
-15.05,255,1.183136,1,0,0,5,True,0,0,0
-14.01,151,1.237646,1,0,0,5,True,0,0,0
-13.94,144,1.763988,1,0,0,5,True,0,0,0
-15.82,332,1.878297,1,0,0,5,True,0,0,0
-13.96,146,1.946153,1,0,0,5,True,0,0,0
-14.75,225,2.022206,1,0,0,5,True,0,0,0
-15.51,301,2.124373,1,0,0,5,True,0,0,0
-14.12,162,2.180036,1,0,0,5,True,0,0,0
-14.57,207,2.252028,1,0,0,5,True,0,0,0
-14.48,198,2.318279,1,0,0,5,True,0,0,0
-14.54,204,2.39324,1,0,0,5,True,0,0,0
-15.42,292,2.939328,1,0,0,5,True,0,0,0
-14.52,202,3.016563,1,0,0,5,True,0,0,0
-16.62,412,3.166643,1,0,0,5,True,0,0,0
-14.74,224,3.248079,1,0,0,5,True,0,0,0
-14.22,172,3.299837,1,0,0,5,True,0,0,0
-14.79,229,3.369425,1,0,0,5,True,0,0,0
-15.23,273,3.459906,1,0,0,5,True,0,0,0
-14.03,153,3.51009,1,0,0,5,True,0,0,0
-15.42,392,4.096633,1,0,1,5,True,0,0,0
-15.33,283,4.191811,1,0,0,5,True,0,0,0
-14.21,271,4.28411,1,0,1,5,True,0,0,0
-8.43,393,4.418611,1,1,3,5,True,0,0,0
-15.27,277,4.512339,1,0,0,5,True,0,0,0
-14.31,181,4.577204,1,0,0,5,True,0,0,0
-14.91,241,4.659258,1,0,0,5,True,0,0,0
-15.96,346,5.237443,1,0,0,5,True,0,0,0
-15.12,262,5.330199,1,0,0,5,True,0,0,0
-13.99,149,5.383193,1,0,0,5,True,0,0,0
-15.32,282,5.48004,1,0,0,5,True,0,0,0
-16.37,387,5.612051,1,0,0,5,True,0,0,0
-16.97,447,5.769226,1,0,0,5,True,0,0,0
-14.17,167,5.847867,1,0,0,5,True,0,0,0
-10.95,345,6.423785,1,1,0,5,True,0,0,0
-15.52,302,6.524129,1,0,0,5,True,0,0,0
-9.22,172,6.581636,1,1,0,5,True,0,0,0
-16.46,396,6.713274,1,0,0,5,True,0,0,0
-15.0,250,6.806295,1,0,0,5,True,0,0,0
-15.66,616,7.038832,1,0,3,5,True,0,0,0
-14.96,246,7.576355,1,0,0,5,True,0,0,0
-13.49,499,7.75572,1,0,4,5,True,0,0,0
-15.4,290,7.856309,1,0,0,5,True,0,0,0
-14.72,1622,8.933889,1,1,9,5,True,0,0,0
-15.28,278,9.042914,1,0,0,5,True,0,0,0
-9.58,308,9.162778,1,1,1,5,True,1,1,0
-14.21,171,9.229587,1,0,0,5,True,0,0,0
-19.34,684,9.49657,1,0,0,5,True,0,0,0
-11.53,603,10.191246,1,1,2,5,True,1,1,0
-11.95,745,10.490437,1,1,3,5,True,0,0,0
3.0,950,11.307368,2,2,5,5,True,0,0,0
4.66,584,11.545578,2,2,3,5,True,0,0,0
3.77,1373,12.094129,2,2,10,5,True,1,1,0
0.65,1685,13.213495,2,2,10,5,True,0,0,0
-9.58,808,13.981393,1,0,11,5,True,0,0,0
2.59,1091,14.431659,2,2,6,5,True,0,0,0
-13.78,328,14.557246,1,0,2,5,True,0,0,0
-7.59,509,15.216996,1,0,10,5,True,0,0,0
11.34,1016,15.59537,2,2,14,5,True,1,1,0
2.6,890,16.421816,2,2,4,5,True,0,0,0
-15.25,675,16.695497,1,0,4,5,True,0,0,0
6.0,1050,17.121631,2,2,9,5,True,0,0,0
-4.18,1068,17.983472,1,1,14,5,True,0,0,0
6.97,553,18.206584,2,2,5,5,True,2,2,0
-11.92,242,18.314385,1,0,3,5,True,0,0,0
2.76,974,19.178668,2,2,5,5,True,0,0,0
7.03,947,19.579546,2,2,9,5,True,1,1,0
-7.16,466,19.78885,1,0,10,5,True,0,0,0
-11.97,247,20.33508,1,0,3,5,True,0,0,0
7.9,860,20.667267,2,2,9,5,True,0,0,0
4.36,714,20.957208,2,2,4,5,True,0,0,0
2.3,520,21.626693,2,2,0,5,True,0,0,0
-6.9,540,21.864651,1,0,11,5,True,0,0,0
-5.58,608,22.15085,1,1,8,5,True,0,0,0
-8.12,762,22.913511,1,1,7,5,True,1,1,0
7.0,2000,24.182208,2,3,3,2,False,0,0,0
2.5,2000,25.521594,2,2,3,1,False,1,1,0
-12.93,343,25.690575,1,0,3,5,True,0,0,0
-2.74,624,25.972923,1,0,16,5,True,0,0,0
5.0,2000,27.229413,2,3,2,4,False,2,1,0
6.97,753,27.527899,2,2,7,5,True,0,0,0
5.69,481,28.163885,2,2,3,5,True,0,0,0
5.27,1123,28.65861,2,2,9,5,True,0,0,0
7.56,994,29.5107,2,3,5,5,True,1,1,0
6.6,790,29.839811,2,2,7,5,True,0,0,0
3.5,2000,31.149038,2,2,5,3,False,0,0,0
4.64,586,31.408462,2,2,3,5,True,0,0,0
7.51,799,32.206546,2,2,8,5,True,0,0,0
7.56,994,32.619253,2,3,5,5,True,0,0,0
-11.99,149,32.689298,1,0,2,5,True,0,0,0
-8.84,134,32.751357,1,1,0,5,True,0,0,0
-9.27,477,32.969248,1,0,8,5,True,0,0,0
5.62,788,33.76657,2,2,6,5,True,0,0,0
14.5,2000,35.068085,2,3,11,3,False,0,0,0
17.0,2000,36.366356,2,2,19,4,False,0,0,0
12.5,2000,37.677861,2,4,4,3,False,1,0,0
11.0,2000,38.989686,2,4,2,2,False,0,0,0
5.17,633,39.318645,2,2,4,5,True,1,1,0
12.0,2000,40.689835,2,4,3,2,False,0,0,0
16.0,2000,42.042432,2,4,8,4,False,1,1,0
7.5,2000,43.432927,2,3,4,3,False,0,0,0
6.25,825,43.803077,2,2,7,5,True,1,1,0
-8.72,322,44.406803,1,1,2,5,True,0,0,0
8.0,2000,45.69884,2,3,3,0,False,2,1,0
12.22,728,46.008658,2,2,12,5,True,0,0,0
6.5,2000,47.36767,2,3,2,1,False,1,1,0
-12.29,279,47.485304,1,0,3,5,True,0,0,0
17.0,2000,48.790474,2,4,9,4,False,2,1,0
7.0,550,49.039864,2,2,5,5,True,1,1,0
-9.17,567,49.732815,1,0,9,5,True,0,0,0
10.28,722,50.063802,2,2,10,5,True,1,1,0
18.0,2000,51.416855,2,4,9,2,False,0,0,0
4.28,722,51.742642,2,2,4,5,True,1,1,0
13.76,1074,52.666276,2,3,12,5,True,1,1,0
9.96,854,53.043051,2,2,11,5,True,1,1,0
12.46,804,53.840611,2,2,13,5,True,0,0,0
12.18,532,54.093709,2,2,10,5,True,1,1,0
7.61,689,54.398222,2,2,7,5,True,1,1,0
10.0,2000,55.720618,2,3,7,4,False,1,1,0
6.5,2000,57.070593,2,3,3,3,False,0,0,0
21.5,2000,58.415555,2,5,8,3,False,1,1,0
12.58,392,58.58119,2,3,4,5,True,0,0,0
14.5,2000,59.939489,2,3,11,3,False,0,0,0
20.5,2000,61.271804,2,5,6,1,False,0,0,0
6.0,2000,62.646572,2,3,3,4,False,1,1,0
18.5,2000,63.991599,2,4,10,3,False,1,1,0
17.0,2000,65.350979,2,5,4,4,False,3,2,0
17.86,1064,66.287961,2,3,16,5,True,1,1,0
6.69,781,66.645967,2,3,2,5,True,1,1,0
16.0,2000,68.007032,2,4,8,4,False,0,0,0
25.5,2000,69.356764,2,5,12,3,False,1,0,0
17.0,2000,70.707058,2,4,8,2,False,1,1,0
9.72,978,71.163176,2,2,12,5,True,1,1,0
9.93,1157,72.124069,2,3,9,5,True,1,1,0
15.0,2000,73.464189,2,4,7,4,False,0,0,0
6.19,231,73.56023,2,2,1,5,True,1,1,0
9.79,671,73.846936,2,2,9,5,True,0,0,0
12.0,2000,75.164383,2,4,4,4,False,1,1,0
12.01,749,75.968738,2,3,7,5,True,0,0,0
6.39,311,76.11777,2,2,2,5,True,0,0,0
13.5,2000,77.459974,2,4,5,3,False,0,0,0
4.34,816,77.819924,2,2,5,5,True,0,0,0
8.19,531,78.506908,2,2,6,5,True,1,1,0
17.0,2000,79.846039,2,5,4,4,False,3,2,0
7.47,503,80.075609,2,2,5,5,True,0,0,0
10.15,935,80.515625,2,3,7,5,True,1,1,0
18.0,2000,81.862176,2,4,9,2,False,1,1,0
21.5,2000,83.233138,2,5,8,3,False,2,1,0
13.0,2000,84.563641,2,3,10,4,False,1,1,0
12.19,731,85.3325,2,2,12,5,True,0,0,0
7.77,773,85.695329,2,2,8,5,True,1,1,0
13.45,1205,86.678043,2,4,8,5,True,0,0,0
12.32,618,86.977848,2,3,6,5,True,1,1,0
21.5,2000,88.344125,2,4,13,3,False,0,0,0
17.0,2000,89.696133,2,4,8,2,False,1,1,0
8.06,344,89.854461,2,2,4,5,True,1,1,0
13.0,2000,91.230085,2,4,4,2,False,1,1,0
7.08,342,91.380405,2,2,3,5,True,0,0,0
6.57,493,91.598429,2,2,4,5,True,1,1,0
16.0,2000,92.954343,2,4,7,2,False,2,2,0
8.12,538,93.643976,2,2,6,5,True,1,1,0
